Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,home,game_id
Matheus Cunha,12.0,br BRA,FW,25-082,34,9,9,100.0,113,23,0,0.1,0.0,1,1,1,1,0,False,Arsenal_Wolves_20240817
Mario Lemina,5.0,ga GAB,"DM,CM",30-351,90,32,40,80.0,658,256,0,0.0,0.0,0,3,0,0,1,False,Arsenal_Wolves_20240817
João Gomes,8.0,br BRA,"DM,CM",23-187,83,33,40,82.5,581,162,0,0.0,0.0,0,5,0,0,5,False,Arsenal_Wolves_20240817
Pablo Sarabia,21.0,es ESP,CM,32-098,7,5,7,71.4,119,58,0,0.0,0.0,0,1,1,0,2,False,Arsenal_Wolves_20240817
Rayan Aït-Nouri,3.0,dz ALG,LB,23-072,83,42,45,93.3,632,182,0,0.0,0.0,0,8,0,0,7,False,Arsenal_Wolves_20240817
Craig Dawson,15.0,eng ENG,CB,34-103,7,3,3,100.0,75,52,0,0.0,0.0,0,1,0,0,0,False,Arsenal_Wolves_20240817
Toti Gomes,24.0,pt POR,"CB,LB",25-214,90,52,58,89.7,977,229,0,0.0,0.0,0,4,0,0,1,False,Arsenal_Wolves_20240817
Yerson Mosquera,14.0,co COL,CB,23-107,90,40,47,85.1,691,219,0,0.1,0.0,1,8,1,1,2,False,Arsenal_Wolves_20240817
Matt Doherty,2.0,ie IRL,RB,32-214,90,29,38,76.3,551,106,0,0.0,0.0,0,2,0,0,2,False,Arsenal_Wolves_20240817
José Sá,1.0,pt POR,GK,31-213,90,23,40,57.5,753,619,0,0.0,0.0,0,2,0,0,0,False,Arsenal_Wolves_20240817
Michail Antonio,9.0,jm JAM,FW,34-142,72,6,11,54.5,157,46,0,0.0,0.0,0,1,0,0,1,True,WestHam_AstonVilla_20240817
Niclas Füllkrug,11.0,de GER,FW,31-190,18,4,4,100.0,45,11,0,0.0,0.0,0,1,0,0,0,True,WestHam_AstonVilla_20240817
Mohammed Kudus,14.0,gh GHA,"LM,WB,RM",24-015,90,24,36,66.7,406,53,0,0.5,0.5,2,1,0,0,2,True,WestHam_AstonVilla_20240817
Lucas Paquetá,10.0,br BRA,CM,26-356,72,47,58,81.0,712,191,0,0.0,0.0,1,6,2,0,8,True,WestHam_AstonVilla_20240817
James Ward-Prowse,8.0,eng ENG,CM,29-290,18,11,15,73.3,150,61,0,0.0,0.0,0,2,0,0,4,True,WestHam_AstonVilla_20240817
Tomáš Souček,28.0,cz CZE,CM,29-172,90,10,16,62.5,146,28,0,0.1,0.1,2,0,0,0,0,True,WestHam_AstonVilla_20240817
Jarrod Bowen,20.0,eng ENG,RM,27-241,72,10,15,66.7,140,49,0,0.0,0.1,1,1,1,0,1,True,WestHam_AstonVilla_20240817
Crysencio Summerville,7.0,nl NED,"CM,LM",22-292,18,11,12,91.7,192,31,0,0.3,0.2,2,0,2,2,0,True,WestHam_AstonVilla_20240817
Guido Rodríguez,24.0,ar ARG,DM,30-127,84,40,46,87.0,682,181,0,0.0,0.0,0,1,1,0,3,True,WestHam_AstonVilla_20240817
Danny Ings,18.0,eng ENG,FW,32-025,6,2,4,50.0,15,3,0,0.0,0.0,0,0,0,0,0,True,WestHam_AstonVilla_20240817
Emerson Palmieri,33.0,it ITA,"LB,WB",30-014,90,46,51,90.2,567,208,0,0.0,0.0,0,1,1,0,4,True,WestHam_AstonVilla_20240817
Max Kilman,26.0,eng ENG,CB,27-086,90,62,73,84.9,1353,470,0,0.0,0.1,1,3,1,0,5,True,WestHam_AstonVilla_20240817
Konstantinos Mavropanos,15.0,gr GRE,CB,26-250,90,42,51,82.4,862,175,0,0.0,0.0,0,2,0,0,1,True,WestHam_AstonVilla_20240817
Vladimír Coufal,5.0,cz CZE,RB,31-361,84,25,31,80.6,434,165,0,0.1,0.1,1,1,1,1,1,True,WestHam_AstonVilla_20240817
Jean-Clair Todibo,25.0,fr FRA,CB,24-231,6,7,7,100.0,147,70,0,0.0,0.0,0,0,0,0,0,True,WestHam_AstonVilla_20240817
Alphonse Areola,23.0,fr FRA,GK,31-172,90,30,34,88.2,779,531,0,0.0,0.0,0,0,0,0,0,True,WestHam_AstonVilla_20240817
Ollie Watkins,11.0,eng ENG,FW,28-231,61,4,5,80.0,52,5,0,0.0,0.0,0,0,0,0,0,False,WestHam_AstonVilla_20240817
Jáder Durán,9.0,co COL,FW,20-248,29,9,12,75.0,113,13,0,0.0,0.0,0,1,0,0,0,False,WestHam_AstonVilla_20240817
John McGinn,7.0,sct SCO,LW,29-304,61,12,14,85.7,198,27,0,0.0,0.0,0,0,0,0,1,False,WestHam_AstonVilla_20240817
Jacob Ramsey,41.0,eng ENG,LW,23-081,29,12,13,92.3,154,25,1,0.1,0.1,1,0,0,0,1,False,WestHam_AstonVilla_20240817
Leon Bailey,31.0,jm JAM,RW,27-008,73,15,28,53.6,238,87,0,0.1,0.2,2,1,1,0,2,False,WestHam_AstonVilla_20240817
Jaden Philogene Bidace,19.0,eng ENG,RW,22-191,17,7,9,77.8,69,6,0,0.0,0.0,0,0,0,0,0,False,WestHam_AstonVilla_20240817
Morgan Rogers,27.0,eng ENG,AM,22-022,90,19,24,79.2,237,89,0,0.2,0.1,2,2,2,0,3,False,WestHam_AstonVilla_20240817
Youri Tielemans,8.0,be BEL,DM,27-102,90,47,53,88.7,794,202,1,0.7,0.2,3,3,0,0,4,False,WestHam_AstonVilla_20240817
Amadou Onana,24.0,be BEL,DM,23-001,90,30,31,96.8,513,57,0,0.0,0.0,0,1,0,0,2,False,WestHam_AstonVilla_20240817
Lucas Digne,12.0,fr FRA,LB,31-028,73,32,45,71.1,587,231,0,0.2,0.1,1,1,1,0,1,False,WestHam_AstonVilla_20240817
Ian Maatsen,22.0,nl NED,LB,22-160,17,7,9,77.8,150,55,0,0.1,0.0,1,0,2,0,2,False,WestHam_AstonVilla_20240817
Pau Torres,14.0,es ESP,CB,27-214,90,48,58,82.8,753,248,0,0.0,0.0,0,5,0,0,3,False,WestHam_AstonVilla_20240817
Ezri Konsa,4.0,eng ENG,CB,26-299,90,41,45,91.1,709,251,0,0.0,0.0,1,4,0,0,2,False,WestHam_AstonVilla_20240817
Matty Cash,2.0,pl POL,RB,27-010,81,33,43,76.7,539,234,0,0.1,0.0,1,7,0,0,3,False,WestHam_AstonVilla_20240817
Kosta Nedeljković,20.0,rs SRB,RB,18-245,9,6,7,85.7,121,28,0,0.0,0.0,0,1,0,0,1,False,WestHam_AstonVilla_20240817
Emiliano Martínez,23.0,ar ARG,GK,31-350,90,26,37,70.3,879,587,0,0.0,0.0,0,2,0,0,0,False,WestHam_AstonVilla_20240817
Yoane Wissa,11.0,cd COD,FW,27-350,83,22,26,84.6,333,93,1,0.1,0.0,1,3,0,0,2,True,Brentford_CrystalPalace_20240818
Fabio Carvalho,14.0,pt POR,FW,21-354,7,2,5,40.0,12,4,0,0.0,0.0,0,0,0,0,0,True,Brentford_CrystalPalace_20240818
Kevin Schade,7.0,de GER,LW,22-265,73,8,17,47.1,144,24,0,0.0,0.0,0,1,0,0,1,True,Brentford_CrystalPalace_20240818
Keane Lewis-Potter,23.0,eng ENG,"LW,LM,FW",23-178,17,2,4,50.0,22,0,0,0.0,0.0,0,0,0,0,0,True,Brentford_CrystalPalace_20240818
Bryan Mbeumo,19.0,cm CMR,"RW,FW",25-011,89,16,32,50.0,232,84,0,0.4,0.5,3,0,2,1,1,True,Brentford_CrystalPalace_20240818
Ben Mee,16.0,eng ENG,CB,34-332,1,1,2,50.0,33,0,0,0.0,0.0,0,0,0,0,0,True,Brentford_CrystalPalace_20240818
Mathias Jensen,8.0,dk DEN,LM,28-230,83,29,41,70.7,458,153,0,0.0,0.0,1,1,1,1,4,True,Brentford_CrystalPalace_20240818
Frank Onyeka,15.0,ng NGA,CM,26-230,7,1,1,100.0,12,0,0,0.0,0.0,0,0,0,0,0,True,Brentford_CrystalPalace_20240818
Vitaly Janelt,27.0,de GER,CM,26-100,73,28,30,93.3,538,199,0,0.0,0.0,1,5,1,1,4,True,Brentford_CrystalPalace_20240818
Mikkel Damsgaard,24.0,dk DEN,"RM,CM",24-046,17,7,9,77.8,73,19,0,0.0,0.0,0,0,0,0,1,True,Brentford_CrystalPalace_20240818
Christian Nørgaard,6.0,dk DEN,"RM,CM",30-161,90,31,43,72.1,479,155,0,0.1,0.0,1,6,0,0,7,True,Brentford_CrystalPalace_20240818
Kristoffer Ajer,20.0,no NOR,LB,26-123,90,28,38,73.7,481,191,0,0.0,0.0,0,0,0,0,2,True,Brentford_CrystalPalace_20240818
Ethan Pinnock,5.0,jm JAM,CB,31-081,90,34,42,81.0,678,232,0,0.0,0.0,0,1,0,0,2,True,Brentford_CrystalPalace_20240818
Nathan Collins,22.0,ie IRL,CB,23-110,90,46,52,88.5,860,339,0,0.0,0.0,0,1,0,0,2,True,Brentford_CrystalPalace_20240818
Mads Roerslev,30.0,dk DEN,RB,25-055,90,34,43,79.1,649,251,0,0.0,0.0,0,3,0,0,5,True,Brentford_CrystalPalace_20240818
Mark Flekken,1.0,nl NED,GK,31-066,90,42,55,76.4,1363,848,0,0.0,0.0,0,1,0,0,0,True,Brentford_CrystalPalace_20240818
Jean-Philippe Mateta,14.0,fr FRA,FW,27-051,45,7,10,70.0,108,22,0,0.0,0.0,0,2,0,0,2,False,Brentford_CrystalPalace_20240818
Odsonne Édouard,22.0,fr FRA,"FW,AM",26-215,45,7,12,58.3,81,14,0,0.0,0.0,1,0,0,0,1,False,Brentford_CrystalPalace_20240818
Eberechi Eze,10.0,eng ENG,"AM,LM",26-050,90,31,43,72.1,417,101,0,0.0,0.1,0,5,2,0,5,False,Brentford_CrystalPalace_20240818
Daichi Kamada,18.0,jp JPN,AM,28-013,69,23,28,82.1,340,82,0,0.1,0.1,2,2,1,0,3,False,Brentford_CrystalPalace_20240818
Jordan Ayew,9.0,gh GHA,"FW,AM",32-342,21,8,10,80.0,167,4,0,0.0,0.0,1,0,0,0,0,False,Brentford_CrystalPalace_20240818
Will Hughes,19.0,eng ENG,CM,29-123,83,43,49,87.8,640,204,0,0.0,0.0,1,4,1,0,4,False,Brentford_CrystalPalace_20240818
Cheick Doucouré,28.0,ml MLI,CM,24-223,7,8,10,80.0,106,25,0,0.0,0.0,0,0,0,0,1,False,Brentford_CrystalPalace_20240818
Adam Wharton,20.0,eng ENG,CM,20-194,73,24,35,68.6,408,117,0,0.0,0.0,0,1,0,0,4,False,Brentford_CrystalPalace_20240818
Jefferson Lerma,8.0,co COL,CM,29-298,17,20,22,90.9,369,72,0,0.5,0.3,1,3,1,0,1,False,Brentford_CrystalPalace_20240818
Tyrick Mitchell,3.0,eng ENG,"WB,LB",24-352,90,39,49,79.6,540,234,0,0.1,0.0,2,4,1,1,2,False,Brentford_CrystalPalace_20240818
Daniel Muñoz,12.0,co COL,"WB,RB",28-084,90,42,55,76.4,567,75,0,0.0,0.0,1,2,0,0,1,False,Brentford_CrystalPalace_20240818
Marc Guéhi,6.0,eng ENG,CB,24-036,90,42,45,93.3,763,273,0,0.0,0.0,0,3,0,0,4,False,Brentford_CrystalPalace_20240818
Joachim Andersen,5.0,dk DEN,CB,28-079,90,61,83,73.5,1227,526,0,0.0,0.0,0,9,1,0,4,False,Brentford_CrystalPalace_20240818
Chris Richards,26.0,us USA,CB,24-143,83,37,41,90.2,579,180,0,0.0,0.0,0,1,0,0,0,False,Brentford_CrystalPalace_20240818
Ismaila Sarr,7.0,sn SEN,RM,26-175,7,2,2,100.0,25,7,0,0.0,0.0,0,0,0,0,0,False,Brentford_CrystalPalace_20240818
Dean Henderson,1.0,eng ENG,GK,27-159,90,16,25,64.0,293,206,0,0.0,0.0,0,0,0,0,0,False,Brentford_CrystalPalace_20240818
Nicolas Jackson,15.0,sn SEN,FW,23-059,66,11,16,68.8,207,65,0,0.2,0.1,2,2,1,0,2,True,Chelsea_ManchesterCity_20240818
Marc Guiu,38.0,es ESP,FW,18-227,24,3,4,75.0,32,0,0,0.0,0.0,0,0,0,0,0,True,Chelsea_ManchesterCity_20240818
Christopher Nkunku,18.0,fr FRA,LW,26-278,57,26,26,100.0,346,83,0,0.0,0.1,1,2,0,0,2,True,Chelsea_ManchesterCity_20240818
Pedro Neto,19.0,pt POR,LW,24-162,33,17,19,89.5,219,60,0,0.2,0.2,2,1,1,1,0,True,Chelsea_ManchesterCity_20240818
Cole Palmer,20.0,eng ENG,RW,22-104,90,37,47,78.7,718,264,0,0.1,0.2,2,4,5,3,6,True,Chelsea_ManchesterCity_20240818
Enzo Fernández,8.0,ar ARG,"AM,DM",23-214,90,47,56,83.9,911,263,0,0.0,0.1,0,7,0,0,4,True,Chelsea_ManchesterCity_20240818
Roméo Lavia,45.0,be BEL,DM,20-225,66,38,39,97.4,674,224,0,0.5,0.2,1,3,1,0,2,True,Chelsea_ManchesterCity_20240818
Kiernan Dewsbury-Hall,22.0,eng ENG,AM,25-347,24,13,17,76.5,152,5,0,0.0,0.0,0,2,0,0,0,True,Chelsea_ManchesterCity_20240818
Moisés Caicedo,25.0,ec ECU,DM,22-290,90,47,53,88.7,609,140,0,0.0,0.1,1,1,2,1,3,True,Chelsea_ManchesterCity_20240818
Marc Cucurella,3.0,es ESP,LB,26-027,79,58,68,85.3,866,315,0,0.0,0.0,0,3,0,0,3,True,Chelsea_ManchesterCity_20240818
Renato Veiga,40.0,pt POR,LB,21-020,11,8,9,88.9,155,37,0,0.0,0.0,0,0,0,0,0,True,Chelsea_ManchesterCity_20240818
Levi Colwill,6.0,eng ENG,CB,21-174,90,47,48,97.9,998,443,0,0.0,0.0,0,4,0,0,2,True,Chelsea_ManchesterCity_20240818
Wesley Fofana,29.0,fr FRA,CB,23-245,90,49,56,87.5,878,347,0,0.0,0.0,0,4,0,0,1,True,Chelsea_ManchesterCity_20240818
Malo Gusto,27.0,fr FRA,RB,21-091,90,36,44,81.8,503,98,0,0.0,0.1,0,1,1,0,1,True,Chelsea_ManchesterCity_20240818
Robert Sánchez,1.0,es ESP,GK,26-274,90,24,29,82.8,500,281,0,0.0,0.0,0,0,0,0,0,True,Chelsea_ManchesterCity_20240818
Erling Haaland,9.0,no NOR,FW,24-028,90,3,8,37.5,39,15,0,0.0,0.0,0,1,0,0,2,False,Chelsea_ManchesterCity_20240818
Sávio,26.0,br BRA,"RW,LW",20-130,45,12,16,75.0,179,45,0,0.2,0.2,3,1,0,0,2,False,Chelsea_ManchesterCity_20240818
Phil Foden,47.0,eng ENG,RW,24-082,45,24,28,85.7,342,62,0,0.0,0.0,0,1,0,0,1,False,Chelsea_ManchesterCity_20240818
Jeremy Doku,11.0,be BEL,"LW,RW",22-083,90,28,36,77.8,403,75,0,0.0,0.1,1,0,3,0,4,False,Chelsea_ManchesterCity_20240818
Kevin De Bruyne,17.0,be BEL,CM,33-051,90,46,58,79.3,723,179,0,0.0,0.3,1,4,1,0,5,False,Chelsea_ManchesterCity_20240818
Bernardo Silva,20.0,pt POR,CM,30-008,90,51,55,92.7,687,101,1,0.3,0.2,3,3,1,0,5,False,Chelsea_ManchesterCity_20240818
Mateo Kovačić,8.0,hr CRO,DM,30-104,90,63,66,95.5,1004,286,0,0.0,0.0,0,6,0,0,3,False,Chelsea_ManchesterCity_20240818
Rico Lewis,82.0,eng ENG,DM,19-271,90,38,50,76.0,522,131,0,0.0,0.0,0,4,0,0,2,False,Chelsea_ManchesterCity_20240818
Joško Gvardiol,24.0,hr CRO,LB,22-208,90,64,69,92.8,1061,345,0,0.0,0.0,0,3,0,0,5,False,Chelsea_ManchesterCity_20240818
Rúben Dias,3.0,pt POR,CB,27-096,90,69,71,97.2,1207,379,0,0.0,0.0,0,0,0,0,0,False,Chelsea_ManchesterCity_20240818
Manuel Akanji,25.0,ch SUI,RB,29-030,90,70,74,94.6,1206,384,0,0.0,0.0,0,5,1,0,3,False,Chelsea_ManchesterCity_20240818
Ederson,31.0,br BRA,GK,31-001,90,33,39,84.6,844,489,0,0.0,0.0,0,1,0,0,0,False,Chelsea_ManchesterCity_20240818
Jamie Vardy,9.0,eng ENG,FW,37-221,78,4,10,40.0,60,11,0,0.0,0.0,0,0,0,0,1,True,LeicesterCity_Tottenham_20240819
Stephy Mavididi,10.0,eng ENG,FW,26-080,12,2,3,66.7,40,17,0,0.0,0.1,1,0,1,0,2,True,LeicesterCity_Tottenham_20240819
Bobby De Cordova-Reid,14.0,jm JAM,LW,31-199,85,15,24,62.5,195,26,0,0.0,0.0,0,0,0,0,0,True,LeicesterCity_Tottenham_20240819
Kasey McAteer,35.0,ie IRL,LW,22-271,5,2,4,50.0,19,9,0,0.0,0.0,0,1,0,0,0,True,LeicesterCity_Tottenham_20240819
Abdul Fatawu Issahaku,7.0,gh GHA,RW,20-164,90,18,25,72.0,362,137,1,0.5,0.6,2,2,2,1,2,True,LeicesterCity_Tottenham_20240819
Facundo Buonanotte,40.0,ar ARG,AM,19-240,78,20,25,80.0,288,108,0,0.4,0.2,1,2,2,1,5,True,LeicesterCity_Tottenham_20240819
Boubakary Soumaré,24.0,fr FRA,AM,25-174,12,3,3,100.0,36,4,0,0.0,0.0,0,0,0,0,0,True,LeicesterCity_Tottenham_20240819
Wilfred Ndidi,6.0,ng NGA,DM,27-247,90,27,35,77.1,389,146,0,0.0,0.0,0,1,0,0,2,True,LeicesterCity_Tottenham_20240819
Harry Winks,8.0,eng ENG,DM,28-199,90,34,41,82.9,531,312,0,0.0,0.0,1,4,0,0,6,True,LeicesterCity_Tottenham_20240819
Victor Bernth Kristiansen,16.0,dk DEN,LB,21-247,90,28,36,77.8,517,91,0,0.0,0.0,0,1,1,1,2,True,LeicesterCity_Tottenham_20240819
Wout Faes,3.0,be BEL,CB,26-138,90,27,30,90.0,421,115,0,0.0,0.0,0,1,0,0,0,True,LeicesterCity_Tottenham_20240819
Jannik Vestergaard,23.0,dk DEN,CB,32-016,90,15,16,93.8,222,117,0,0.0,0.0,0,2,0,0,2,True,LeicesterCity_Tottenham_20240819
James Justin,2.0,eng ENG,RB,26-178,90,28,33,84.8,507,263,0,0.0,0.0,0,5,1,1,1,True,LeicesterCity_Tottenham_20240819
Mads Hermansen,30.0,dk DEN,GK,24-039,90,14,28,50.0,429,348,0,0.0,0.0,0,1,0,0,0,True,LeicesterCity_Tottenham_20240819
Dominic Solanke,19.0,eng ENG,FW,26-340,90,15,19,78.9,162,29,0,0.1,0.2,1,0,1,0,1,False,LeicesterCity_Tottenham_20240819
Son Heung-min,7.0,kr KOR,"LW,LM",32-042,89,43,52,82.7,608,115,0,0.1,0.3,1,2,4,1,5,False,LeicesterCity_Tottenham_20240819
Richarlison,9.0,br BRA,LM,27-101,1,3,5,60.0,32,0,0,0.0,0.0,0,0,0,0,0,False,LeicesterCity_Tottenham_20240819
Brennan Johnson,22.0,wls WAL,RW,23-088,77,21,29,72.4,236,27,0,0.2,0.1,1,1,0,0,1,False,LeicesterCity_Tottenham_20240819
Timo Werner,16.0,de GER,RM,28-166,13,14,19,73.7,178,53,0,0.0,0.0,0,1,1,1,1,False,LeicesterCity_Tottenham_20240819
James Maddison,10.0,eng ENG,LM,27-270,78,55,71,77.5,952,411,1,0.2,1.0,3,10,4,1,15,False,LeicesterCity_Tottenham_20240819
Dejan Kulusevski,21.0,se SWE,CM,24-116,12,7,9,77.8,74,22,0,0.0,0.2,0,0,1,0,1,False,LeicesterCity_Tottenham_20240819
Rodrigo Bentancur,30.0,uy URU,CM,27-055,77,46,47,97.9,768,188,0,0.0,0.0,0,4,0,0,4,False,LeicesterCity_Tottenham_20240819
Archie Gray,14.0,eng ENG,DM,18-160,13,18,21,85.7,246,82,0,0.0,0.0,0,1,0,0,2,False,LeicesterCity_Tottenham_20240819
Pape Matar Sarr,29.0,sn SEN,RM,21-340,77,42,48,87.5,716,186,0,0.1,0.0,1,8,0,0,8,False,LeicesterCity_Tottenham_20240819
Lucas Bergvall,15.0,se SWE,CM,18-199,13,27,29,93.1,374,88,0,0.2,0.1,1,1,0,0,2,False,LeicesterCity_Tottenham_20240819
Destiny Udogie,13.0,it ITA,LB,21-265,90,61,71,85.9,795,206,0,0.0,0.1,0,8,1,0,7,False,LeicesterCity_Tottenham_20240819
Micky van de Ven,37.0,nl NED,CB,23-122,90,90,96,93.8,1767,562,0,0.0,0.0,0,9,0,0,5,False,LeicesterCity_Tottenham_20240819
Cristian Romero,17.0,ar ARG,CB,26-114,90,89,97,91.8,1725,605,0,0.0,0.0,0,11,1,0,9,False,LeicesterCity_Tottenham_20240819
Pedro Porro,23.0,es ESP,RB,24-341,89,49,57,86.0,805,301,0,0.2,0.3,4,2,6,2,6,False,LeicesterCity_Tottenham_20240819
Djed Spence,24.0,eng ENG,RB,24-010,1,9,9,100.0,117,35,0,0.0,0.0,0,1,0,0,2,False,LeicesterCity_Tottenham_20240819
Guglielmo Vicario,1.0,it ITA,GK,27-317,90,42,45,93.3,703,377,0,0.0,0.0,0,0,0,0,0,False,LeicesterCity_Tottenham_20240819
Danny Welbeck,18.0,eng ENG,FW,33-272,78,15,18,83.3,182,29,0,0.1,0.0,2,0,1,0,1,True,Brighton_ManchesterUtd_20240824
Julio Enciso,10.0,py PAR,AM,20-214,12,4,8,50.0,67,13,0,0.0,0.0,0,0,0,0,0,True,Brighton_ManchesterUtd_20240824
Kaoru Mitoma,22.0,jp JPN,LW,27-096,89,13,16,81.3,162,27,1,0.8,0.6,1,0,0,0,1,True,Brighton_ManchesterUtd_20240824
Simon Adingra,24.0,ci CIV,LW,22-236,1,3,4,75.0,38,10,1,0.5,0.6,1,0,0,0,0,True,Brighton_ManchesterUtd_20240824
Yankuba Minteh,17.0,gm GAM,RW,20-033,89,13,27,48.1,195,75,0,0.4,0.2,2,0,2,1,3,True,Brighton_ManchesterUtd_20240824
Georginio Rutter,14.0,fr FRA,RW,22-126,1,3,3,100.0,38,21,0,0.0,0.0,0,1,0,0,2,True,Brighton_ManchesterUtd_20240824
João Pedro,9.0,br BRA,"AM,FW",22-333,90,19,24,79.2,399,163,0,0.1,0.1,1,4,4,1,6,True,Brighton_ManchesterUtd_20240824
Billy Gilmour,11.0,sct SCO,DM,23-074,89,48,55,87.3,868,321,0,0.0,0.0,0,11,1,0,10,True,Brighton_ManchesterUtd_20240824
Yasin Ayari,26.0,se SWE,DM,20-323,1,3,4,75.0,39,20,0,0.0,0.0,0,1,1,0,2,True,Brighton_ManchesterUtd_20240824
James Milner,6.0,eng ENG,DM,38-233,72,23,31,74.2,370,147,0,0.0,0.0,1,2,0,0,5,True,Brighton_ManchesterUtd_20240824
Carlos Baleba,20.0,cm CMR,DM,20-234,18,8,8,100.0,97,17,0,0.0,0.0,0,1,0,0,0,True,Brighton_ManchesterUtd_20240824
Jack Hinshelwood,41.0,eng ENG,LB,19-135,90,39,48,81.3,692,130,0,0.0,0.2,1,3,1,0,3,True,Brighton_ManchesterUtd_20240824
Lewis Dunk,5.0,eng ENG,CB,32-277,90,76,79,96.2,1271,298,0,0.0,0.0,1,4,0,0,4,True,Brighton_ManchesterUtd_20240824
Jan Paul van Hecke,29.0,nl NED,CB,24-077,90,76,86,88.4,1360,468,0,0.0,0.0,0,2,0,0,6,True,Brighton_ManchesterUtd_20240824
Joël Veltman,34.0,nl NED,RB,32-222,90,47,53,88.7,797,185,0,0.1,0.5,2,5,0,0,3,True,Brighton_ManchesterUtd_20240824
Jason Steele,23.0,eng ENG,GK,34-006,90,45,50,90.0,1170,813,0,0.0,0.0,0,0,0,0,0,True,Brighton_ManchesterUtd_20240824
Bruno Fernandes,8.0,pt POR,"FW,AM",29-351,78,32,45,71.1,569,227,0,0.8,0.7,3,4,2,1,6,False,Brighton_ManchesterUtd_20240824
Scott McTominay,39.0,sct SCO,AM,27-260,12,6,6,100.0,113,45,0,0.0,0.0,0,1,0,0,1,False,Brighton_ManchesterUtd_20240824
Marcus Rashford,10.0,eng ENG,"LW,FW",26-298,64,13,18,72.2,184,45,0,0.0,0.0,0,1,0,0,0,False,Brighton_ManchesterUtd_20240824
Alejandro Garnacho,17.0,ar ARG,LW,20-054,26,11,16,68.8,174,48,0,0.0,0.1,1,2,0,0,2,False,Brighton_ManchesterUtd_20240824
Amad Diallo,16.0,ci CIV,RW,22-044,89,33,45,73.3,536,126,0,0.0,0.1,1,2,2,0,4,False,Brighton_ManchesterUtd_20240824
Antony,21.0,br BRA,RW,24-182,1,1,2,50.0,13,0,0,0.1,0.1,1,0,0,0,0,False,Brighton_ManchesterUtd_20240824
Mason Mount,7.0,eng ENG,AM,25-227,45,15,18,83.3,205,60,0,0.0,0.0,0,1,0,0,2,False,Brighton_ManchesterUtd_20240824
Joshua Zirkzee,11.0,nl NED,"FW,LW",23-094,45,7,10,70.0,83,22,0,0.1,0.0,1,0,0,0,0,False,Brighton_ManchesterUtd_20240824
Kobbie Mainoo,37.0,eng ENG,DM,19-127,90,41,45,91.1,544,217,0,0.0,0.0,0,3,1,0,3,False,Brighton_ManchesterUtd_20240824
Casemiro,18.0,br BRA,DM,32-183,90,44,54,81.5,808,260,0,0.0,0.0,0,3,0,0,2,False,Brighton_ManchesterUtd_20240824
Diogo Dalot,20.0,pt POR,LB,25-159,90,60,66,90.9,996,311,0,0.2,0.1,1,1,1,1,4,False,Brighton_ManchesterUtd_20240824
Lisandro Martínez,6.0,ar ARG,CB,26-219,90,70,73,95.9,1129,438,0,0.0,0.2,0,5,1,0,4,False,Brighton_ManchesterUtd_20240824
Harry Maguire,5.0,eng ENG,CB,31-172,78,41,45,91.1,660,191,0,0.0,0.0,1,0,0,0,0,False,Brighton_ManchesterUtd_20240824
Matthijs de Ligt,4.0,nl NED,CB,25-012,12,8,8,100.0,146,23,0,0.0,0.0,0,1,0,0,1,False,Brighton_ManchesterUtd_20240824
Noussair Mazraoui,3.0,ma MAR,RB,26-284,90,34,42,81.0,583,163,1,0.1,0.0,2,2,0,0,5,False,Brighton_ManchesterUtd_20240824
André Onana,24.0,cm CMR,GK,28-144,90,54,59,91.5,1278,889,0,0.0,0.0,0,2,0,0,0,False,Brighton_ManchesterUtd_20240824
Erling Haaland,9.0,no NOR,FW,24-034,89,7,10,70.0,65,0,0,0.0,0.0,0,0,0,0,0,True,ManchesterCity_IpswichTown_20240824
James Mcatee,87.0,eng ENG,FW,21-311,1,4,4,100.0,45,18,0,0.0,0.0,0,0,0,0,0,True,ManchesterCity_IpswichTown_20240824
Jeremy Doku,11.0,be BEL,LW,22-089,70,33,36,91.7,376,49,0,0.9,0.4,2,0,1,0,2,True,ManchesterCity_IpswichTown_20240824
İlkay Gündoğan,19.0,de GER,DM,33-305,20,15,18,83.3,193,18,0,0.0,0.0,0,0,0,0,1,True,ManchesterCity_IpswichTown_20240824
Sávio,26.0,br BRA,RW,20-136,70,45,56,80.4,541,59,1,0.7,0.2,2,0,3,1,2,True,ManchesterCity_IpswichTown_20240824
Jack Grealish,10.0,eng ENG,LW,28-349,20,12,14,85.7,234,1,0,0.0,0.0,0,0,0,0,0,True,ManchesterCity_IpswichTown_20240824
Kevin De Bruyne,17.0,be BEL,"CM,AM",33-057,89,86,104,82.7,1418,522,1,0.7,0.6,4,10,8,2,16,True,ManchesterCity_IpswichTown_20240824
Matheus Nunes,27.0,pt POR,AM,25-363,1,3,4,75.0,34,0,0,0.0,0.0,0,0,0,0,0,True,ManchesterCity_IpswichTown_20240824
Bernardo Silva,20.0,pt POR,"CM,RW",30-014,90,50,54,92.6,593,81,0,0.0,0.1,0,0,1,0,3,True,ManchesterCity_IpswichTown_20240824
Mateo Kovačić,8.0,hr CRO,DM,30-110,49,29,32,90.6,538,139,0,0.0,0.1,2,2,1,0,3,True,ManchesterCity_IpswichTown_20240824
