Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,home,game_id
Leif Davis,3.0,eng ENG,LB,25-126,90,37,48,77.1,690,231,0,0.3,0.4,4,2,2,1,3,False,LeicesterCity_IpswichTown_20250518
Jacob Greaves,24.0,eng ENG,CB,24-248,90,68,77,88.3,1215,484,0,0.1,0.0,1,7,0,0,7,False,LeicesterCity_IpswichTown_20250518
Dara O'Shea,26.0,ie IRL,CB,26-075,90,55,65,84.6,1035,352,0,0.0,0.0,0,2,0,0,3,False,LeicesterCity_IpswichTown_20250518
Axel Tuanzebe,40.0,cd COD,RB,27-185,90,45,52,86.5,614,176,0,0.0,0.0,0,2,1,0,6,False,LeicesterCity_IpswichTown_20250518
Alex Palmer,31.0,eng ENG,GK,28-281,90,28,29,96.6,538,296,0,0.0,0.0,0,0,0,0,0,False,LeicesterCity_IpswichTown_20250518
Leandro Trossard,19.0,be BEL,"FW,RW",30-165,87,34,42,81.0,478,69,0,0.0,0.1,1,1,2,0,2,True,Arsenal_NewcastleUtd_20250518
Kieran Tierney,3.0,sct SCO,"LW,RW",27-347,3,0,1,0.0,0,0,0,0.0,0.0,0,0,0,0,0,True,Arsenal_NewcastleUtd_20250518
Gabriel Martinelli,11.0,br BRA,"LW,RW",23-334,90,16,19,84.2,182,20,0,0.0,0.0,0,0,0,0,0,True,Arsenal_NewcastleUtd_20250518
Bukayo Saka,7.0,eng ENG,RW,23-255,75,25,35,71.4,360,160,0,0.2,0.3,2,1,1,1,1,True,Arsenal_NewcastleUtd_20250518
Kai Havertz,29.0,de GER,FW,25-341,15,1,1,100.0,19,15,0,0.0,0.0,0,1,0,0,1,True,Arsenal_NewcastleUtd_20250518
Declan Rice,41.0,eng ENG,LM,26-124,90,22,29,75.9,374,176,0,0.0,0.0,0,2,0,0,3,True,Arsenal_NewcastleUtd_20250518
Thomas Partey,5.0,gh GHA,CM,31-339,90,41,50,82.0,724,246,0,0.0,0.0,1,4,0,0,3,True,Arsenal_NewcastleUtd_20250518
Martin Ødegaard,8.0,no NOR,RM,26-152,89,36,46,78.3,532,144,1,0.1,0.0,4,6,1,0,5,True,Arsenal_NewcastleUtd_20250518
Jorginho,20.0,it ITA,RM,33-149,1,1,1,100.0,18,18,0,0.0,0.0,0,0,0,0,0,True,Arsenal_NewcastleUtd_20250518
Myles Lewis-Skelly,49.0,eng ENG,LB,18-234,90,46,50,92.0,728,182,0,0.0,0.0,1,8,1,1,4,True,Arsenal_NewcastleUtd_20250518
Jakub Kiwior,15.0,pl POL,CB,25-092,90,42,46,91.3,707,184,0,0.1,0.0,2,3,0,0,2,True,Arsenal_NewcastleUtd_20250518
William Saliba,2.0,fr FRA,CB,24-055,45,28,30,93.3,428,114,0,0.0,0.0,0,1,0,0,0,True,Arsenal_NewcastleUtd_20250518
Riccardo Calafiori,33.0,it ITA,CB,22-364,45,20,22,90.9,343,50,0,0.0,0.0,0,1,0,0,0,True,Arsenal_NewcastleUtd_20250518
Ben White,4.0,eng ENG,RB,27-222,90,35,41,85.4,501,140,0,0.0,0.0,0,4,2,0,4,True,Arsenal_NewcastleUtd_20250518
David Raya,22.0,es ESP,GK,29-245,90,16,34,47.1,518,456,0,0.0,0.0,1,3,1,0,1,True,Arsenal_NewcastleUtd_20250518
Callum Wilson,9.0,eng ENG,FW,33-080,63,8,8,100.0,89,7,0,0.1,0.0,2,0,0,0,1,False,Arsenal_NewcastleUtd_20250518
William Osula,18.0,dk DEN,"RW,FW",21-287,27,2,5,40.0,16,0,0,0.0,0.0,0,0,0,0,0,False,Arsenal_NewcastleUtd_20250518
Anthony Gordon,10.0,eng ENG,"AM,FW,LW",24-083,90,18,27,66.7,283,98,0,0.1,0.1,1,1,0,0,0,False,Arsenal_NewcastleUtd_20250518
Harvey Barnes,11.0,eng ENG,"AM,RW",27-160,75,14,16,87.5,223,108,0,0.0,0.0,0,1,0,0,4,False,Arsenal_NewcastleUtd_20250518
Joe Willock,28.0,eng ENG,LW,25-271,15,5,8,62.5,67,28,0,0.2,0.0,1,1,0,0,2,False,Arsenal_NewcastleUtd_20250518
Sandro Tonali,8.0,it ITA,"CM,DM",25-010,90,36,47,76.6,587,190,0,0.3,0.3,2,3,3,0,6,False,Arsenal_NewcastleUtd_20250518
Bruno Guimarães,39.0,br BRA,"CM,AM",27-183,90,51,60,85.0,913,323,0,0.2,0.1,2,6,1,0,7,False,Arsenal_NewcastleUtd_20250518
Valentino Livramento,21.0,eng ENG,"WB,LB",22-187,90,38,43,88.4,562,121,0,0.0,0.0,1,3,1,0,3,False,Arsenal_NewcastleUtd_20250518
Jacob Murphy,23.0,eng ENG,WB,30-083,62,14,24,58.3,243,92,0,0.0,0.0,1,1,1,0,3,False,Arsenal_NewcastleUtd_20250518
Lewis Miley,67.0,eng ENG,DM,19-017,28,18,21,85.7,250,29,0,0.0,0.0,0,1,0,0,1,False,Arsenal_NewcastleUtd_20250518
Dan Burn,33.0,eng ENG,CB,33-009,90,38,45,84.4,792,345,0,0.0,0.0,0,1,2,0,4,False,Arsenal_NewcastleUtd_20250518
Sven Botman,4.0,nl NED,CB,25-126,63,25,26,96.2,420,165,0,0.5,0.2,1,4,0,0,2,False,Arsenal_NewcastleUtd_20250518
Emil Krafth,17.0,se SWE,RB,30-289,27,11,15,73.3,208,31,0,0.0,0.0,0,0,0,0,0,False,Arsenal_NewcastleUtd_20250518
Fabian Schär,5.0,ch SUI,CB,33-149,90,39,51,76.5,730,275,0,0.0,0.0,0,3,0,0,2,False,Arsenal_NewcastleUtd_20250518
Nick Pope,22.0,eng ENG,GK,33-029,90,21,31,67.7,504,307,0,0.0,0.0,0,0,0,0,0,False,Arsenal_NewcastleUtd_20250518
Danny Welbeck,18.0,eng ENG,FW,34-174,83,19,22,86.4,223,82,0,0.1,0.1,3,1,1,0,2,True,Brighton_Liverpool_20250519
Harry Howell,72.0,eng ENG,FW,16-232,7,8,9,88.9,100,8,0,0.0,0.1,0,0,0,0,0,True,Brighton_Liverpool_20250519
Simon Adingra,11.0,ci CIV,LW,23-138,64,19,22,86.4,220,65,0,0.2,0.4,2,0,3,0,3,True,Brighton_Liverpool_20250519
Kaoru Mitoma,22.0,jp JPN,LW,27-364,26,14,16,87.5,190,33,0,0.2,0.2,1,0,2,0,2,True,Brighton_Liverpool_20250519
Yankuba Minteh,17.0,gm GAM,RW,20-301,83,15,25,60.0,171,51,0,0.0,0.0,0,0,1,0,2,True,Brighton_Liverpool_20250519
Jack Hinshelwood,41.0,eng ENG,RW,20-038,7,5,7,71.4,68,25,0,0.2,0.0,1,1,0,0,2,True,Brighton_Liverpool_20250519
Brajan Gruda,8.0,de GER,AM,20-353,72,20,26,76.9,303,98,1,0.4,0.5,5,2,0,0,4,True,Brighton_Liverpool_20250519
Matt O'Riley,33.0,dk DEN,AM,24-179,18,10,13,76.9,132,47,1,0.6,0.4,1,0,0,0,2,True,Brighton_Liverpool_20250519
Yasin Ayari,26.0,se SWE,DM,21-225,72,31,36,86.1,483,168,0,0.1,0.1,1,0,1,0,2,True,Brighton_Liverpool_20250519
Diego Gómez,25.0,py PAR,DM,22-053,18,10,12,83.3,130,56,0,0.0,0.1,0,0,1,0,3,True,Brighton_Liverpool_20250519
Carlos Baleba,20.0,cm CMR,DM,21-136,90,33,39,84.6,452,44,0,0.0,0.0,0,2,0,0,1,True,Brighton_Liverpool_20250519
Pervis Estupiñán,30.0,ec ECU,LB,27-118,90,50,63,79.4,708,317,0,0.1,0.2,2,6,2,0,11,True,Brighton_Liverpool_20250519
Adam Webster,4.0,eng ENG,CB,30-135,90,65,69,94.2,1151,443,0,0.0,0.0,0,9,0,0,7,True,Brighton_Liverpool_20250519
Jan Paul van Hecke,29.0,nl NED,CB,24-345,90,52,55,94.5,998,439,0,0.0,0.0,2,8,0,0,4,True,Brighton_Liverpool_20250519
Mats Wieffer,27.0,nl NED,RB,25-184,90,33,42,78.6,580,181,0,0.0,0.0,1,1,0,0,1,True,Brighton_Liverpool_20250519
Bart Verbruggen,1.0,nl NED,GK,22-274,90,26,33,78.8,660,402,0,0.0,0.0,0,1,0,0,0,True,Brighton_Liverpool_20250519
Federico Chiesa,14.0,it ITA,FW,27-206,62,5,5,100.0,116,68,0,0.2,0.1,2,1,1,0,1,False,Brighton_Liverpool_20250519
Darwin Núñez,9.0,uy URU,FW,25-329,28,3,4,75.0,14,2,0,0.0,0.0,0,0,0,0,0,False,Brighton_Liverpool_20250519
Cody Gakpo,18.0,nl NED,LW,26-012,62,9,12,75.0,157,46,0,0.5,0.4,1,1,0,0,0,False,Brighton_Liverpool_20250519
Luis Díaz,7.0,co COL,LW,28-126,28,9,14,64.3,117,21,0,0.0,0.0,0,0,1,0,2,False,Brighton_Liverpool_20250519
Mohamed Salah,11.0,eg EGY,RW,32-338,90,17,20,85.0,315,117,0,0.2,0.1,2,0,2,0,3,False,Brighton_Liverpool_20250519
Harvey Elliott,19.0,eng ENG,AM,22-045,90,48,54,88.9,894,241,1,0.2,0.0,4,6,1,0,12,False,Brighton_Liverpool_20250519
Dominik Szoboszlai,8.0,hu HUN,DM,24-206,62,26,31,83.9,536,149,0,0.0,0.0,1,3,1,0,3,False,Brighton_Liverpool_20250519
Curtis Jones,17.0,eng ENG,DM,24-109,28,22,25,88.0,304,65,0,0.0,0.0,1,3,0,0,5,False,Brighton_Liverpool_20250519
Ryan Gravenberch,38.0,nl NED,DM,23-003,90,62,65,95.4,1070,316,0,0.0,0.0,0,3,0,0,3,False,Brighton_Liverpool_20250519
Kostas Tsimikas,21.0,gr GRE,LB,29-007,90,43,49,87.8,720,273,0,0.0,0.0,0,1,1,0,5,False,Brighton_Liverpool_20250519
Jarell Quansah,78.0,eng ENG,CB,22-110,90,63,70,90.0,1091,278,0,0.0,0.0,1,1,0,0,3,False,Brighton_Liverpool_20250519
Ibrahima Konaté,5.0,fr FRA,CB,25-359,90,50,54,92.6,897,293,0,0.0,0.0,0,3,1,0,4,False,Brighton_Liverpool_20250519
Conor Bradley,84.0,nir NIR,RB,21-314,76,23,28,82.1,297,91,1,0.9,0.8,2,2,0,0,1,False,Brighton_Liverpool_20250519
Wataru Endo,3.0,jp JPN,RB,32-099,14,8,9,88.9,124,24,0,0.0,0.0,0,0,0,0,1,False,Brighton_Liverpool_20250519
Alisson,1.0,br BRA,GK,32-229,90,44,61,72.1,935,544,0,0.0,0.0,0,0,0,0,0,False,Brighton_Liverpool_20250519
Erling Haaland,9.0,no NOR,FW,24-303,82,14,19,73.7,216,35,0,0.0,0.0,0,1,0,0,1,True,ManchesterCity_Bournemouth_20250520
Rodri,16.0,es ESP,DM,28-332,8,7,7,100.0,86,27,0,0.0,0.0,0,0,0,0,0,True,ManchesterCity_Bournemouth_20250520
Omar Marmoush,7.0,eg EGY,"LW,FW",26-102,89,28,31,90.3,417,85,0,0.8,0.6,1,2,3,0,5,True,ManchesterCity_Bournemouth_20250520
Oscar Bobb,52.0,no NOR,"RW,FW",21-312,1,4,4,100.0,53,11,0,0.0,0.0,0,0,0,0,0,True,ManchesterCity_Bournemouth_20250520
Bernardo Silva,20.0,pt POR,RW,30-283,89,53,59,89.8,778,205,0,0.0,0.3,1,2,3,0,4,True,ManchesterCity_Bournemouth_20250520
Jack Grealish,10.0,eng ENG,LW,29-252,1,1,1,100.0,9,0,0,0.0,0.0,0,0,0,0,0,True,ManchesterCity_Bournemouth_20250520
Kevin De Bruyne,17.0,be BEL,AM,33-326,68,36,44,81.8,581,114,0,0.1,0.2,2,2,1,1,3,True,ManchesterCity_Bournemouth_20250520
Nicolás González,14.0,es ESP,DM,23-137,22,15,16,93.8,189,70,0,0.0,0.0,0,1,0,0,2,True,ManchesterCity_Bournemouth_20250520
İlkay Gündoğan,19.0,de GER,"DM,LW",34-208,89,87,92,94.6,1356,260,1,0.3,0.1,1,9,0,0,6,True,ManchesterCity_Bournemouth_20250520
Jeremy Doku,11.0,be BEL,"FW,LW",22-358,1,2,2,100.0,22,0,0,0.0,0.0,0,0,0,0,0,True,ManchesterCity_Bournemouth_20250520
Mateo Kovačić,8.0,hr CRO,DM,31-014,66,82,85,96.5,1355,574,1,0.0,0.1,2,8,2,0,8,True,ManchesterCity_Bournemouth_20250520
Joško Gvardiol,24.0,hr CRO,LB,23-117,90,32,43,74.4,459,57,0,0.0,0.0,0,1,0,0,0,True,ManchesterCity_Bournemouth_20250520
Manuel Akanji,25.0,ch SUI,CB,29-305,90,63,69,91.3,1006,326,0,0.0,0.0,0,6,0,0,5,True,ManchesterCity_Bournemouth_20250520
Rúben Dias,3.0,pt POR,CB,28-006,90,64,67,95.5,1099,389,0,0.0,0.0,0,7,0,0,4,True,ManchesterCity_Bournemouth_20250520
Matheus Nunes,27.0,pt POR,RB,26-266,90,48,56,85.7,736,160,1,0.1,0.2,1,3,1,0,5,True,ManchesterCity_Bournemouth_20250520
Ederson,31.0,br BRA,GK,31-276,90,35,45,77.8,878,630,0,0.0,0.0,0,1,0,0,0,True,ManchesterCity_Bournemouth_20250520
Evanilson,9.0,br BRA,FW,25-226,82,10,13,76.9,155,20,0,0.2,0.0,2,0,2,0,2,False,ManchesterCity_Bournemouth_20250520
Daniel Jebbison,21.0,ca CAN,FW,21-280,8,2,3,66.7,16,0,0,0.0,0.0,0,0,0,0,0,False,ManchesterCity_Bournemouth_20250520
Marcus Tavernier,16.0,eng ENG,"LW,AM,CM",26-059,90,39,49,79.6,628,160,0,0.4,0.1,1,4,2,2,5,False,ManchesterCity_Bournemouth_20250520
Antoine Semenyo,24.0,gh GHA,"RW,WB,RM",25-133,90,24,34,70.6,296,35,0,0.0,0.0,0,0,0,0,1,False,ManchesterCity_Bournemouth_20250520
Justin Kluivert,19.0,nl NED,AM,26-015,45,7,8,87.5,103,8,0,0.0,0.0,0,0,0,0,1,False,ManchesterCity_Bournemouth_20250520
David Brooks,7.0,wls WAL,"AM,LM",27-316,45,21,26,80.8,309,67,0,0.0,0.0,0,2,0,0,0,False,ManchesterCity_Bournemouth_20250520
Tyler Adams,12.0,us USA,"DM,CM",26-095,90,38,44,86.4,595,119,0,0.0,0.0,0,0,0,0,2,False,ManchesterCity_Bournemouth_20250520
Lewis Cook,4.0,eng ENG,"DM,CM",28-106,72,32,34,94.1,449,89,0,0.0,0.0,0,4,0,0,3,False,ManchesterCity_Bournemouth_20250520
Milos Kerkez,3.0,hu HUN,"LB,WB",21-194,82,45,55,81.8,649,161,0,0.1,0.1,1,3,2,2,4,False,ManchesterCity_Bournemouth_20250520
Julio Soler,20.0,ar ARG,LB,20-093,8,11,13,84.6,104,18,0,0.0,0.0,0,0,0,0,0,False,ManchesterCity_Bournemouth_20250520
Dean Huijsen,2.0,es ESP,CB,20-036,90,67,80,83.8,1407,671,0,0.0,0.0,0,12,0,0,4,False,ManchesterCity_Bournemouth_20250520
Illia Zabarnyi,27.0,ua UKR,CB,22-261,90,45,50,90.0,1009,393,0,0.0,0.0,0,6,0,0,5,False,ManchesterCity_Bournemouth_20250520
Julian Araujo,22.0,mx MEX,"RB,CB",23-280,68,18,21,85.7,293,77,0,0.1,0.1,1,0,2,2,0,False,ManchesterCity_Bournemouth_20250520
Adam Smith,15.0,eng ENG,RB,34-021,22,12,16,75.0,184,36,0,0.0,0.0,0,0,0,0,0,False,ManchesterCity_Bournemouth_20250520
Kepa Arrizabalaga,13.0,es ESP,GK,30-229,90,30,36,83.3,707,419,0,0.0,0.0,0,0,0,0,0,False,ManchesterCity_Bournemouth_20250520
Eddie Nketiah,9.0,eng ENG,FW,25-355,80,11,11,100.0,188,52,0,0.1,0.0,1,0,1,0,2,True,CrystalPalace_Wolves_20250520
Jean-Philippe Mateta,14.0,fr FRA,FW,27-326,10,4,6,66.7,42,15,0,0.0,0.0,0,1,0,0,1,True,CrystalPalace_Wolves_20250520
Romain Esse,21.0,eng ENG,AM,20-007,80,9,14,64.3,151,112,1,0.3,0.3,2,1,1,0,4,True,CrystalPalace_Wolves_20250520
Eberechi Eze,10.0,eng ENG,AM,26-325,10,2,5,40.0,60,30,0,0.3,0.1,2,0,2,0,2,True,CrystalPalace_Wolves_20250520
Ismaila Sarr,7.0,sn SEN,AM,27-084,62,8,15,53.3,112,58,1,0.5,0.3,1,0,2,0,3,True,CrystalPalace_Wolves_20250520
Matheus França,11.0,br BRA,AM,21-049,28,5,8,62.5,72,30,0,0.0,0.0,0,0,0,0,0,True,CrystalPalace_Wolves_20250520
Jefferson Lerma,8.0,co COL,"CM,CB",30-207,90,23,34,67.6,332,149,0,0.0,0.0,0,1,0,0,2,True,CrystalPalace_Wolves_20250520
Will Hughes,19.0,eng ENG,CM,30-033,45,10,15,66.7,172,78,0,0.0,0.0,0,1,0,0,1,True,CrystalPalace_Wolves_20250520
Justin Devenny,55.0,nir NIR,CM,21-221,45,12,16,75.0,225,87,1,0.2,0.0,1,4,0,0,2,True,CrystalPalace_Wolves_20250520
Ben Chilwell,25.0,eng ENG,WB,28-150,90,30,36,83.3,603,258,0,0.1,0.1,2,3,0,0,2,True,CrystalPalace_Wolves_20250520
Daniel Muñoz,12.0,co COL,WB,28-359,90,21,27,77.8,260,84,0,0.1,0.0,2,2,0,0,3,True,CrystalPalace_Wolves_20250520
Chris Richards,26.0,us USA,CB,25-053,90,26,32,81.3,476,122,0,0.0,0.0,0,1,0,0,1,True,CrystalPalace_Wolves_20250520
Maxence Lacroix,5.0,fr FRA,CB,25-044,90,29,33,87.9,584,258,0,0.0,0.0,0,2,0,0,2,True,CrystalPalace_Wolves_20250520
Joel Ward,2.0,eng ENG,CB,35-203,70,14,22,63.6,306,77,0,0.0,0.0,1,0,0,0,1,True,CrystalPalace_Wolves_20250520
Daichi Kamada,18.0,jp JPN,"CM,CB",28-288,20,8,8,100.0,171,109,0,0.0,0.0,0,0,1,1,1,True,CrystalPalace_Wolves_20250520
Dean Henderson,1.0,eng ENG,GK,28-069,90,15,25,60.0,398,276,0,0.0,0.0,0,1,0,0,0,True,CrystalPalace_Wolves_20250520
Jørgen Strand Larsen,9.0,no NOR,FW,25-103,66,17,17,100.0,204,20,1,0.6,0.0,1,1,0,0,0,False,CrystalPalace_Wolves_20250520
Marshall Munetsi,5.0,zw ZIM,"AM,FW",28-332,24,5,7,71.4,82,9,0,0.0,0.0,0,1,0,0,1,False,CrystalPalace_Wolves_20250520
Gonçalo Guedes,29.0,pt POR,"AM,WB",28-172,90,29,37,78.4,455,109,0,0.0,0.1,0,2,0,0,2,False,CrystalPalace_Wolves_20250520
Pablo Sarabia,21.0,es ESP,AM,33-009,66,29,47,61.7,397,102,0,0.1,0.1,2,1,2,1,3,False,CrystalPalace_Wolves_20250520
Matheus Cunha,10.0,br BRA,AM,25-358,24,12,15,80.0,204,73,0,0.1,0.0,2,1,1,0,3,False,CrystalPalace_Wolves_20250520
André,7.0,br BRA,CM,23-308,45,27,29,93.1,465,120,0,0.0,0.0,0,2,0,0,4,False,CrystalPalace_Wolves_20250520
João Gomes,8.0,br BRA,CM,24-097,45,39,40,97.5,548,161,0,0.0,0.0,0,5,1,0,6,False,CrystalPalace_Wolves_20250520
Jean-Ricner Bellegarde,27.0,ht HAI,CM,26-327,90,49,57,86.0,802,147,1,0.2,0.1,1,3,1,0,4,False,CrystalPalace_Wolves_20250520
Rayan Aït-Nouri,3.0,dz ALG,WB,23-348,90,53,65,81.5,729,253,0,0.4,0.3,5,4,2,0,3,False,CrystalPalace_Wolves_20250520
Rodrigo Gomes,19.0,pt POR,WB,21-317,80,27,34,79.4,367,79,0,0.0,0.0,0,2,1,0,1,False,CrystalPalace_Wolves_20250520
Hwang Hee-chan,11.0,kr KOR,FW,29-114,10,7,9,77.8,91,25,0,0.0,0.0,0,0,0,0,0,False,CrystalPalace_Wolves_20250520
Toti Gomes,24.0,pt POR,CB,26-124,90,93,101,92.1,1537,587,0,0.0,0.0,0,6,0,0,9,False,CrystalPalace_Wolves_20250520
Emmanuel Agbadou,12.0,ci CIV,CB,27-337,90,86,97,88.7,1783,598,0,0.0,0.0,0,7,0,0,6,False,CrystalPalace_Wolves_20250520
Nasser Djiga,34.0,bf BFA,CB,22-186,45,32,40,80.0,627,151,0,0.0,0.0,0,3,0,0,3,False,CrystalPalace_Wolves_20250520
Nélson Semedo,22.0,pt POR,CB,31-185,45,43,45,95.6,606,259,0,0.0,0.0,0,1,0,0,3,False,CrystalPalace_Wolves_20250520
Daniel Bentley,25.0,eng ENG,GK,31-311,90,29,31,93.5,700,429,0,0.0,0.0,0,1,0,0,0,False,CrystalPalace_Wolves_20250520
Rasmus Højlund,9.0,dk DEN,FW,22-110,80,7,11,63.6,105,21,0,0.6,0.2,2,1,0,0,1,True,ManchesterUtd_AstonVilla_20250525
Chidozie Obi-Martin,56.0,dk DEN,FW,17-177,10,1,1,100.0,12,3,0,0.0,0.0,0,0,0,0,0,True,ManchesterUtd_AstonVilla_20250525
Mason Mount,7.0,eng ENG,AM,26-135,65,34,39,87.2,522,127,0,0.1,0.1,1,2,2,1,4,True,ManchesterUtd_AstonVilla_20250525
Christian Eriksen,14.0,dk DEN,AM,33-100,25,11,16,68.8,171,50,0,0.1,0.0,3,0,0,0,0,True,ManchesterUtd_AstonVilla_20250525
Amad Diallo,16.0,ci CIV,"WB,AM",22-318,90,50,55,90.9,719,152,0,0.2,0.2,2,1,3,1,3,True,ManchesterUtd_AstonVilla_20250525
Casemiro,18.0,br BRA,CM,33-091,90,73,91,80.2,1354,364,0,0.1,0.1,2,9,3,0,10,True,ManchesterUtd_AstonVilla_20250525
Bruno Fernandes,8.0,pt POR,CM,30-259,90,79,88,89.8,1416,462,1,0.4,0.5,3,17,8,0,23,True,ManchesterUtd_AstonVilla_20250525
Patrick Dorgu,13.0,dk DEN,WB,20-211,90,64,75,85.3,957,205,0,0.2,0.1,3,6,3,0,7,True,ManchesterUtd_AstonVilla_20250525
Noussair Mazraoui,3.0,ma MAR,WB,27-192,19,9,11,81.8,121,22,0,0.1,0.1,2,0,1,0,2,True,ManchesterUtd_AstonVilla_20250525
Diogo Dalot,20.0,pt POR,WB,26-068,26,11,14,78.6,226,8,0,0.0,0.0,0,0,0,0,1,True,ManchesterUtd_AstonVilla_20250525
Kobbie Mainoo,37.0,eng ENG,AM,20-036,45,18,19,94.7,229,67,0,0.0,0.4,0,1,1,1,1,True,ManchesterUtd_AstonVilla_20250525
Ayden Heaven,26.0,eng ENG,CB,18-245,65,44,49,89.8,735,216,0,0.0,0.0,1,2,0,0,5,True,ManchesterUtd_AstonVilla_20250525
Jonny Evans,35.0,nir NIR,CB,37-142,25,18,21,85.7,281,122,0,0.0,0.0,0,1,0,0,2,True,ManchesterUtd_AstonVilla_20250525
Harry Maguire,5.0,eng ENG,CB,32-081,90,57,64,89.1,1193,554,0,0.0,0.0,1,3,1,0,3,True,ManchesterUtd_AstonVilla_20250525
Victor Lindelöf,2.0,se SWE,CB,30-312,90,64,67,95.5,1000,296,0,0.0,0.0,0,6,0,0,7,True,ManchesterUtd_AstonVilla_20250525
Altay Bayındır,1.0,tr TUR,GK,27-041,90,15,23,65.2,395,289,0,0.0,0.0,0,0,0,0,0,True,ManchesterUtd_AstonVilla_20250525
Ollie Watkins,11.0,eng ENG,FW,29-146,90,6,15,40.0,97,19,0,0.0,0.0,0,0,1,0,2,False,ManchesterUtd_AstonVilla_20250525
John McGinn,7.0,sct SCO,LW,30-219,61,10,17,58.8,134,33,0,0.0,0.0,0,0,0,0,0,False,ManchesterUtd_AstonVilla_20250525
Youri Tielemans,8.0,be BEL,DM,28-018,29,15,17,88.2,232,55,0,0.1,0.0,1,1,1,0,1,False,ManchesterUtd_AstonVilla_20250525
Morgan Rogers,27.0,eng ENG,RW,22-303,83,7,14,50.0,114,39,0,0.0,0.0,0,0,0,0,1,False,ManchesterUtd_AstonVilla_20250525
Donyell Malen,17.0,nl NED,RW,26-136,7,3,6,50.0,30,15,0,0.1,0.1,1,0,1,0,1,False,ManchesterUtd_AstonVilla_20250525
Marco Asensio,21.0,es ESP,AM,29-124,44,8,12,66.7,126,41,0,0.0,0.0,1,1,0,0,2,False,ManchesterUtd_AstonVilla_20250525
Robin Olsen,25.0,se SWE,GK,35-137,46,11,25,44.0,617,607,0,0.0,0.0,0,2,0,0,0,False,ManchesterUtd_AstonVilla_20250525
Amadou Onana,24.0,be BEL,DM,23-282,62,23,28,82.1,390,137,0,0.0,0.0,1,3,0,0,3,False,ManchesterUtd_AstonVilla_20250525
Jacob Ramsey,41.0,eng ENG,LW,23-362,28,5,6,83.3,67,5,0,0.0,0.1,0,0,0,0,0,False,ManchesterUtd_AstonVilla_20250525
Boubacar Kamara,44.0,fr FRA,DM,25-183,83,27,31,87.1,458,140,0,0.0,0.0,0,2,0,0,1,False,ManchesterUtd_AstonVilla_20250525
Ross Barkley,6.0,eng ENG,DM,31-171,7,4,8,50.0,45,35,0,0.0,0.0,0,2,0,0,3,False,ManchesterUtd_AstonVilla_20250525
Ian Maatsen,22.0,nl NED,LB,23-076,90,19,27,70.4,299,123,0,0.0,0.0,0,1,0,0,2,False,ManchesterUtd_AstonVilla_20250525
Pau Torres,14.0,es ESP,CB,28-129,90,23,28,82.1,501,240,0,0.0,0.0,0,0,0,0,1,False,ManchesterUtd_AstonVilla_20250525
Ezri Konsa,4.0,eng ENG,CB,27-214,90,18,20,90.0,293,89,0,0.0,0.0,0,0,0,0,0,False,ManchesterUtd_AstonVilla_20250525
Matty Cash,2.0,pl POL,RB,27-291,90,27,45,60.0,425,112,0,0.0,0.0,0,1,0,0,1,False,ManchesterUtd_AstonVilla_20250525
Emiliano Martínez,23.0,ar ARG,GK,32-265,44,17,23,73.9,492,275,0,0.0,0.0,0,1,0,0,0,False,ManchesterUtd_AstonVilla_20250525
George Hirst,27.0,sct SCO,FW,26-099,69,6,11,54.5,51,0,0,0.0,0.0,0,0,0,0,0,True,IpswichTown_WestHam_20250525
Liam Delap,19.0,eng ENG,FW,22-106,21,3,4,75.0,31,3,0,0.0,0.0,0,0,0,0,0,True,IpswichTown_WestHam_20250525
Nathan Broadhead,33.0,wls WAL,"LW,AM",27-050,77,20,23,87.0,222,42,0,0.0,0.0,1,2,2,0,2,True,IpswichTown_WestHam_20250525
Sammie Szmodics,23.0,ie IRL,AM,29-243,13,5,7,71.4,56,22,0,0.0,0.0,1,1,0,0,1,True,IpswichTown_WestHam_20250525
Omari Hutchinson,20.0,eng ENG,RW,21-207,90,36,46,78.3,584,145,0,0.0,0.1,0,1,2,1,3,True,IpswichTown_WestHam_20250525
Conor Chaplin,10.0,eng ENG,AM,28-098,69,25,35,71.4,353,65,0,0.0,0.0,0,1,0,0,2,True,IpswichTown_WestHam_20250525
Jack Clarke,47.0,eng ENG,LW,24-183,21,9,11,81.8,154,21,0,0.1,0.2,1,0,0,0,1,True,IpswichTown_WestHam_20250525
Jens Cajuste,12.0,se SWE,DM,25-288,77,34,40,85.0,474,116,1,0.1,0.0,1,2,1,0,5,True,IpswichTown_WestHam_20250525
Jack Taylor,14.0,ie IRL,DM,26-336,13,9,13,69.2,143,42,0,0.0,0.0,0,0,0,0,0,True,IpswichTown_WestHam_20250525
Sam Morsy,5.0,eg EGY,DM,33-257,87,47,52,90.4,725,303,0,0.0,0.1,0,9,1,0,7,True,IpswichTown_WestHam_20250525
Massimo Luongo,25.0,au AUS,DM,32-242,3,5,6,83.3,77,40,0,0.0,0.0,0,0,0,0,1,True,IpswichTown_WestHam_20250525
Leif Davis,3.0,eng ENG,LB,25-133,90,28,42,66.7,460,217,0,0.3,0.1,3,1,0,0,1,True,IpswichTown_WestHam_20250525
