Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,home,game_id
Craig Dawson,15.0,eng ENG,CB,34-103,7,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,False,Arsenal_Wolves_20240817
Toti Gomes,24.0,pt POR,"CB,LB",25-214,90,58,54,4,3,0,0,0,1,0,0,0,0,52,0,2,False,Arsenal_Wolves_20240817
Yerson Mosquera,14.0,co COL,CB,23-107,90,47,44,3,0,0,0,1,0,0,0,0,0,40,0,0,False,Arsenal_Wolves_20240817
Matt Doherty,2.0,ie IRL,RB,32-214,90,38,31,7,2,0,0,0,5,0,0,0,0,29,0,0,False,Arsenal_Wolves_20240817
José Sá,1.0,pt POR,GK,31-213,90,40,31,9,4,0,0,0,0,0,0,0,0,23,0,0,False,Arsenal_Wolves_20240817
Michail Antonio,9.0,jm JAM,FW,34-142,72,11,10,0,0,0,0,1,0,0,0,0,0,6,1,1,True,WestHam_AstonVilla_20240817
Niclas Füllkrug,11.0,de GER,FW,31-190,18,4,3,1,0,0,0,0,0,0,0,0,0,4,0,0,True,WestHam_AstonVilla_20240817
Mohammed Kudus,14.0,gh GHA,"LM,WB,RM",24-015,90,36,35,1,1,0,1,9,0,0,0,0,0,24,0,3,True,WestHam_AstonVilla_20240817
Lucas Paquetá,10.0,br BRA,CM,26-356,72,58,54,4,1,0,0,0,1,0,0,0,0,47,0,2,True,WestHam_AstonVilla_20240817
James Ward-Prowse,8.0,eng ENG,CM,29-290,18,15,12,3,1,0,0,3,0,2,2,0,0,11,0,0,True,WestHam_AstonVilla_20240817
Tomáš Souček,28.0,cz CZE,CM,29-172,90,16,16,0,0,0,0,1,0,0,0,0,0,10,0,0,True,WestHam_AstonVilla_20240817
Jarrod Bowen,20.0,eng ENG,RM,27-241,72,15,12,3,0,0,0,4,0,3,2,1,0,10,0,0,True,WestHam_AstonVilla_20240817
Crysencio Summerville,7.0,nl NED,"CM,LM",22-292,18,12,12,0,0,0,0,2,0,0,0,0,0,11,0,1,True,WestHam_AstonVilla_20240817
Guido Rodríguez,24.0,ar ARG,DM,30-127,84,46,44,2,2,0,2,0,0,0,0,0,0,40,0,2,True,WestHam_AstonVilla_20240817
Danny Ings,18.0,eng ENG,FW,32-025,6,4,4,0,0,0,0,1,0,0,0,0,0,2,0,0,True,WestHam_AstonVilla_20240817
Emerson Palmieri,33.0,it ITA,"LB,WB",30-014,90,51,44,7,1,0,0,1,6,0,0,0,0,46,0,0,True,WestHam_AstonVilla_20240817
Max Kilman,26.0,eng ENG,CB,27-086,90,73,73,0,0,0,0,0,0,0,0,0,0,62,0,1,True,WestHam_AstonVilla_20240817
Konstantinos Mavropanos,15.0,gr GRE,CB,26-250,90,51,48,3,3,0,1,0,0,0,0,0,0,42,0,1,True,WestHam_AstonVilla_20240817
Vladimír Coufal,5.0,cz CZE,RB,31-361,84,31,24,7,0,0,0,3,7,0,0,0,0,25,0,0,True,WestHam_AstonVilla_20240817
Jean-Clair Todibo,25.0,fr FRA,CB,24-231,6,7,7,0,0,0,0,0,0,0,0,0,0,7,0,0,True,WestHam_AstonVilla_20240817
Alphonse Areola,23.0,fr FRA,GK,31-172,90,34,25,9,2,0,0,0,0,0,0,0,0,30,0,0,True,WestHam_AstonVilla_20240817
Ollie Watkins,11.0,eng ENG,FW,28-231,61,5,5,0,0,0,0,0,0,0,0,0,0,4,0,1,False,WestHam_AstonVilla_20240817
Jáder Durán,9.0,co COL,FW,20-248,29,12,12,0,0,0,0,0,0,0,0,0,0,9,0,0,False,WestHam_AstonVilla_20240817
John McGinn,7.0,sct SCO,LW,29-304,61,14,14,0,0,0,0,1,0,0,0,0,0,12,0,0,False,WestHam_AstonVilla_20240817
Jacob Ramsey,41.0,eng ENG,LW,23-081,29,13,12,0,0,0,0,0,0,0,0,0,0,12,1,0,False,WestHam_AstonVilla_20240817
Leon Bailey,31.0,jm JAM,RW,27-008,73,28,26,2,0,1,0,4,0,2,2,0,0,15,0,2,False,WestHam_AstonVilla_20240817
Jaden Philogene Bidace,19.0,eng ENG,RW,22-191,17,9,9,0,0,0,0,0,0,0,0,0,0,7,0,1,False,WestHam_AstonVilla_20240817
Morgan Rogers,27.0,eng ENG,AM,22-022,90,24,21,3,1,0,0,1,0,0,0,0,0,19,0,1,False,WestHam_AstonVilla_20240817
Youri Tielemans,8.0,be BEL,DM,27-102,90,53,51,2,1,1,0,2,0,1,1,0,0,47,0,0,False,WestHam_AstonVilla_20240817
Amadou Onana,24.0,be BEL,DM,23-001,90,31,31,0,0,0,0,0,0,0,0,0,0,30,0,0,False,WestHam_AstonVilla_20240817
Lucas Digne,12.0,fr FRA,LB,31-028,73,45,34,11,4,1,1,5,7,0,0,0,0,32,0,3,False,WestHam_AstonVilla_20240817
Ian Maatsen,22.0,nl NED,LB,22-160,17,9,7,2,0,0,0,0,2,0,0,0,0,7,0,2,False,WestHam_AstonVilla_20240817
Pau Torres,14.0,es ESP,CB,27-214,90,58,49,9,5,0,0,1,1,0,0,0,0,48,0,1,False,WestHam_AstonVilla_20240817
Ezri Konsa,4.0,eng ENG,CB,26-299,90,45,44,1,1,1,0,0,0,0,0,0,0,41,0,0,False,WestHam_AstonVilla_20240817
Matty Cash,2.0,pl POL,RB,27-010,81,43,31,12,4,0,0,1,8,0,0,0,0,33,0,0,False,WestHam_AstonVilla_20240817
Kosta Nedeljković,20.0,rs SRB,RB,18-245,9,7,6,1,0,0,0,0,1,0,0,0,0,6,0,0,False,WestHam_AstonVilla_20240817
Emiliano Martínez,23.0,ar ARG,GK,31-350,90,37,31,6,3,0,0,0,0,0,0,0,0,26,0,0,False,WestHam_AstonVilla_20240817
Yoane Wissa,11.0,cd COD,FW,27-350,83,26,23,3,1,0,0,0,0,0,0,0,0,22,0,0,True,Brentford_CrystalPalace_20240818
Fabio Carvalho,14.0,pt POR,FW,21-354,7,5,5,0,0,0,0,0,0,0,0,0,0,2,0,2,True,Brentford_CrystalPalace_20240818
Kevin Schade,7.0,de GER,LW,22-265,73,17,17,0,0,0,1,2,0,0,0,0,0,8,0,1,True,Brentford_CrystalPalace_20240818
Keane Lewis-Potter,23.0,eng ENG,"LW,LM,FW",23-178,17,4,4,0,0,0,0,0,0,0,0,0,0,2,0,1,True,Brentford_CrystalPalace_20240818
Bryan Mbeumo,19.0,cm CMR,"RW,FW",25-011,89,32,27,5,2,2,0,7,0,3,2,0,0,16,0,0,True,Brentford_CrystalPalace_20240818
Ben Mee,16.0,eng ENG,CB,34-332,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,True,Brentford_CrystalPalace_20240818
Mathias Jensen,8.0,dk DEN,LM,28-230,83,41,33,8,1,0,0,4,6,1,1,0,0,29,0,1,True,Brentford_CrystalPalace_20240818
Frank Onyeka,15.0,ng NGA,CM,26-230,7,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,True,Brentford_CrystalPalace_20240818
Vitaly Janelt,27.0,de GER,CM,26-100,73,30,30,0,0,0,0,1,0,0,0,0,0,28,0,0,True,Brentford_CrystalPalace_20240818
Mikkel Damsgaard,24.0,dk DEN,"RM,CM",24-046,17,9,8,1,1,0,0,2,0,0,0,0,0,7,0,0,True,Brentford_CrystalPalace_20240818
Christian Nørgaard,6.0,dk DEN,"RM,CM",30-161,90,43,42,0,0,0,0,0,0,0,0,0,0,31,1,2,True,Brentford_CrystalPalace_20240818
Kristoffer Ajer,20.0,no NOR,LB,26-123,90,38,35,3,0,0,1,0,3,0,0,0,0,28,0,1,True,Brentford_CrystalPalace_20240818
Ethan Pinnock,5.0,jm JAM,CB,31-081,90,42,38,4,4,0,0,0,0,0,0,0,0,34,0,0,True,Brentford_CrystalPalace_20240818
Nathan Collins,22.0,ie IRL,CB,23-110,90,52,50,2,2,0,0,0,0,0,0,0,0,46,0,0,True,Brentford_CrystalPalace_20240818
Mads Roerslev,30.0,dk DEN,RB,25-055,90,43,38,5,0,0,1,1,5,0,0,0,0,34,0,1,True,Brentford_CrystalPalace_20240818
Mark Flekken,1.0,nl NED,GK,31-066,90,55,41,14,6,0,0,0,0,0,0,0,0,42,0,0,True,Brentford_CrystalPalace_20240818
Jean-Philippe Mateta,14.0,fr FRA,FW,27-051,45,10,10,0,0,0,0,0,0,0,0,0,0,7,0,0,False,Brentford_CrystalPalace_20240818
Odsonne Édouard,22.0,fr FRA,"FW,AM",26-215,45,12,12,0,0,0,0,0,0,0,0,0,0,7,0,2,False,Brentford_CrystalPalace_20240818
Eberechi Eze,10.0,eng ENG,"AM,LM",26-050,90,43,38,3,1,1,0,0,0,1,0,0,0,31,2,0,False,Brentford_CrystalPalace_20240818
Daichi Kamada,18.0,jp JPN,AM,28-013,69,28,28,0,0,0,0,0,0,0,0,0,0,23,0,1,False,Brentford_CrystalPalace_20240818
Jordan Ayew,9.0,gh GHA,"FW,AM",32-342,21,10,8,2,0,0,1,1,0,1,1,0,0,8,0,0,False,Brentford_CrystalPalace_20240818
Will Hughes,19.0,eng ENG,CM,29-123,83,49,48,1,0,0,0,1,0,0,0,0,0,43,0,1,False,Brentford_CrystalPalace_20240818
Cheick Doucouré,28.0,ml MLI,CM,24-223,7,10,10,0,0,0,0,0,0,0,0,0,0,8,0,1,False,Brentford_CrystalPalace_20240818
Adam Wharton,20.0,eng ENG,CM,20-194,73,35,32,3,0,0,0,4,0,3,2,0,0,24,0,0,False,Brentford_CrystalPalace_20240818
Jefferson Lerma,8.0,co COL,CM,29-298,17,22,22,0,0,1,0,0,0,0,0,0,0,20,0,0,False,Brentford_CrystalPalace_20240818
Tyrick Mitchell,3.0,eng ENG,"WB,LB",24-352,90,49,42,7,0,0,0,5,7,0,0,0,0,39,0,1,False,Brentford_CrystalPalace_20240818
Daniel Muñoz,12.0,co COL,"WB,RB",28-084,90,55,42,13,2,0,0,2,10,1,0,0,0,42,0,2,False,Brentford_CrystalPalace_20240818
Marc Guéhi,6.0,eng ENG,CB,24-036,90,45,43,1,1,0,0,0,0,0,0,0,0,42,1,0,False,Brentford_CrystalPalace_20240818
Joachim Andersen,5.0,dk DEN,CB,28-079,90,83,81,2,1,0,0,1,0,1,0,0,0,61,0,0,False,Brentford_CrystalPalace_20240818
Chris Richards,26.0,us USA,CB,24-143,83,41,39,2,1,0,0,0,1,0,0,0,0,37,0,0,False,Brentford_CrystalPalace_20240818
Ismaila Sarr,7.0,sn SEN,RM,26-175,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,False,Brentford_CrystalPalace_20240818
Dean Henderson,1.0,eng ENG,GK,27-159,90,25,15,10,0,0,0,0,0,0,0,0,0,16,0,0,False,Brentford_CrystalPalace_20240818
Nicolas Jackson,15.0,sn SEN,FW,23-059,66,16,14,2,0,0,0,0,0,0,0,0,0,11,0,0,True,Chelsea_ManchesterCity_20240818
Marc Guiu,38.0,es ESP,FW,18-227,24,4,3,1,0,0,0,0,0,0,0,0,0,3,0,0,True,Chelsea_ManchesterCity_20240818
Christopher Nkunku,18.0,fr FRA,LW,26-278,57,26,26,0,0,0,1,0,0,0,0,0,0,26,0,0,True,Chelsea_ManchesterCity_20240818
Pedro Neto,19.0,pt POR,LW,24-162,33,19,19,0,0,0,0,3,0,0,0,0,0,17,0,0,True,Chelsea_ManchesterCity_20240818
Cole Palmer,20.0,eng ENG,RW,22-104,90,47,41,5,2,0,0,5,1,2,1,0,0,37,1,0,True,Chelsea_ManchesterCity_20240818
Enzo Fernández,8.0,ar ARG,"AM,DM",23-214,90,56,53,3,1,0,1,2,0,2,2,0,0,47,0,0,True,Chelsea_ManchesterCity_20240818
Roméo Lavia,45.0,be BEL,DM,20-225,66,39,39,0,0,0,0,0,0,0,0,0,0,38,0,0,True,Chelsea_ManchesterCity_20240818
Kiernan Dewsbury-Hall,22.0,eng ENG,AM,25-347,24,17,17,0,0,0,0,0,0,0,0,0,0,13,0,0,True,Chelsea_ManchesterCity_20240818
Moisés Caicedo,25.0,ec ECU,DM,22-290,90,53,52,0,0,2,0,1,0,0,0,0,0,47,1,0,True,Chelsea_ManchesterCity_20240818
Marc Cucurella,3.0,es ESP,LB,26-027,79,68,59,9,2,0,0,3,7,0,0,0,0,58,0,1,True,Chelsea_ManchesterCity_20240818
Renato Veiga,40.0,pt POR,LB,21-020,11,9,8,1,0,0,0,0,1,0,0,0,0,8,0,0,True,Chelsea_ManchesterCity_20240818
Levi Colwill,6.0,eng ENG,CB,21-174,90,48,46,2,2,0,0,0,0,0,0,0,0,47,0,0,True,Chelsea_ManchesterCity_20240818
Wesley Fofana,29.0,fr FRA,CB,23-245,90,56,56,0,0,0,0,0,0,0,0,0,0,49,0,0,True,Chelsea_ManchesterCity_20240818
Malo Gusto,27.0,fr FRA,RB,21-091,90,44,36,8,0,0,0,4,8,0,0,0,0,36,0,2,True,Chelsea_ManchesterCity_20240818
Robert Sánchez,1.0,es ESP,GK,26-274,90,29,20,9,3,0,0,0,0,0,0,0,0,24,0,0,True,Chelsea_ManchesterCity_20240818
Erling Haaland,9.0,no NOR,FW,24-028,90,8,8,0,0,0,0,0,0,0,0,0,0,3,0,1,False,Chelsea_ManchesterCity_20240818
Sávio,26.0,br BRA,"RW,LW",20-130,45,16,16,0,0,1,0,2,0,0,0,0,0,12,0,0,False,Chelsea_ManchesterCity_20240818
Phil Foden,47.0,eng ENG,RW,24-082,45,28,28,0,0,0,0,0,0,0,0,0,0,24,0,0,False,Chelsea_ManchesterCity_20240818
Jeremy Doku,11.0,be BEL,"LW,RW",22-083,90,36,36,0,0,1,0,4,0,0,0,0,0,28,0,0,False,Chelsea_ManchesterCity_20240818
Kevin De Bruyne,17.0,be BEL,CM,33-051,90,58,48,10,3,0,1,4,3,3,2,0,0,46,0,1,False,Chelsea_ManchesterCity_20240818
Bernardo Silva,20.0,pt POR,CM,30-008,90,55,51,3,1,0,0,1,2,0,0,0,0,51,1,1,False,Chelsea_ManchesterCity_20240818
Mateo Kovačić,8.0,hr CRO,DM,30-104,90,66,63,3,3,0,0,0,0,0,0,0,0,63,0,0,False,Chelsea_ManchesterCity_20240818
Rico Lewis,82.0,eng ENG,DM,19-271,90,50,40,10,1,0,0,0,9,0,0,0,0,38,0,1,False,Chelsea_ManchesterCity_20240818
Joško Gvardiol,24.0,hr CRO,LB,22-208,90,69,64,5,1,0,0,0,4,0,0,0,0,64,0,1,False,Chelsea_ManchesterCity_20240818
Rúben Dias,3.0,pt POR,CB,27-096,90,71,66,5,2,0,0,0,0,0,0,0,0,69,0,1,False,Chelsea_ManchesterCity_20240818
Manuel Akanji,25.0,ch SUI,RB,29-030,90,74,74,0,0,0,0,0,0,0,0,0,0,70,0,1,False,Chelsea_ManchesterCity_20240818
Ederson,31.0,br BRA,GK,31-001,90,39,34,5,3,0,0,0,0,0,0,0,0,33,0,0,False,Chelsea_ManchesterCity_20240818
Jamie Vardy,9.0,eng ENG,FW,37-221,78,10,7,2,0,0,0,0,0,0,0,0,0,4,1,0,True,LeicesterCity_Tottenham_20240819
Stephy Mavididi,10.0,eng ENG,FW,26-080,12,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,True,LeicesterCity_Tottenham_20240819
Bobby De Cordova-Reid,14.0,jm JAM,LW,31-199,85,24,24,0,0,0,0,1,0,0,0,0,0,15,0,2,True,LeicesterCity_Tottenham_20240819
Kasey McAteer,35.0,ie IRL,LW,22-271,5,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0,True,LeicesterCity_Tottenham_20240819
Abdul Fatawu Issahaku,7.0,gh GHA,RW,20-164,90,25,23,2,0,1,0,4,2,0,0,0,0,18,0,1,True,LeicesterCity_Tottenham_20240819
Facundo Buonanotte,40.0,ar ARG,AM,19-240,78,25,21,4,3,1,0,3,1,0,0,0,0,20,0,0,True,LeicesterCity_Tottenham_20240819
Boubakary Soumaré,24.0,fr FRA,AM,25-174,12,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,True,LeicesterCity_Tottenham_20240819
Wilfred Ndidi,6.0,ng NGA,DM,27-247,90,35,34,1,1,0,0,0,0,0,0,0,0,27,0,1,True,LeicesterCity_Tottenham_20240819
Harry Winks,8.0,eng ENG,DM,28-199,90,41,34,7,5,0,0,3,0,2,0,2,0,34,0,0,True,LeicesterCity_Tottenham_20240819
Victor Bernth Kristiansen,16.0,dk DEN,LB,21-247,90,36,24,12,1,0,1,2,11,0,0,0,0,28,0,0,True,LeicesterCity_Tottenham_20240819
Wout Faes,3.0,be BEL,CB,26-138,90,30,27,3,1,1,0,0,0,0,0,0,0,27,0,0,True,LeicesterCity_Tottenham_20240819
Jannik Vestergaard,23.0,dk DEN,CB,32-016,90,16,16,0,0,0,0,0,0,0,0,0,0,15,0,0,True,LeicesterCity_Tottenham_20240819
James Justin,2.0,eng ENG,RB,26-178,90,33,31,2,0,0,0,2,2,0,0,0,0,28,0,1,True,LeicesterCity_Tottenham_20240819
Mads Hermansen,30.0,dk DEN,GK,24-039,90,28,21,6,2,0,0,0,0,0,0,0,0,14,1,0,True,LeicesterCity_Tottenham_20240819
Dominic Solanke,19.0,eng ENG,FW,26-340,90,19,17,2,0,1,0,0,0,0,0,0,0,15,0,1,False,LeicesterCity_Tottenham_20240819
Son Heung-min,7.0,kr KOR,"LW,LM",32-042,89,52,50,2,1,0,0,3,1,0,0,0,0,43,0,4,False,LeicesterCity_Tottenham_20240819
Richarlison,9.0,br BRA,LM,27-101,1,5,5,0,0,0,0,0,0,0,0,0,0,3,0,1,False,LeicesterCity_Tottenham_20240819
Brennan Johnson,22.0,wls WAL,RW,23-088,77,29,28,1,0,0,0,2,1,0,0,0,0,21,0,1,False,LeicesterCity_Tottenham_20240819
Timo Werner,16.0,de GER,RM,28-166,13,19,17,2,0,0,0,2,2,0,0,0,0,14,0,2,False,LeicesterCity_Tottenham_20240819
James Maddison,10.0,eng ENG,LM,27-270,78,71,55,16,4,1,2,11,0,12,4,3,0,55,0,1,False,LeicesterCity_Tottenham_20240819
Dejan Kulusevski,21.0,se SWE,CM,24-116,12,9,9,0,0,0,0,1,0,0,0,0,0,7,0,1,False,LeicesterCity_Tottenham_20240819
Rodrigo Bentancur,30.0,uy URU,CM,27-055,77,47,44,3,3,0,0,0,0,0,0,0,0,46,0,0,False,LeicesterCity_Tottenham_20240819
Archie Gray,14.0,eng ENG,DM,18-160,13,21,21,0,0,0,0,0,0,0,0,0,0,18,0,3,False,LeicesterCity_Tottenham_20240819
Pape Matar Sarr,29.0,sn SEN,RM,21-340,77,48,47,1,0,0,0,1,1,0,0,0,0,42,0,2,False,LeicesterCity_Tottenham_20240819
Lucas Bergvall,15.0,se SWE,CM,18-199,13,29,26,3,1,0,0,2,1,1,1,0,0,27,0,0,False,LeicesterCity_Tottenham_20240819
Destiny Udogie,13.0,it ITA,LB,21-265,90,71,64,6,0,0,0,1,6,0,0,0,0,61,1,2,False,LeicesterCity_Tottenham_20240819
Micky van de Ven,37.0,nl NED,CB,23-122,90,96,95,1,0,0,1,0,0,0,0,0,0,90,0,0,False,LeicesterCity_Tottenham_20240819
Cristian Romero,17.0,ar ARG,CB,26-114,90,97,91,6,3,0,0,1,0,0,0,0,0,89,0,0,False,LeicesterCity_Tottenham_20240819
Pedro Porro,23.0,es ESP,RB,24-341,89,57,50,7,1,0,0,4,6,0,0,0,0,49,0,0,False,LeicesterCity_Tottenham_20240819
Djed Spence,24.0,eng ENG,RB,24-010,1,9,9,0,0,0,0,0,0,0,0,0,0,9,0,0,False,LeicesterCity_Tottenham_20240819
Guglielmo Vicario,1.0,it ITA,GK,27-317,90,45,43,2,0,0,0,0,0,0,0,0,0,42,0,0,False,LeicesterCity_Tottenham_20240819
Danny Welbeck,18.0,eng ENG,FW,33-272,78,18,16,2,0,0,0,0,0,0,0,0,0,15,0,0,True,Brighton_ManchesterUtd_20240824
Julio Enciso,10.0,py PAR,AM,20-214,12,8,6,2,1,0,0,4,0,1,0,1,0,4,0,0,True,Brighton_ManchesterUtd_20240824
Kaoru Mitoma,22.0,jp JPN,LW,27-096,89,16,16,0,0,0,0,1,0,0,0,0,0,13,0,1,True,Brighton_ManchesterUtd_20240824
Simon Adingra,24.0,ci CIV,LW,22-236,1,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,True,Brighton_ManchesterUtd_20240824
Yankuba Minteh,17.0,gm GAM,RW,20-033,89,27,25,2,1,0,0,3,0,1,1,0,0,13,0,2,True,Brighton_ManchesterUtd_20240824
Georginio Rutter,14.0,fr FRA,RW,22-126,1,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,True,Brighton_ManchesterUtd_20240824
João Pedro,9.0,br BRA,"AM,FW",22-333,90,24,23,1,1,0,1,1,0,0,0,0,0,19,0,0,True,Brighton_ManchesterUtd_20240824
Billy Gilmour,11.0,sct SCO,DM,23-074,89,55,53,2,1,0,2,1,0,1,1,0,0,48,0,0,True,Brighton_ManchesterUtd_20240824
Yasin Ayari,26.0,se SWE,DM,20-323,1,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,True,Brighton_ManchesterUtd_20240824
James Milner,6.0,eng ENG,DM,38-233,72,31,29,2,1,2,0,1,0,1,0,1,0,23,0,1,True,Brighton_ManchesterUtd_20240824
Carlos Baleba,20.0,cm CMR,DM,20-234,18,8,8,0,0,0,0,0,0,0,0,0,0,8,0,0,True,Brighton_ManchesterUtd_20240824
Jack Hinshelwood,41.0,eng ENG,LB,19-135,90,48,40,8,3,0,2,0,5,0,0,0,0,39,0,0,True,Brighton_ManchesterUtd_20240824
Lewis Dunk,5.0,eng ENG,CB,32-277,90,79,68,11,4,0,0,0,2,0,0,0,0,76,0,0,True,Brighton_ManchesterUtd_20240824
Jan Paul van Hecke,29.0,nl NED,CB,24-077,90,86,86,0,0,0,0,0,0,0,0,0,0,76,0,2,True,Brighton_ManchesterUtd_20240824
Joël Veltman,34.0,nl NED,RB,32-222,90,53,39,14,2,0,0,1,12,0,0,0,0,47,0,2,True,Brighton_ManchesterUtd_20240824
Jason Steele,23.0,eng ENG,GK,34-006,90,50,46,4,4,0,0,0,0,0,0,0,0,45,0,0,True,Brighton_ManchesterUtd_20240824
Bruno Fernandes,8.0,pt POR,"FW,AM",29-351,78,45,40,5,0,0,0,5,0,3,2,0,0,32,0,2,False,Brighton_ManchesterUtd_20240824
Scott McTominay,39.0,sct SCO,AM,27-260,12,6,4,2,0,0,0,0,1,0,0,0,0,6,0,0,False,Brighton_ManchesterUtd_20240824
Marcus Rashford,10.0,eng ENG,"LW,FW",26-298,64,18,17,1,1,1,0,0,0,0,0,0,0,13,0,0,False,Brighton_ManchesterUtd_20240824
Alejandro Garnacho,17.0,ar ARG,LW,20-054,26,16,15,0,0,0,1,1,0,0,0,0,0,11,1,1,False,Brighton_ManchesterUtd_20240824
Amad Diallo,16.0,ci CIV,RW,22-044,89,45,41,2,1,0,0,2,0,1,0,0,1,33,2,2,False,Brighton_ManchesterUtd_20240824
Antony,21.0,br BRA,RW,24-182,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,False,Brighton_ManchesterUtd_20240824
Mason Mount,7.0,eng ENG,AM,25-227,45,18,17,1,1,0,0,2,0,0,0,0,0,15,0,0,False,Brighton_ManchesterUtd_20240824
Joshua Zirkzee,11.0,nl NED,"FW,LW",23-094,45,10,9,0,0,0,0,0,0,0,0,0,0,7,1,0,False,Brighton_ManchesterUtd_20240824
Kobbie Mainoo,37.0,eng ENG,DM,19-127,90,45,44,1,1,0,0,0,0,0,0,0,0,41,0,2,False,Brighton_ManchesterUtd_20240824
Casemiro,18.0,br BRA,DM,32-183,90,54,52,1,1,1,0,0,0,0,0,0,0,44,1,0,False,Brighton_ManchesterUtd_20240824
Diogo Dalot,20.0,pt POR,LB,25-159,90,66,59,7,1,1,0,1,6,0,0,0,0,60,0,2,False,Brighton_ManchesterUtd_20240824
Lisandro Martínez,6.0,ar ARG,CB,26-219,90,73,72,1,1,1,0,0,0,0,0,0,0,70,0,1,False,Brighton_ManchesterUtd_20240824
Harry Maguire,5.0,eng ENG,CB,31-172,78,45,41,4,1,0,0,0,0,0,0,0,0,41,0,1,False,Brighton_ManchesterUtd_20240824
Matthijs de Ligt,4.0,nl NED,CB,25-012,12,8,8,0,0,0,0,0,0,0,0,0,0,8,0,0,False,Brighton_ManchesterUtd_20240824
Noussair Mazraoui,3.0,ma MAR,RB,26-284,90,42,34,8,1,0,0,1,7,0,0,0,0,34,0,0,False,Brighton_ManchesterUtd_20240824
André Onana,24.0,cm CMR,GK,28-144,90,59,57,1,0,0,0,0,0,0,0,0,0,54,1,0,False,Brighton_ManchesterUtd_20240824
Erling Haaland,9.0,no NOR,FW,24-034,89,10,9,1,0,0,0,0,0,0,0,0,0,7,0,0,True,ManchesterCity_IpswichTown_20240824
James Mcatee,87.0,eng ENG,FW,21-311,1,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,True,ManchesterCity_IpswichTown_20240824
Jeremy Doku,11.0,be BEL,LW,22-089,70,36,35,1,0,0,0,0,0,1,0,0,0,33,0,2,True,ManchesterCity_IpswichTown_20240824
İlkay Gündoğan,19.0,de GER,DM,33-305,20,18,18,0,0,0,0,0,0,0,0,0,0,15,0,0,True,ManchesterCity_IpswichTown_20240824
Sávio,26.0,br BRA,RW,20-136,70,56,51,5,1,0,0,6,0,4,2,0,0,45,0,1,True,ManchesterCity_IpswichTown_20240824
Jack Grealish,10.0,eng ENG,LW,28-349,20,14,14,0,0,0,0,0,0,0,0,0,0,12,0,1,True,ManchesterCity_IpswichTown_20240824
Kevin De Bruyne,17.0,be BEL,"CM,AM",33-057,89,104,95,8,0,2,0,7,3,4,1,1,0,86,1,3,True,ManchesterCity_IpswichTown_20240824
Matheus Nunes,27.0,pt POR,AM,25-363,1,4,3,1,1,0,0,1,0,0,0,0,0,3,0,0,True,ManchesterCity_IpswichTown_20240824
Bernardo Silva,20.0,pt POR,"CM,RW",30-014,90,54,49,5,2,0,0,1,2,1,0,0,0,50,0,1,True,ManchesterCity_IpswichTown_20240824
Mateo Kovačić,8.0,hr CRO,DM,30-110,49,32,30,2,2,0,0,0,0,0,0,0,0,29,0,0,True,ManchesterCity_IpswichTown_20240824
John Stones,5.0,eng ENG,DM,30-088,41,22,22,0,0,0,0,0,0,0,0,0,0,20,0,1,True,ManchesterCity_IpswichTown_20240824
Rico Lewis,82.0,eng ENG,"DM,RB",19-277,90,75,66,9,3,0,0,0,6,0,0,0,0,67,0,2,True,ManchesterCity_IpswichTown_20240824
Joško Gvardiol,24.0,hr CRO,LB,22-214,90,99,90,8,1,0,0,0,7,0,0,0,0,92,1,1,True,ManchesterCity_IpswichTown_20240824
Rúben Dias,3.0,pt POR,CB,27-102,90,116,113,3,2,0,1,1,0,0,0,0,0,114,0,1,True,ManchesterCity_IpswichTown_20240824
Manuel Akanji,25.0,ch SUI,"RB,CB",29-036,90,128,125,2,0,0,1,1,2,0,0,0,0,125,1,0,True,ManchesterCity_IpswichTown_20240824
Ederson,31.0,br BRA,GK,31-007,90,24,23,1,1,0,0,0,0,0,0,0,0,24,0,0,True,ManchesterCity_IpswichTown_20240824
Liam Delap,19.0,eng ENG,FW,21-198,82,10,10,0,0,0,0,0,0,0,0,0,0,7,0,1,False,ManchesterCity_IpswichTown_20240824
Ali Al Hamadi,16.0,iq IRQ,FW,22-176,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,ManchesterCity_IpswichTown_20240824
Sammie Szmodics,23.0,ie IRL,LM,28-335,71,11,11,0,0,0,0,0,0,0,0,0,0,9,0,0,False,ManchesterCity_IpswichTown_20240824
Marcus Harness,11.0,eng ENG,LM,28-182,19,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,False,ManchesterCity_IpswichTown_20240824
