Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,home,game_id
Kevin Schade,7.0,de GER,LW,23-048,23,8,7,1,0,0,0,0,0,0,0,0,0,6,0,0,True,Brentford_ManchesterCity_20250114
Vitaly Janelt,27.0,de GER,CM,26-249,78,26,26,0,0,0,0,0,0,0,0,0,0,21,0,1,True,Brentford_ManchesterCity_20250114
Yehor Yarmoliuk,18.0,ua UKR,CM,20-319,12,11,11,0,0,0,0,0,0,0,0,0,0,9,0,0,True,Brentford_ManchesterCity_20250114
Christian Nørgaard,6.0,dk DEN,RM,30-310,90,47,47,0,0,0,0,1,0,0,0,0,0,38,0,1,True,Brentford_ManchesterCity_20250114
Keane Lewis-Potter,23.0,eng ENG,"LB,RB",23-327,90,34,31,3,0,0,0,4,3,0,0,0,0,28,0,1,True,Brentford_ManchesterCity_20250114
Sepp van den Berg,4.0,nl NED,CB,23-025,90,47,43,3,0,0,0,0,0,0,0,0,0,44,1,0,True,Brentford_ManchesterCity_20250114
Nathan Collins,22.0,ie IRL,CB,23-259,90,49,46,1,1,0,0,0,0,0,0,0,0,44,2,1,True,Brentford_ManchesterCity_20250114
Mads Roerslev,30.0,dk DEN,RB,25-204,86,33,29,4,0,0,0,3,4,0,0,0,0,21,0,1,True,Brentford_ManchesterCity_20250114
Rico Henry,3.0,eng ENG,LB,27-190,4,5,3,2,0,0,0,0,2,0,0,0,0,2,0,0,True,Brentford_ManchesterCity_20250114
Mark Flekken,1.0,nl NED,GK,31-215,90,53,44,9,0,0,0,0,0,0,0,0,0,35,0,0,True,Brentford_ManchesterCity_20250114
Erling Haaland,9.0,no NOR,FW,24-177,90,25,25,0,0,0,0,1,0,0,0,0,0,13,0,1,False,Brentford_ManchesterCity_20250114
Sávio,26.0,br BRA,LW,20-279,90,35,35,0,0,0,1,0,0,0,0,0,0,30,0,0,False,Brentford_ManchesterCity_20250114
Phil Foden,47.0,eng ENG,RW,24-231,86,45,44,1,0,0,0,2,0,1,1,0,0,40,0,1,False,Brentford_ManchesterCity_20250114
James Mcatee,87.0,eng ENG,RW,22-088,4,2,2,0,0,0,0,1,0,0,0,0,0,2,0,0,False,Brentford_ManchesterCity_20250114
Kevin De Bruyne,17.0,be BEL,AM,33-200,90,68,59,9,0,0,0,8,2,4,1,2,0,55,0,0,False,Brentford_ManchesterCity_20250114
Mateo Kovačić,8.0,hr CRO,DM,30-253,75,42,41,1,1,0,0,0,0,0,0,0,0,37,0,1,False,Brentford_ManchesterCity_20250114
İlkay Gündoğan,19.0,de GER,DM,34-082,15,10,9,1,1,0,0,1,0,0,0,0,0,7,0,1,False,Brentford_ManchesterCity_20250114
Bernardo Silva,20.0,pt POR,DM,30-157,90,53,50,3,2,0,0,0,1,0,0,0,0,46,0,0,False,Brentford_ManchesterCity_20250114
Joško Gvardiol,24.0,hr CRO,LB,22-357,90,63,59,4,0,0,1,3,4,0,0,0,0,53,0,3,False,Brentford_ManchesterCity_20250114
Nathan Aké,6.0,nl NED,CB,29-331,90,46,39,7,1,0,0,0,0,0,0,0,0,45,0,0,False,Brentford_ManchesterCity_20250114
Manuel Akanji,25.0,ch SUI,CB,29-179,90,64,61,3,2,0,0,0,1,0,0,0,0,57,0,0,False,Brentford_ManchesterCity_20250114
Matheus Nunes,27.0,pt POR,RB,26-140,90,63,56,7,0,0,0,4,7,0,0,0,0,53,0,1,False,Brentford_ManchesterCity_20250114
Stefan Ortega,18.0,de GER,GK,32-069,90,41,39,2,1,0,1,0,0,0,0,0,0,34,0,0,False,Brentford_ManchesterCity_20250114
Chris Wood,11.0,nz NZL,FW,33-038,89,16,16,0,0,0,0,0,0,0,0,0,0,9,0,0,True,Nott'hamForest_Liverpool_20250114
Taiwo Awoniyi,9.0,ng NGA,FW,27-155,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,True,Nott'hamForest_Liverpool_20250114
Callum Hudson-Odoi,14.0,eng ENG,LW,24-068,82,26,26,0,0,0,1,1,0,0,0,0,0,21,0,0,True,Nott'hamForest_Liverpool_20250114
Jota Silva,20.0,pt POR,"RM,RW,LW",25-166,8,2,2,0,0,0,0,1,0,0,0,0,0,0,0,1,True,Nott'hamForest_Liverpool_20250114
Anthony Elanga,21.0,se SWE,"RW,LM,LW",22-262,90,25,25,0,0,1,0,4,0,0,0,0,0,14,0,1,True,Nott'hamForest_Liverpool_20250114
Morgan Gibbs-White,10.0,eng ENG,AM,24-353,89,27,27,0,0,0,0,2,0,0,0,0,0,21,0,1,True,Nott'hamForest_Liverpool_20250114
Morato,4.0,br BRA,"CB,AM",23-198,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True,Nott'hamForest_Liverpool_20250114
Elliot Anderson,8.0,eng ENG,"DM,CM",22-069,90,26,26,0,0,1,0,1,0,0,0,0,0,17,0,2,True,Nott'hamForest_Liverpool_20250114
Ryan Yates,22.0,eng ENG,DM,27-054,75,21,19,2,0,0,0,0,0,0,0,0,0,18,0,1,True,Nott'hamForest_Liverpool_20250114
Nicolás Domínguez,16.0,ar ARG,"DM,CM",26-200,15,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,True,Nott'hamForest_Liverpool_20250114
Neco Williams,7.0,wls WAL,LB,23-276,89,20,12,7,0,0,0,0,7,0,0,0,0,14,1,0,True,Nott'hamForest_Liverpool_20250114
Álex Moreno,19.0,es ESP,LB,31-220,1,2,0,2,0,0,0,0,2,0,0,0,0,1,0,0,True,Nott'hamForest_Liverpool_20250114
Murillo,5.0,br BRA,CB,22-194,90,29,18,10,8,0,1,0,0,0,0,0,0,16,1,0,True,Nott'hamForest_Liverpool_20250114
Nikola Milenković,31.0,rs SRB,CB,27-094,90,15,14,1,1,0,0,0,0,0,0,0,0,7,0,0,True,Nott'hamForest_Liverpool_20250114
Ola Aina,34.0,ng NGA,RB,28-098,90,30,18,12,0,0,0,0,12,0,0,0,0,14,0,0,True,Nott'hamForest_Liverpool_20250114
Matz Sels,26.0,be BEL,GK,32-323,90,22,10,12,1,0,0,0,0,0,0,0,0,11,0,0,True,Nott'hamForest_Liverpool_20250114
Luis Díaz,7.0,co COL,"FW,DM",28-001,74,32,32,0,0,0,0,0,0,0,0,0,0,28,0,3,False,Nott'hamForest_Liverpool_20250114
Curtis Jones,17.0,eng ENG,DM,23-350,16,22,21,1,0,0,0,0,1,0,0,0,0,20,0,2,False,Nott'hamForest_Liverpool_20250114
Cody Gakpo,18.0,nl NED,LW,25-252,90,30,30,0,0,0,0,4,0,0,0,0,0,24,0,0,False,Nott'hamForest_Liverpool_20250114
Mohamed Salah,11.0,eg EGY,RW,32-213,90,40,40,0,0,0,0,3,0,0,0,0,0,28,0,3,False,Nott'hamForest_Liverpool_20250114
Dominik Szoboszlai,8.0,hu HUN,AM,24-081,90,64,60,3,0,0,0,0,1,0,0,0,0,54,1,0,False,Nott'hamForest_Liverpool_20250114
Alexis Mac Allister,10.0,ar ARG,DM,26-021,90,68,65,3,2,0,0,1,1,0,0,0,0,58,0,0,False,Nott'hamForest_Liverpool_20250114
Ryan Gravenberch,38.0,nl NED,"DM,CB",22-243,90,46,46,0,0,0,0,0,0,0,0,0,0,36,0,2,False,Nott'hamForest_Liverpool_20250114
Andrew Robertson,26.0,sct SCO,LB,30-309,64,44,36,8,1,0,1,8,3,4,1,2,0,33,0,1,False,Nott'hamForest_Liverpool_20250114
Kostas Tsimikas,21.0,gr GRE,LB,28-247,26,24,18,6,1,0,0,4,1,4,4,0,0,19,0,0,False,Nott'hamForest_Liverpool_20250114
Virgil van Dijk,4.0,nl NED,CB,33-190,90,74,71,3,2,0,0,0,0,0,0,0,0,67,0,0,False,Nott'hamForest_Liverpool_20250114
Ibrahima Konaté,5.0,fr FRA,CB,25-234,65,45,43,2,2,0,1,0,0,0,0,0,0,36,0,0,False,Nott'hamForest_Liverpool_20250114
Diogo Jota,20.0,pt POR,FW,28-041,25,10,10,0,0,0,0,0,0,0,0,0,0,8,0,1,False,Nott'hamForest_Liverpool_20250114
Trent Alexander-Arnold,66.0,eng ENG,RB,26-099,90,91,79,12,1,0,1,9,10,1,1,0,0,73,0,0,False,Nott'hamForest_Liverpool_20250114
Alisson,1.0,br BRA,GK,32-104,90,27,24,3,0,0,0,0,0,0,0,0,0,24,0,0,False,Nott'hamForest_Liverpool_20250114
Jamie Vardy,9.0,eng ENG,FW,38-004,90,30,29,1,0,0,0,0,0,0,0,0,0,23,0,0,True,LeicesterCity_CrystalPalace_20250115
Stephy Mavididi,10.0,eng ENG,"LW,LM",26-229,90,34,33,1,0,1,0,8,0,1,0,1,0,24,0,1,True,LeicesterCity_CrystalPalace_20250115
Facundo Buonanotte,40.0,ar ARG,RW,20-023,65,33,33,0,0,0,0,0,0,0,0,0,0,29,0,1,True,LeicesterCity_CrystalPalace_20250115
Kasey McAteer,35.0,ie IRL,"RB,RM",23-054,25,16,15,1,0,0,0,1,1,0,0,0,0,11,0,1,True,LeicesterCity_CrystalPalace_20250115
Bilal El Khannouss,11.0,ma MAR,AM,20-250,65,36,32,4,0,0,0,3,1,1,0,1,0,24,0,2,True,LeicesterCity_CrystalPalace_20250115
Patson Daka,20.0,zm ZAM,FW,26-098,25,10,9,1,0,0,0,0,1,0,0,0,0,10,0,0,True,LeicesterCity_CrystalPalace_20250115
Boubakary Soumaré,24.0,fr FRA,"DM,CM",25-323,90,77,75,2,1,1,0,0,1,0,0,0,0,69,0,0,True,LeicesterCity_CrystalPalace_20250115
Harry Winks,8.0,eng ENG,DM,28-348,65,69,69,0,0,0,0,1,0,0,0,0,0,63,0,0,True,LeicesterCity_CrystalPalace_20250115
Oliver Skipp,22.0,eng ENG,CM,24-121,25,17,16,1,1,0,0,0,0,0,0,0,0,15,0,0,True,LeicesterCity_CrystalPalace_20250115
Victor Bernth Kristiansen,16.0,dk DEN,LB,22-030,90,73,62,11,2,0,0,4,9,0,0,0,0,56,0,0,True,LeicesterCity_CrystalPalace_20250115
Jannik Vestergaard,23.0,dk DEN,CB,32-165,90,89,83,6,2,0,0,0,0,0,0,0,0,81,0,0,True,LeicesterCity_CrystalPalace_20250115
Wout Faes,3.0,be BEL,CB,26-287,90,69,69,0,0,1,0,0,0,0,0,0,0,65,0,0,True,LeicesterCity_CrystalPalace_20250115
James Justin,2.0,eng ENG,RB,26-327,79,55,45,9,0,1,1,3,9,0,0,0,0,40,1,1,True,LeicesterCity_CrystalPalace_20250115
Jordan Ayew,18.0,gh GHA,RM,33-126,11,10,8,2,0,0,0,2,0,2,2,0,0,7,0,1,True,LeicesterCity_CrystalPalace_20250115
Jakub Stolarczyk,41.0,pl POL,GK,24-027,90,38,35,3,1,0,0,0,0,0,0,0,0,32,0,0,True,LeicesterCity_CrystalPalace_20250115
Jean-Philippe Mateta,14.0,fr FRA,FW,27-201,79,11,11,0,0,0,0,1,0,0,0,0,0,9,0,0,False,LeicesterCity_CrystalPalace_20250115
Eddie Nketiah,9.0,eng ENG,FW,25-230,11,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,False,LeicesterCity_CrystalPalace_20250115
Eberechi Eze,10.0,eng ENG,AM,26-200,78,29,24,4,2,1,0,2,0,1,1,0,0,20,1,0,False,LeicesterCity_CrystalPalace_20250115
Justin Devenny,55.0,nir NIR,AM,21-096,12,5,3,2,0,0,0,1,0,2,1,0,0,3,0,0,False,LeicesterCity_CrystalPalace_20250115
Ismaila Sarr,7.0,sn SEN,AM,26-325,90,37,36,0,0,3,0,1,0,0,0,0,0,23,1,3,False,LeicesterCity_CrystalPalace_20250115
Jefferson Lerma,8.0,co COL,CM,30-082,19,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,False,LeicesterCity_CrystalPalace_20250115
Cheick Doucouré,28.0,ml MLI,CM,25-007,71,33,33,0,0,0,0,0,0,0,0,0,0,24,0,0,False,LeicesterCity_CrystalPalace_20250115
Will Hughes,19.0,eng ENG,CM,29-273,61,36,36,0,0,0,0,0,0,0,0,0,0,32,0,0,False,LeicesterCity_CrystalPalace_20250115
Daichi Kamada,18.0,jp JPN,CM,28-163,29,16,15,0,0,0,1,0,0,0,0,0,0,14,1,0,False,LeicesterCity_CrystalPalace_20250115
Tyrick Mitchell,3.0,eng ENG,WB,25-136,79,40,38,2,0,0,0,5,2,0,0,0,0,30,0,2,False,LeicesterCity_CrystalPalace_20250115
Nathaniel Clyne,17.0,eng ENG,WB,33-285,11,6,5,1,0,0,0,0,1,0,0,0,0,5,0,0,False,LeicesterCity_CrystalPalace_20250115
Daniel Muñoz,12.0,co COL,WB,28-234,90,42,36,6,1,0,0,2,5,0,0,0,0,33,0,0,False,LeicesterCity_CrystalPalace_20250115
Marc Guéhi,6.0,eng ENG,CB,24-186,90,66,61,5,2,0,2,0,0,0,0,0,0,55,0,0,False,LeicesterCity_CrystalPalace_20250115
Maxence Lacroix,5.0,fr FRA,CB,24-284,90,60,60,0,0,0,0,0,0,0,0,0,0,54,0,1,False,LeicesterCity_CrystalPalace_20250115
Chris Richards,26.0,us USA,CB,24-293,90,61,60,1,1,0,0,0,0,0,0,0,0,43,0,0,False,LeicesterCity_CrystalPalace_20250115
Dean Henderson,1.0,eng ENG,GK,27-309,90,35,26,9,2,0,0,0,0,0,0,0,0,24,0,0,False,LeicesterCity_CrystalPalace_20250115
Dominic Calvert-Lewin,9.0,eng ENG,FW,27-305,90,16,15,1,0,0,0,1,0,0,0,0,0,8,0,0,True,Everton_AstonVilla_20250115
Iliman Ndiaye,10.0,sn SEN,LW,24-315,90,25,24,1,0,0,0,1,0,0,0,0,0,19,0,1,True,Everton_AstonVilla_20250115
Jack Harrison,11.0,eng ENG,RW,28-056,58,18,18,0,0,1,0,0,0,0,0,0,0,11,0,1,True,Everton_AstonVilla_20250115
Jesper Lindstrøm,29.0,dk DEN,RW,24-321,32,12,11,1,0,0,0,1,0,1,1,0,0,8,0,0,True,Everton_AstonVilla_20250115
Abdoulaye Doucouré,16.0,ml MLI,AM,32-014,82,24,23,0,0,0,0,2,0,0,0,0,0,14,1,0,True,Everton_AstonVilla_20250115
Beto,14.0,gw GNB,AM,26-350,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,True,Everton_AstonVilla_20250115
Idrissa Gana Gueye,27.0,sn SEN,DM,35-111,90,56,55,0,0,0,1,0,0,0,0,0,0,49,1,2,True,Everton_AstonVilla_20250115
Orel Mangala,8.0,be BEL,DM,26-303,90,43,43,0,0,0,1,0,0,0,0,0,0,42,0,1,True,Everton_AstonVilla_20250115
Vitaliy Mykolenko,19.0,ua UKR,LB,25-231,90,44,36,8,2,0,0,6,6,0,0,0,0,34,0,1,True,Everton_AstonVilla_20250115
Jarrad Branthwaite,32.0,eng ENG,CB,22-202,90,53,51,2,2,0,0,0,0,0,0,0,0,44,0,1,True,Everton_AstonVilla_20250115
James Tarkowski,6.0,eng ENG,CB,32-057,90,61,56,4,1,0,0,0,0,0,0,0,0,52,1,1,True,Everton_AstonVilla_20250115
Ashley Young,18.0,eng ENG,RB,39-190,82,56,36,19,1,0,0,9,11,7,3,4,0,38,1,1,True,Everton_AstonVilla_20250115
Jake O'Brien,15.0,ie IRL,RB,23-245,8,8,5,3,0,0,0,0,3,0,0,0,0,6,0,0,True,Everton_AstonVilla_20250115
Jordan Pickford,1.0,eng ENG,GK,30-314,90,50,41,8,5,0,0,0,0,0,0,0,0,38,1,0,True,Everton_AstonVilla_20250115
Ollie Watkins,11.0,eng ENG,FW,29-016,90,15,15,0,0,0,0,0,0,0,0,0,0,11,0,0,False,Everton_AstonVilla_20250115
Jacob Ramsey,41.0,eng ENG,LW,23-232,80,20,20,0,0,0,0,0,0,0,0,0,0,15,0,1,False,Everton_AstonVilla_20250115
Emi Buendía,10.0,ar ARG,LW,28-021,10,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,False,Everton_AstonVilla_20250115
Morgan Rogers,27.0,eng ENG,RW,22-173,90,21,21,0,0,0,0,1,0,0,0,0,0,13,0,1,False,Everton_AstonVilla_20250115
Youri Tielemans,8.0,be BEL,AM,27-253,90,46,39,7,2,0,0,5,0,4,3,0,0,34,0,0,False,Everton_AstonVilla_20250115
Amadou Onana,24.0,be BEL,DM,23-152,90,50,50,0,0,1,0,0,0,0,0,0,0,40,0,1,False,Everton_AstonVilla_20250115
Boubacar Kamara,44.0,fr FRA,DM,25-053,90,53,50,3,3,0,0,0,0,0,0,0,0,46,0,1,False,Everton_AstonVilla_20250115
Lucas Digne,12.0,fr FRA,LB,31-179,90,55,44,11,2,0,1,3,8,1,1,0,0,34,0,2,False,Everton_AstonVilla_20250115
Tyrone Mings,5.0,eng ENG,CB,31-308,90,62,57,5,4,0,1,0,0,0,0,0,0,53,0,0,False,Everton_AstonVilla_20250115
Ezri Konsa,4.0,eng ENG,CB,27-084,90,63,59,4,4,0,0,0,0,0,0,0,0,60,0,0,False,Everton_AstonVilla_20250115
Matty Cash,2.0,pl POL,RB,27-161,90,27,19,8,0,0,0,1,8,0,0,0,0,18,0,0,False,Everton_AstonVilla_20250115
Emiliano Martínez,23.0,ar ARG,GK,32-135,90,50,41,8,6,0,0,0,0,0,0,0,0,42,1,0,False,Everton_AstonVilla_20250115
Alexander Isak,14.0,se SWE,FW,25-116,77,26,24,1,0,0,0,0,0,0,0,0,0,19,1,2,True,NewcastleUtd_Wolves_20250115
William Osula,18.0,dk DEN,FW,21-164,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,NewcastleUtd_Wolves_20250115
Anthony Gordon,10.0,eng ENG,LW,23-326,77,36,35,1,0,1,0,2,1,0,0,0,0,25,0,4,True,NewcastleUtd_Wolves_20250115
Joe Willock,28.0,eng ENG,LW,25-148,13,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,True,NewcastleUtd_Wolves_20250115
Jacob Murphy,23.0,eng ENG,RW,29-326,77,40,37,1,0,0,1,6,0,1,0,0,0,24,2,1,True,NewcastleUtd_Wolves_20250115
Miguel Almirón,24.0,py PAR,RW,30-340,13,7,7,0,0,0,0,0,0,0,0,0,0,6,0,0,True,NewcastleUtd_Wolves_20250115
Joelinton,7.0,br BRA,LM,28-154,82,40,40,0,0,2,0,0,0,0,0,0,0,31,0,1,True,NewcastleUtd_Wolves_20250115
Lewis Miley,67.0,eng ENG,LM,18-259,8,10,10,0,0,0,0,0,0,0,0,0,0,10,0,0,True,NewcastleUtd_Wolves_20250115
Sandro Tonali,8.0,it ITA,CM,24-252,90,64,61,3,3,0,0,0,0,0,0,0,0,58,0,1,True,NewcastleUtd_Wolves_20250115
Bruno Guimarães,39.0,br BRA,RM,27-060,90,68,65,3,3,2,0,0,0,0,0,0,0,57,0,0,True,NewcastleUtd_Wolves_20250115
Lewis Hall,20.0,eng ENG,LB,20-129,90,63,55,8,2,0,0,6,3,3,3,0,0,56,0,1,True,NewcastleUtd_Wolves_20250115
Dan Burn,33.0,eng ENG,CB,32-251,90,80,76,4,4,0,2,0,0,0,0,0,0,76,0,1,True,NewcastleUtd_Wolves_20250115
Sven Botman,4.0,nl NED,CB,25-003,90,73,73,0,0,0,0,0,0,0,0,0,0,68,0,0,True,NewcastleUtd_Wolves_20250115
Valentino Livramento,21.0,eng ENG,RB,22-064,84,62,51,11,0,0,0,3,11,0,0,0,0,53,0,3,True,NewcastleUtd_Wolves_20250115
Kieran Trippier,2.0,eng ENG,RB,34-118,6,13,13,0,0,0,0,0,0,0,0,0,0,12,0,0,True,NewcastleUtd_Wolves_20250115
Martin Dúbravka,1.0,sk SVK,GK,36-000,90,41,33,8,2,0,0,0,0,0,0,0,0,37,0,0,True,NewcastleUtd_Wolves_20250115
Jørgen Strand Larsen,9.0,no NOR,FW,24-344,90,27,26,1,0,0,0,0,0,0,0,0,0,17,0,1,False,NewcastleUtd_Wolves_20250115
Hwang Hee-chan,11.0,kr KOR,AM,28-355,45,13,13,0,0,0,0,0,0,0,0,0,0,9,0,0,False,NewcastleUtd_Wolves_20250115
Matheus Cunha,10.0,br BRA,AM,25-233,45,19,14,4,0,0,0,3,2,2,2,0,0,13,1,0,False,NewcastleUtd_Wolves_20250115
Gonçalo Guedes,29.0,pt POR,AM,28-047,68,26,23,3,0,0,0,1,0,0,0,0,0,19,0,0,False,NewcastleUtd_Wolves_20250115
Jean-Ricner Bellegarde,27.0,ht HAI,"AM,CM",26-202,22,13,13,0,0,0,0,1,0,0,0,0,0,10,0,1,False,NewcastleUtd_Wolves_20250115
João Gomes,8.0,br BRA,CM,23-338,85,38,36,2,0,0,0,1,2,0,0,0,0,31,0,0,False,NewcastleUtd_Wolves_20250115
Tommy Doyle,20.0,eng ENG,CM,23-090,5,5,4,1,1,0,0,0,0,0,0,0,0,4,0,1,False,NewcastleUtd_Wolves_20250115
André,7.0,br BRA,CM,23-183,85,31,29,2,2,1,0,0,0,0,0,0,0,30,0,1,False,NewcastleUtd_Wolves_20250115
Pablo Sarabia,21.0,es ESP,AM,32-249,5,6,5,1,1,1,0,0,0,0,0,0,0,4,0,1,False,NewcastleUtd_Wolves_20250115
Rayan Aït-Nouri,3.0,dz ALG,WB,23-223,90,43,34,9,0,0,0,2,9,0,0,0,0,35,0,2,False,NewcastleUtd_Wolves_20250115
Rodrigo Gomes,19.0,pt POR,WB,21-192,68,26,23,3,0,0,0,2,3,0,0,0,0,18,0,1,False,NewcastleUtd_Wolves_20250115
Nélson Semedo,22.0,pt POR,WB,31-060,22,11,8,3,0,0,0,0,3,0,0,0,0,11,0,0,False,NewcastleUtd_Wolves_20250115
Emmanuel Agbadou,12.0,ci CIV,CB,27-212,90,43,41,2,2,0,2,0,0,0,0,0,0,35,0,0,False,NewcastleUtd_Wolves_20250115
Santiago Bueno,4.0,uy URU,CB,26-067,90,26,26,0,0,0,0,0,0,0,0,0,0,25,0,1,False,NewcastleUtd_Wolves_20250115
Matt Doherty,2.0,ie IRL,CB,32-365,90,41,38,3,3,0,0,0,0,0,0,0,0,35,0,0,False,NewcastleUtd_Wolves_20250115
José Sá,1.0,pt POR,GK,31-364,90,45,31,14,4,0,0,0,0,0,0,0,0,25,0,0,False,NewcastleUtd_Wolves_20250115
Kai Havertz,29.0,de GER,FW,25-218,90,21,21,0,0,0,0,1,0,0,0,0,0,12,0,1,True,Arsenal_Tottenham_20250115
Leandro Trossard,19.0,be BEL,LW,30-042,76,32,32,0,0,0,0,3,0,0,0,0,0,21,0,5,True,Arsenal_Tottenham_20250115
Kieran Tierney,3.0,sct SCO,"LW,LB",27-224,14,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,True,Arsenal_Tottenham_20250115
Raheem Sterling,30.0,eng ENG,RW,30-038,60,26,26,0,0,0,0,1,0,0,0,0,0,20,0,1,True,Arsenal_Tottenham_20250115
Gabriel Martinelli,11.0,br BRA,RW,23-211,30,14,14,0,0,0,0,0,0,0,0,0,0,12,0,1,True,Arsenal_Tottenham_20250115
Declan Rice,41.0,eng ENG,LM,26-001,86,42,33,9,3,0,0,8,0,5,5,0,0,33,0,0,True,Arsenal_Tottenham_20250115
Mikel Merino,23.0,es ESP,LM,28-207,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,True,Arsenal_Tottenham_20250115
Thomas Partey,5.0,gh GHA,CM,31-216,90,48,47,0,0,0,0,1,0,0,0,0,0,42,1,0,True,Arsenal_Tottenham_20250115
Martin Ødegaard,8.0,no NOR,RM,26-029,90,64,55,8,2,1,0,8,0,5,4,0,0,52,1,0,True,Arsenal_Tottenham_20250115
Myles Lewis-Skelly,49.0,eng ENG,LB,18-111,86,36,33,3,0,1,0,1,3,0,0,0,0,33,0,0,True,Arsenal_Tottenham_20250115
Oleksandr Zinchenko,17.0,ua UKR,"LW,LB",28-031,4,4,3,1,0,1,0,0,1,0,0,0,0,2,0,0,True,Arsenal_Tottenham_20250115
Gabriel Magalhães,6.0,br BRA,CB,27-027,90,44,43,1,1,0,0,0,0,0,0,0,0,39,0,0,True,Arsenal_Tottenham_20250115
William Saliba,2.0,fr FRA,CB,23-297,90,58,58,0,0,0,1,0,0,0,0,0,0,51,0,0,True,Arsenal_Tottenham_20250115
Jurriën Timber,12.0,nl NED,RB,23-212,90,43,35,8,0,0,0,2,8,0,0,0,0,37,0,0,True,Arsenal_Tottenham_20250115
David Raya,22.0,es ESP,GK,29-122,90,32,20,11,3,0,0,0,0,0,0,0,0,20,1,0,True,Arsenal_Tottenham_20250115
Dominic Solanke,19.0,eng ENG,FW,27-123,90,6,6,0,0,0,0,0,0,0,0,0,0,3,0,0,False,Arsenal_Tottenham_20250115
Son Heung-min,7.0,kr KOR,LW,32-191,77,13,13,0,0,0,0,0,0,0,0,0,0,10,0,2,False,Arsenal_Tottenham_20250115
Richarlison,9.0,br BRA,LW,27-250,13,9,8,1,1,0,1,3,0,0,0,0,0,8,0,0,False,Arsenal_Tottenham_20250115
Dejan Kulusevski,21.0,se SWE,"RM,RW",24-265,90,25,24,1,0,1,0,2,0,1,0,0,0,20,0,2,False,Arsenal_Tottenham_20250115
Lucas Bergvall,15.0,se SWE,"CM,LM",18-348,90,41,36,5,2,0,0,1,0,0,0,0,0,37,0,0,False,Arsenal_Tottenham_20250115
Yves Bissouma,8.0,ml MLI,CM,28-138,45,13,13,0,0,0,0,0,0,0,0,0,0,11,0,0,False,Arsenal_Tottenham_20250115
James Maddison,10.0,eng ENG,LM,28-053,45,28,25,2,1,0,0,2,0,1,1,0,0,22,1,0,False,Arsenal_Tottenham_20250115
Pape Matar Sarr,29.0,sn SEN,RM,22-123,45,9,9,0,0,0,0,1,0,0,0,0,0,7,0,0,False,Arsenal_Tottenham_20250115
Brennan Johnson,22.0,wls WAL,RW,23-237,45,13,13,0,0,0,0,1,0,0,0,0,0,10,0,0,False,Arsenal_Tottenham_20250115
Djed Spence,24.0,eng ENG,LB,24-159,90,64,48,16,5,0,1,1,11,0,0,0,0,54,0,1,False,Arsenal_Tottenham_20250115
Archie Gray,14.0,eng ENG,CB,18-309,90,67,61,6,4,0,0,0,0,0,0,0,0,59,0,2,False,Arsenal_Tottenham_20250115
Radu Drăgușin,6.0,ro ROU,CB,22-347,90,31,28,3,3,0,0,0,0,0,0,0,0,24,0,0,False,Arsenal_Tottenham_20250115
Pedro Porro,23.0,es ESP,RB,25-124,90,51,40,11,1,0,0,6,8,2,0,2,0,37,0,0,False,Arsenal_Tottenham_20250115
Antonín Kinský,31.0,cz CZE,GK,21-308,90,49,41,8,2,0,0,0,0,0,0,0,0,39,0,1,False,Arsenal_Tottenham_20250115
Liam Delap,19.0,eng ENG,FW,21-343,83,5,4,1,0,0,0,0,1,0,0,0,0,4,0,0,True,IpswichTown_Brighton_20250116
George Hirst,27.0,sct SCO,FW,25-336,7,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,True,IpswichTown_Brighton_20250116
Nathan Broadhead,33.0,wls WAL,"LW,AM",26-286,90,17,15,2,0,0,1,0,1,0,0,0,0,14,0,1,True,IpswichTown_Brighton_20250116
Wes Burns,7.0,wls WAL,RW,30-054,70,17,17,0,0,0,0,3,0,0,0,0,0,9,0,3,True,IpswichTown_Brighton_20250116
Jack Taylor,14.0,ie IRL,"RW,DM",26-207,20,19,18,1,1,0,0,0,0,0,0,0,0,17,0,0,True,IpswichTown_Brighton_20250116
Omari Hutchinson,20.0,eng ENG,"AM,RW",21-078,90,28,26,2,0,0,0,2,0,0,0,0,0,22,0,1,True,IpswichTown_Brighton_20250116
Jens Cajuste,12.0,se SWE,DM,25-159,70,24,22,2,1,0,0,1,1,0,0,0,0,21,0,0,True,IpswichTown_Brighton_20250116
Sam Morsy,5.0,eg EGY,DM,33-128,20,24,24,0,0,0,0,0,0,0,0,0,0,20,0,1,True,IpswichTown_Brighton_20250116
