player,shirtnumber,nationality,position,age,minutes,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,home,game_id
Richarlison,9.0,brBRA,FW,28-098,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,True,Tottenham_Burnley_20250816
Dominic Solanke,19.0,engENG,FW,27-336,20.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,True,Tottenham_Burnley_20250816
Brennan Johnson,22.0,wlsWAL,LW,24-085,79.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,True,Tottenham_Burnley_20250816
Wilson Odobert,28.0,frFRA,"RW,LW",20-261,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Tottenham_Burnley_20250816
Mohammed Kudus,20.0,ghGHA,RW,25-014,84.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,Tottenham_Burnley_20250816
Mathys Tel,11.0,frFRA,LW,20-111,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,True,Tottenham_Burnley_20250816
Lucas Bergvall,15.0,seSWE,LM,19-195,79.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,True,Tottenham_Burnley_20250816
João Palhinha,6.0,ptPOR,"DM,LM",30-038,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Tottenham_Burnley_20250816
Archie Gray,14.0,engENG,CM,19-157,70.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,True,Tottenham_Burnley_20250816
Rodrigo Bentancur,30.0,uyURU,"DM,CM",28-052,20.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,True,Tottenham_Burnley_20250816
Pape Matar Sarr,29.0,snSEN,"RM,AM",22-336,90.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,True,Tottenham_Burnley_20250816
Djed Spence,24.0,engENG,LB,25-007,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,True,Tottenham_Burnley_20250816
Micky van de Ven,37.0,nlNED,CB,24-119,90.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,True,Tottenham_Burnley_20250816
Cristian Romero,17.0,arARG,CB,27-111,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,3.0,1.0,True,Tottenham_Burnley_20250816
Pedro Porro,23.0,esESP,RB,25-337,90.0,2.0,0.0,2.0,0.0,0.0,1.0,4.0,25.0,3.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,True,Tottenham_Burnley_20250816
Guglielmo Vicario,1.0,itITA,GK,28-313,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Tottenham_Burnley_20250816
Lyle Foster,9.0,zaRSA,FW,24-347,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,False,Tottenham_Burnley_20250816
Zian Flemming,19.0,nlNED,FW,27-015,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Tottenham_Burnley_20250816
Jaidon Anthony,11.0,engENG,"LM,RM",25-258,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,False,Tottenham_Burnley_20250816
Marcus Edwards,10.0,engENG,FW,26-256,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Tottenham_Burnley_20250816
Josh Cullen,24.0,ieIRL,CM,29-131,90.0,3.0,1.0,2.0,1.0,0.0,1.0,4.0,25.0,3.0,0.0,0.0,0.0,3.0,6.0,2.0,0.0,False,Tottenham_Burnley_20250816
Josh Laurent,29.0,engENG,CM,30-102,62.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,False,Tottenham_Burnley_20250816
Lesley Ugochukwu,8.0,frFRA,CM,21-143,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Tottenham_Burnley_20250816
Hannibal Mejbri,28.0,tnTUN,RM,22-207,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Tottenham_Burnley_20250816
Jacob Bruun Larsen,7.0,dkDEN,"LM,FW",26-331,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,Tottenham_Burnley_20250816
Quilindschy Hartman,3.0,nlNED,LB,23-275,90.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,3.0,4.0,0.0,False,Tottenham_Burnley_20250816
Maxime Estève,5.0,frFRA,CB,23-082,90.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,0.0,False,Tottenham_Burnley_20250816
Hjalmar Ekdal,18.0,seSWE,CB,26-299,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,False,Tottenham_Burnley_20250816
Kyle Walker,2.0,engENG,"CB,RB",35-080,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,False,Tottenham_Burnley_20250816
Oliver Sonne,22.0,pePER,"RB,RM",24-279,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,False,Tottenham_Burnley_20250816
Loum Tchaouna,17.0,frFRA,"FW,RM",21-342,17.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,Tottenham_Burnley_20250816
Martin Dúbravka,1.0,skSVK,GK,36-213,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Tottenham_Burnley_20250816
Jørgen Strand Larsen,9.0,noNOR,FW,25-191,81.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,True,Wolves_ManchesterCity_20250816
Hwang Hee-chan,11.0,krKOR,FW,29-202,9.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,True,Wolves_ManchesterCity_20250816
Jean-Ricner Bellegarde,27.0,htHAI,LW,27-050,72.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,True,Wolves_ManchesterCity_20250816
Jhon Arias,10.0,coCOL,LW,27-329,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,True,Wolves_ManchesterCity_20250816
Marshall Munetsi,5.0,zwZIM,RW,29-055,90.0,2.0,2.0,1.0,1.0,0.0,2.0,4.0,50.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,True,Wolves_ManchesterCity_20250816
David Møller Wolfe,6.0,noNOR,LM,23-115,71.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,True,Wolves_ManchesterCity_20250816
Hugo Bueno,3.0,esESP,LM,22-332,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,True,Wolves_ManchesterCity_20250816
João Gomes,8.0,brBRA,CM,24-185,90.0,4.0,4.0,1.0,3.0,0.0,2.0,7.0,28.6,5.0,2.0,1.0,1.0,1.0,5.0,1.0,0.0,True,Wolves_ManchesterCity_20250816
André,7.0,brBRA,CM,24-031,71.0,4.0,1.0,1.0,1.0,2.0,2.0,5.0,40.0,3.0,3.0,1.0,2.0,1.0,5.0,1.0,0.0,True,Wolves_ManchesterCity_20250816
Fer López,28.0,esESP,CM,21-084,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,True,Wolves_ManchesterCity_20250816
Ki-Jana Hoever,26.0,nlNED,RM,23-210,72.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,1.0,3.0,5.0,0.0,True,Wolves_ManchesterCity_20250816
Rodrigo Gomes,21.0,ptPOR,RM,22-040,18.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,True,Wolves_ManchesterCity_20250816
Toti Gomes,24.0,ptPOR,CB,26-212,90.0,2.0,1.0,2.0,0.0,0.0,2.0,3.0,66.7,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,True,Wolves_ManchesterCity_20250816
Emmanuel Agbadou,12.0,ciCIV,CB,28-060,90.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,100.0,0.0,1.0,1.0,0.0,0.0,2.0,4.0,1.0,True,Wolves_ManchesterCity_20250816
Matt Doherty,2.0,ieIRL,CB,33-212,90.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,1.0,4.0,1.0,0.0,True,Wolves_ManchesterCity_20250816
José Sá,1.0,ptPOR,GK,32-211,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,True,Wolves_ManchesterCity_20250816
Erling Haaland,9.0,noNOR,FW,25-026,72.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,Wolves_ManchesterCity_20250816
Rayan Cherki,10.0,frFRA,FW,21-364,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,False,Wolves_ManchesterCity_20250816
Jeremy Doku,11.0,beBEL,LW,23-081,65.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Wolves_ManchesterCity_20250816
Omar Marmoush,7.0,egEGY,LW,26-190,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Wolves_ManchesterCity_20250816
Oscar Bobb,52.0,noNOR,RW,22-035,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,False,Wolves_ManchesterCity_20250816
Bernardo Silva,20.0,ptPOR,LM,31-006,65.0,4.0,2.0,1.0,3.0,0.0,2.0,3.0,66.7,1.0,1.0,0.0,1.0,0.0,4.0,1.0,0.0,False,Wolves_ManchesterCity_20250816
Nico O’Reilly,33.0,engENG,LM,20-148,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Wolves_ManchesterCity_20250816
Nicolás González,14.0,esESP,CM,23-225,90.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,,0.0,2.0,1.0,1.0,1.0,4.0,2.0,0.0,False,Wolves_ManchesterCity_20250816
Tijjani Reijnders,4.0,nlNED,RM,27-018,90.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,False,Wolves_ManchesterCity_20250816
Rayan Aït-Nouri,21.0,dzALG,LB,24-071,90.0,6.0,4.0,5.0,1.0,0.0,1.0,1.0,100.0,0.0,2.0,0.0,2.0,3.0,9.0,6.0,0.0,False,Wolves_ManchesterCity_20250816
Rúben Dias,3.0,ptPOR,CB,28-094,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,False,Wolves_ManchesterCity_20250816
John Stones,5.0,engENG,CB,31-080,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,False,Wolves_ManchesterCity_20250816
Abdukodir Khusanov,45.0,uzUZB,CB,21-168,9.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,Wolves_ManchesterCity_20250816
Rico Lewis,82.0,engENG,RB,20-268,65.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,3.0,4.0,0.0,False,Wolves_ManchesterCity_20250816
Matheus Nunes,27.0,ptPOR,RB,26-354,25.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,False,Wolves_ManchesterCity_20250816
James Trafford,1.0,engENG,GK,22-310,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,Wolves_ManchesterCity_20250816
João Pedro,20.0,brBRA,FW,23-325,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Chelsea_CrystalPalace_20250817
Liam Delap,9.0,engENG,FW,22-190,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,True,Chelsea_CrystalPalace_20250817
Jamie Gittens,11.0,engENG,LW,21-009,53.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,True,Chelsea_CrystalPalace_20250817
Estêvão Willian,41.0,brBRA,RW,18-115,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,True,Chelsea_CrystalPalace_20250817
Pedro Neto,7.0,ptPOR,"RW,LW",25-161,90.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,True,Chelsea_CrystalPalace_20250817
Cole Palmer,10.0,engENG,AM,23-103,90.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,Chelsea_CrystalPalace_20250817
Moisés Caicedo,25.0,ecECU,DM,23-288,90.0,5.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,1.0,4.0,2.0,2.0,3.0,8.0,1.0,0.0,True,Chelsea_CrystalPalace_20250817
Enzo Fernández,8.0,arARG,DM,24-212,78.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,True,Chelsea_CrystalPalace_20250817
Andrey Santos,17.0,brBRA,DM,21-106,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Chelsea_CrystalPalace_20250817
Marc Cucurella,3.0,esESP,LB,27-026,90.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,True,Chelsea_CrystalPalace_20250817
Trevoh Chalobah,23.0,engENG,CB,26-043,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,1.0,7.0,0.0,True,Chelsea_CrystalPalace_20250817
Joshua Acheampong,34.0,engENG,CB,19-104,90.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,1.0,3.0,5.0,1.0,True,Chelsea_CrystalPalace_20250817
Reece James,24.0,engENG,RB,25-252,78.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,4.0,5.0,2.0,0.0,True,Chelsea_CrystalPalace_20250817
Malo Gusto,27.0,frFRA,RB,22-090,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Chelsea_CrystalPalace_20250817
Robert Sánchez,1.0,esESP,GK,27-272,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Chelsea_CrystalPalace_20250817
Jean-Philippe Mateta,14.0,frFRA,FW,28-050,90.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,False,Chelsea_CrystalPalace_20250817
Eberechi Eze,10.0,engENG,AM,27-049,83.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,False,Chelsea_CrystalPalace_20250817
Justin Devenny,55.0,nirNIR,AM,21-310,7.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,False,Chelsea_CrystalPalace_20250817
Ismaila Sarr,7.0,snSEN,AM,27-173,90.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0,0.0,False,Chelsea_CrystalPalace_20250817
Will Hughes,19.0,engENG,CM,30-122,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,2.0,0.0,1.0,1.0,3.0,0.0,False,Chelsea_CrystalPalace_20250817
Jefferson Lerma,8.0,coCOL,CM,30-296,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,Chelsea_CrystalPalace_20250817
Adam Wharton,20.0,engENG,CM,21-192,90.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,False,Chelsea_CrystalPalace_20250817
Tyrick Mitchell,3.0,engENG,WB,25-350,90.0,5.0,5.0,4.0,1.0,0.0,4.0,7.0,57.1,3.0,1.0,1.0,0.0,0.0,5.0,6.0,0.0,False,Chelsea_CrystalPalace_20250817
Daniel Muñoz,2.0,coCOL,WB,29-083,90.0,2.0,0.0,1.0,1.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,0.0,False,Chelsea_CrystalPalace_20250817
Marc Guéhi,6.0,engENG,CB,25-035,90.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,False,Chelsea_CrystalPalace_20250817
Maxence Lacroix,5.0,frFRA,CB,25-133,90.0,3.0,2.0,2.0,1.0,0.0,2.0,2.0,100.0,0.0,4.0,3.0,1.0,2.0,5.0,8.0,1.0,False,Chelsea_CrystalPalace_20250817
Chris Richards,26.0,usUSA,CB,25-142,90.0,2.0,2.0,1.0,0.0,1.0,2.0,2.0,100.0,0.0,2.0,2.0,0.0,1.0,3.0,4.0,0.0,False,Chelsea_CrystalPalace_20250817
Dean Henderson,1.0,engENG,GK,28-158,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,False,Chelsea_CrystalPalace_20250817
Chris Wood,11.0,nzNZL,FW,33-253,78.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Nott'hamForest_Brentford_20250817
Igor Jesus,19.0,brBRA,FW,24-173,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,True,Nott'hamForest_Brentford_20250817
Callum Hudson-Odoi,7.0,engENG,LW,24-283,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Nott'hamForest_Brentford_20250817
Dan Ndoye,14.0,chSUI,RW,24-296,78.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Nott'hamForest_Brentford_20250817
Jota Silva,20.0,ptPOR,RW,26-016,12.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,True,Nott'hamForest_Brentford_20250817
Morgan Gibbs-White,10.0,engENG,AM,25-202,83.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,100.0,0.0,3.0,1.0,2.0,0.0,1.0,0.0,1.0,True,Nott'hamForest_Brentford_20250817
Ryan Yates,22.0,engENG,DM,27-269,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,True,Nott'hamForest_Brentford_20250817
Elliot Anderson,8.0,engENG,"DM,AM",22-284,90.0,2.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,3.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,True,Nott'hamForest_Brentford_20250817
Ibrahim Sangaré,6.0,ciCIV,DM,27-258,90.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,0.0,1.0,5.0,1.0,True,Nott'hamForest_Brentford_20250817
Neco Williams,3.0,wlsWAL,LB,24-126,90.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,50.0,1.0,1.0,1.0,0.0,2.0,4.0,2.0,0.0,True,Nott'hamForest_Brentford_20250817
Murillo,5.0,brBRA,CB,23-044,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,1.0,1.0,4.0,0.0,True,Nott'hamForest_Brentford_20250817
Nikola Milenković,31.0,rsSRB,CB,27-309,90.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,2.0,3.0,4.0,0.0,True,Nott'hamForest_Brentford_20250817
Ola Aina,34.0,ngNGA,RB,28-313,90.0,3.0,2.0,1.0,2.0,0.0,2.0,2.0,100.0,0.0,1.0,0.0,1.0,2.0,5.0,8.0,0.0,True,Nott'hamForest_Brentford_20250817
Matz Sels,26.0,beBEL,GK,33-172,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Nott'hamForest_Brentford_20250817
Thiago,9.0,brBRA,FW,24-052,90.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,False,Nott'hamForest_Brentford_20250817
Fabio Carvalho,14.0,ptPOR,"LW,RW,AM",22-352,90.0,3.0,2.0,0.0,1.0,2.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0,False,Nott'hamForest_Brentford_20250817
Keane Lewis-Potter,23.0,engENG,RW,24-176,68.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,False,Nott'hamForest_Brentford_20250817
Frank Onyeka,15.0,ngNGA,LM,27-228,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Nott'hamForest_Brentford_20250817
Antoni Milambo,17.0,nlNED,AM,20-136,45.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,,0.0,2.0,0.0,2.0,0.0,3.0,0.0,0.0,False,Nott'hamForest_Brentford_20250817
Kevin Schade,7.0,deGER,LW,23-263,45.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,False,Nott'hamForest_Brentford_20250817
Mathias Jensen,8.0,dkDEN,DM,29-228,68.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,3.0,2.0,0.0,False,Nott'hamForest_Brentford_20250817
Jordan Henderson,6.0,engENG,CM,35-061,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Nott'hamForest_Brentford_20250817
Yehor Yarmoliuk,18.0,uaUKR,"DM,RM",21-169,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,False,Nott'hamForest_Brentford_20250817
Rico Henry,3.0,engENG,LB,28-040,87.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,False,Nott'hamForest_Brentford_20250817
Aaron Hickey,2.0,sctSCO,LB,23-068,3.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,False,Nott'hamForest_Brentford_20250817
Sepp van den Berg,4.0,nlNED,CB,23-240,90.0,2.0,1.0,2.0,0.0,0.0,2.0,3.0,66.7,1.0,3.0,2.0,1.0,1.0,3.0,9.0,1.0,False,Nott'hamForest_Brentford_20250817
Nathan Collins,22.0,ieIRL,CB,24-109,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,False,Nott'hamForest_Brentford_20250817
Michael Kayode,33.0,itITA,RB,21-038,90.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,False,Nott'hamForest_Brentford_20250817
Caoimhín Kelleher,1.0,ieIRL,GK,26-267,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,Nott'hamForest_Brentford_20250817
Matheus Cunha,10.0,brBRA,"FW,AM",26-082,90.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,ManchesterUtd_Arsenal_20250817
Mason Mount,7.0,engENG,AM,26-219,64.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,ManchesterUtd_Arsenal_20250817
Benjamin Šeško,30.0,siSVN,FW,22-078,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,ManchesterUtd_Arsenal_20250817
