player,shirtnumber,nationality,position,age,minutes,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,home,game_id
Senne Lammens,31.0,beBEL,GK,23-146,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,CrystalPalace_ManchesterUtd_20251130
Igor Jesus,19.0,brBRA,FW,24-278,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,True,Nott'hamForest_Brighton_20251130
Arnaud Kalimuendo,15.0,frFRA,FW,23-314,16.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,Nott'hamForest_Brighton_20251130
Nicolás Domínguez,16.0,arARG,LW,27-155,45.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,True,Nott'hamForest_Brighton_20251130
Callum Hudson-Odoi,7.0,engENG,LW,25-023,45.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,True,Nott'hamForest_Brighton_20251130
Dan Ndoye,14.0,chSUI,RW,25-036,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,True,Nott'hamForest_Brighton_20251130
Omari Hutchinson,21.0,engENG,RW,22-031,45.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,True,Nott'hamForest_Brighton_20251130
Morgan Gibbs-White,10.0,engENG,AM,25-307,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,True,Nott'hamForest_Brighton_20251130
James Mcatee,24.0,engENG,AM,23-043,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Nott'hamForest_Brighton_20251130
Elliot Anderson,8.0,engENG,DM,23-024,90.0,2.0,2.0,0.0,1.0,1.0,1.0,3.0,33.3,2.0,1.0,0.0,1.0,2.0,4.0,1.0,0.0,True,Nott'hamForest_Brighton_20251130
Ibrahim Sangaré,6.0,ciCIV,DM,27-363,73.0,4.0,2.0,1.0,3.0,0.0,1.0,1.0,100.0,0.0,2.0,2.0,0.0,0.0,4.0,3.0,0.0,True,Nott'hamForest_Brighton_20251130
Ryan Yates,22.0,engENG,DM,28-009,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,True,Nott'hamForest_Brighton_20251130
Neco Williams,3.0,wlsWAL,LB,24-231,90.0,5.0,3.0,4.0,1.0,0.0,3.0,6.0,50.0,3.0,1.0,0.0,1.0,0.0,5.0,2.0,0.0,True,Nott'hamForest_Brighton_20251130
Morato,4.0,brBRA,CB,24-153,90.0,6.0,4.0,4.0,2.0,0.0,2.0,2.0,100.0,0.0,2.0,2.0,0.0,0.0,6.0,5.0,1.0,True,Nott'hamForest_Brighton_20251130
Nikola Milenković,31.0,rsSRB,CB,28-049,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,1.0,1.0,1.0,1.0,3.0,0.0,True,Nott'hamForest_Brighton_20251130
Nicolò Savona,37.0,itITA,RB,22-256,90.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,True,Nott'hamForest_Brighton_20251130
Matz Sels,26.0,beBEL,GK,33-277,90.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,Nott'hamForest_Brighton_20251130
Danny Welbeck,18.0,engENG,FW,35-004,64.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,False,Nott'hamForest_Brighton_20251130
Stefanos Tzimas,9.0,grGRE,FW,19-328,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,False,Nott'hamForest_Brighton_20251130
Maxim De Cuyper,29.0,beBEL,LW,24-343,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,False,Nott'hamForest_Brighton_20251130
Carlos Baleba,17.0,cmCMR,DM,21-331,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,False,Nott'hamForest_Brighton_20251130
Yankuba Minteh,11.0,gmGAM,RW,21-131,83.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,False,Nott'hamForest_Brighton_20251130
Brajan Gruda,8.0,deGER,RW,21-183,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Nott'hamForest_Brighton_20251130
Georginio Rutter,10.0,frFRA,AM,23-224,55.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,False,Nott'hamForest_Brighton_20251130
Jack Hinshelwood,13.0,engENG,AM,20-233,35.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,False,Nott'hamForest_Brighton_20251130
Yasin Ayari,26.0,seSWE,DM,22-055,90.0,3.0,2.0,1.0,2.0,0.0,2.0,7.0,28.6,5.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,False,Nott'hamForest_Brighton_20251130
Diego Gómez,25.0,pyPAR,DM,22-248,83.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,50.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,0.0,False,Nott'hamForest_Brighton_20251130
Joël Veltman,34.0,nlNED,LB,33-319,7.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,False,Nott'hamForest_Brighton_20251130
Ferdi Kadioglu,24.0,trTUR,"LB,LW",26-054,90.0,3.0,2.0,3.0,0.0,0.0,2.0,5.0,40.0,3.0,0.0,0.0,0.0,1.0,4.0,3.0,0.0,False,Nott'hamForest_Brighton_20251130
Lewis Dunk,5.0,engENG,CB,34-009,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,2.0,1.0,1.0,1.0,4.0,0.0,False,Nott'hamForest_Brighton_20251130
Jan Paul van Hecke,6.0,nlNED,CB,25-175,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0,3.0,0.0,False,Nott'hamForest_Brighton_20251130
Mats Wieffer,27.0,nlNED,RB,26-014,90.0,4.0,2.0,4.0,0.0,0.0,2.0,3.0,66.7,1.0,3.0,2.0,1.0,4.0,8.0,11.0,1.0,False,Nott'hamForest_Brighton_20251130
Bart Verbruggen,1.0,nlNED,GK,23-104,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,Nott'hamForest_Brighton_20251130
Donyell Malen,17.0,nlNED,"FW,AM",26-325,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,True,AstonVilla_Wolves_20251130
Amadou Onana,24.0,beBEL,DM,24-106,16.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,True,AstonVilla_Wolves_20251130
Emi Buendía,10.0,arARG,LW,28-340,53.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,AstonVilla_Wolves_20251130
Ollie Watkins,11.0,engENG,FW,29-335,37.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,AstonVilla_Wolves_20251130
John McGinn,7.0,sctSCO,RW,31-043,90.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,1.0,3.0,2.0,0.0,True,AstonVilla_Wolves_20251130
Morgan Rogers,27.0,engENG,"AM,LW",23-127,90.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,AstonVilla_Wolves_20251130
Youri Tielemans,8.0,beBEL,DM,28-207,74.0,4.0,3.0,0.0,4.0,0.0,2.0,3.0,66.7,1.0,2.0,2.0,0.0,1.0,5.0,2.0,0.0,True,AstonVilla_Wolves_20251130
Ross Barkley,6.0,engENG,AM,31-360,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,AstonVilla_Wolves_20251130
Jadon Sancho,19.0,engENG,LW,25-250,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,True,AstonVilla_Wolves_20251130
Boubacar Kamara,44.0,frFRA,DM,26-007,87.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,50.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,True,AstonVilla_Wolves_20251130
Lamare Bogarde,26.0,nlNED,DM,21-329,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,True,AstonVilla_Wolves_20251130
Lucas Digne,12.0,frFRA,LB,32-133,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,True,AstonVilla_Wolves_20251130
Pau Torres,14.0,esESP,CB,28-318,90.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,True,AstonVilla_Wolves_20251130
Ezri Konsa,4.0,engENG,CB,28-038,90.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,0.0,2.0,7.0,0.0,True,AstonVilla_Wolves_20251130
Matty Cash,2.0,plPOL,RB,28-115,90.0,2.0,1.0,1.0,1.0,0.0,2.0,3.0,66.7,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,True,AstonVilla_Wolves_20251130
Emiliano Martínez,23.0,arARG,GK,33-089,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,True,AstonVilla_Wolves_20251130
Jørgen Strand Larsen,9.0,noNOR,FW,25-297,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,False,AstonVilla_Wolves_20251130
Jean-Ricner Bellegarde,27.0,htHAI,LW,27-156,68.0,3.0,3.0,0.0,2.0,1.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,False,AstonVilla_Wolves_20251130
Tawanda Chirewa,23.0,zwZIM,"LM,RM,LW",22-050,22.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,AstonVilla_Wolves_20251130
Jhon Arias,10.0,coCOL,"RW,RM",28-070,87.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,50.0,1.0,2.0,0.0,2.0,0.0,1.0,2.0,0.0,False,AstonVilla_Wolves_20251130
Tolu Arokodare,14.0,ngNGA,"FW,RM",25-007,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,AstonVilla_Wolves_20251130
David Møller Wolfe,6.0,noNOR,LM,23-221,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,False,AstonVilla_Wolves_20251130
Hugo Bueno,3.0,esESP,LB,23-073,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,False,AstonVilla_Wolves_20251130
João Gomes,8.0,brBRA,CM,24-291,90.0,3.0,2.0,3.0,0.0,0.0,1.0,2.0,50.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,0.0,False,AstonVilla_Wolves_20251130
André,7.0,brBRA,CM,24-137,90.0,5.0,3.0,3.0,2.0,0.0,1.0,2.0,50.0,1.0,2.0,0.0,2.0,1.0,6.0,4.0,0.0,False,AstonVilla_Wolves_20251130
Jackson Tchatchoua,38.0,cmCMR,"RM,RB",24-077,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,False,AstonVilla_Wolves_20251130
Toti Gomes,24.0,ptPOR,CB,26-318,90.0,3.0,2.0,0.0,2.0,1.0,1.0,1.0,100.0,0.0,2.0,2.0,0.0,0.0,3.0,7.0,0.0,False,AstonVilla_Wolves_20251130
Emmanuel Agbadou,12.0,ciCIV,CB,28-166,90.0,2.0,1.0,2.0,0.0,0.0,2.0,3.0,66.7,1.0,1.0,1.0,0.0,0.0,2.0,5.0,0.0,False,AstonVilla_Wolves_20251130
Yerson Mosquera,15.0,coCOL,CB,24-212,76.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,3.0,0.0,3.0,0.0,1.0,2.0,0.0,False,AstonVilla_Wolves_20251130
Mateus Mane,36.0,ptPOR,"FW,LM",18-075,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,AstonVilla_Wolves_20251130
Sam Johnstone,31.0,engENG,GK,32-250,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,AstonVilla_Wolves_20251130
Callum Wilson,9.0,engENG,FW,33-276,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,True,WestHam_Liverpool_20251130
Niclas Füllkrug,11.0,deGER,FW,32-294,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,True,WestHam_Liverpool_20251130
Mateus Fernandes,18.0,ptPOR,"LW,DM",21-143,90.0,2.0,2.0,0.0,1.0,1.0,2.0,2.0,100.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0,True,WestHam_Liverpool_20251130
Jarrod Bowen,20.0,engENG,"RW,LW",28-345,90.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,True,WestHam_Liverpool_20251130
Lucas Paquetá,10.0,brBRA,AM,28-095,83.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,True,WestHam_Liverpool_20251130
Freddie Potts,32.0,engENG,DM,22-079,87.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,50.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,True,WestHam_Liverpool_20251130
Tomáš Souček,28.0,czCZE,RW,30-276,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,WestHam_Liverpool_20251130
Soungoutou Magassa,27.0,frFRA,DM,22-053,67.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,True,WestHam_Liverpool_20251130
Luis Guilherme,17.0,brBRA,"LW,DM",19-294,23.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,WestHam_Liverpool_20251130
El Hadji Malick Diouf,12.0,snSEN,LB,20-337,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,3.0,4.0,0.0,True,WestHam_Liverpool_20251130
Jean-Clair Todibo,25.0,frFRA,CB,25-335,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,True,WestHam_Liverpool_20251130
Konstantinos Mavropanos,15.0,grGRE,CB,27-354,90.0,4.0,3.0,2.0,2.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,True,WestHam_Liverpool_20251130
Aaron Wan-Bissaka,29.0,cdCOD,RB,28-004,90.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,2.0,5.0,0.0,True,WestHam_Liverpool_20251130
Alphonse Areola,23.0,frFRA,GK,32-276,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,True,WestHam_Liverpool_20251130
Alexander Isak,9.0,seSWE,FW,26-070,67.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,False,WestHam_Liverpool_20251130
Hugo Ekitike,22.0,frFRA,FW,23-163,23.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,False,WestHam_Liverpool_20251130
Cody Gakpo,18.0,nlNED,LW,26-207,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,WestHam_Liverpool_20251130
Dominik Szoboszlai,8.0,huHUN,RW,25-036,90.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0,100.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,False,WestHam_Liverpool_20251130
Florian Wirtz,7.0,deGER,AM,22-211,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,False,WestHam_Liverpool_20251130
Curtis Jones,17.0,engENG,AM,24-304,16.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,WestHam_Liverpool_20251130
Alexis Mac Allister,10.0,arARG,DM,26-341,90.0,2.0,0.0,1.0,1.0,0.0,1.0,4.0,25.0,3.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,False,WestHam_Liverpool_20251130
Ryan Gravenberch,38.0,nlNED,DM,23-198,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,False,WestHam_Liverpool_20251130
Milos Kerkez,6.0,huHUN,LB,22-023,84.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,3.0,0.0,False,WestHam_Liverpool_20251130
Andrew Robertson,26.0,sctSCO,LB,31-264,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,WestHam_Liverpool_20251130
Virgil van Dijk,4.0,nlNED,CB,34-145,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,False,WestHam_Liverpool_20251130
Ibrahima Konaté,5.0,frFRA,CB,26-189,90.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,3.0,2.0,1.0,0.0,1.0,10.0,0.0,False,WestHam_Liverpool_20251130
Joe Gomez,2.0,engENG,RB,28-191,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,1.0,2.0,3.0,3.0,3.0,0.0,False,WestHam_Liverpool_20251130
Alisson,1.0,brBRA,GK,33-059,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,WestHam_Liverpool_20251130
João Pedro,20.0,brBRA,FW,24-065,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,True,Chelsea_Arsenal_20251130
Liam Delap,9.0,engENG,FW,22-295,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Chelsea_Arsenal_20251130
Pedro Neto,7.0,ptPOR,"RW,LW",25-266,90.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,True,Chelsea_Arsenal_20251130
Estêvão Willian,41.0,brBRA,RW,18-220,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Chelsea_Arsenal_20251130
Alejandro Garnacho,49.0,arARG,LW,21-152,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Chelsea_Arsenal_20251130
Enzo Fernández,8.0,arARG,"DM,AM",24-317,90.0,4.0,1.0,3.0,1.0,0.0,2.0,3.0,66.7,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,True,Chelsea_Arsenal_20251130
Moisés Caicedo,25.0,ecECU,DM,24-028,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,True,Chelsea_Arsenal_20251130
Reece James,24.0,engENG,DM,25-357,90.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,True,Chelsea_Arsenal_20251130
Marc Cucurella,3.0,esESP,LB,27-131,90.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,6.0,0.0,True,Chelsea_Arsenal_20251130
Trevoh Chalobah,23.0,engENG,CB,26-148,90.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,True,Chelsea_Arsenal_20251130
Wesley Fofana,29.0,frFRA,CB,24-348,90.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,2.0,0.0,2.0,1.0,2.0,11.0,0.0,True,Chelsea_Arsenal_20251130
Malo Gusto,27.0,frFRA,RB,22-195,90.0,3.0,1.0,1.0,2.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,2.0,5.0,1.0,0.0,True,Chelsea_Arsenal_20251130
Robert Sánchez,1.0,esESP,GK,28-012,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,True,Chelsea_Arsenal_20251130
Mikel Merino,23.0,esESP,"FW,LM",29-161,90.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,False,Chelsea_Arsenal_20251130
Gabriel Martinelli,11.0,brBRA,LW,24-165,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Chelsea_Arsenal_20251130
Noni Madueke,20.0,engENG,LW,23-265,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Chelsea_Arsenal_20251130
Bukayo Saka,7.0,engENG,RW,24-086,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Chelsea_Arsenal_20251130
Declan Rice,41.0,engENG,"LM,CM",26-320,90.0,2.0,1.0,2.0,0.0,0.0,2.0,3.0,66.7,1.0,1.0,1.0,0.0,1.0,3.0,5.0,0.0,False,Chelsea_Arsenal_20251130
Martín Zubimendi,36.0,esESP,CM,26-301,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,False,Chelsea_Arsenal_20251130
Martin Ødegaard,8.0,noNOR,RM,26-348,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Chelsea_Arsenal_20251130
Eberechi Eze,10.0,engENG,"RM,LM",27-154,71.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,False,Chelsea_Arsenal_20251130
Viktor Gyökeres,14.0,seSWE,FW,27-179,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Chelsea_Arsenal_20251130
Riccardo Calafiori,33.0,itITA,LB,23-195,45.0,3.0,1.0,2.0,1.0,0.0,3.0,4.0,75.0,1.0,0.0,0.0,0.0,2.0,5.0,4.0,0.0,False,Chelsea_Arsenal_20251130
Myles Lewis-Skelly,49.0,engENG,LB,19-065,45.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,False,Chelsea_Arsenal_20251130
Piero Hincapié,5.0,ecECU,CB,23-325,90.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,0.0,1.0,1.0,0.0,0.0,2.0,3.0,0.0,False,Chelsea_Arsenal_20251130
Cristhian Mosquera,3.0,esESP,CB,21-156,90.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,False,Chelsea_Arsenal_20251130
Jurriën Timber,12.0,nlNED,RB,24-166,90.0,3.0,3.0,3.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,2.0,5.0,1.0,0.0,False,Chelsea_Arsenal_20251130
David Raya,1.0,esESP,GK,30-076,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Chelsea_Arsenal_20251130
Eli Junior Kroupi,22.0,frFRA,FW,19-162,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,True,Bournemouth_Everton_20251202
Evanilson,9.0,brBRA,FW,26-057,30.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,Bournemouth_Everton_20251202
Antoine Semenyo,24.0,ghGHA,LW,25-329,90.0,3.0,3.0,3.0,0.0,0.0,1.0,1.0,100.0,0.0,2.0,0.0,2.0,0.0,3.0,4.0,0.0,True,Bournemouth_Everton_20251202
Amine Adli,21.0,maMAR,RW,25-206,59.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,2.0,4.0,0.0,True,Bournemouth_Everton_20251202
Marcus Tavernier,16.0,engENG,RW,26-255,31.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,Bournemouth_Everton_20251202
