player,shirtnumber,nationality,position,age,minutes,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,home,game_id
Kyle Walker,2,engENG,RB,35-157,90,28,43,65.1,528,153,13,16,81.3,11,15,73.3,3,8,37.5,0,0.0,0.0,0,3,0,0,1,True,Burnley_Arsenal_20251101
Martin Dúbravka,1,skSVK,GK,36-290,90,23,38,60.5,804,679,3,3,100.0,10,10,100.0,10,25,40.0,0,0.0,0.0,0,1,0,0,0,True,Burnley_Arsenal_20251101
Viktor Gyökeres,14,seSWE,FW,27-150,45,10,13,76.9,164,67,5,6,83.3,2,4,50.0,1,1,100.0,0,0.8,0.2,3,2,1,0,3,False,Burnley_Arsenal_20251101
Mikel Merino,23,esESP,FW,29-132,45,10,12,83.3,120,53,9,9,100.0,0,1,0.0,1,2,50.0,0,0.1,0.0,1,1,2,0,3,False,Burnley_Arsenal_20251101
Leandro Trossard,19,beBEL,LW,30-332,89,21,33,63.6,366,99,11,15,73.3,8,10,80.0,2,7,28.6,1,0.3,0.2,2,3,1,0,4,False,Burnley_Arsenal_20251101
Myles Lewis-Skelly,49,engENG,LM,19-036,1,1,3,33.3,7,5,1,1,100.0,0,2,0.0,0,0,,0,0.0,0.0,0,0,0,0,0,False,Burnley_Arsenal_20251101
Bukayo Saka,7,engENG,"RW,LW",24-057,90,19,25,76.0,254,84,11,14,78.6,6,6,100.0,1,1,100.0,0,0.1,0.1,2,0,1,0,2,False,Burnley_Arsenal_20251101
Declan Rice,41,engENG,"LM,CM",26-291,90,65,75,86.7,1079,383,33,33,100.0,22,27,81.5,6,11,54.5,0,0.0,0.3,1,5,0,0,5,False,Burnley_Arsenal_20251101
Martín Zubimendi,36,esESP,"CM,RM",26-272,76,63,76,82.9,971,246,29,33,87.9,28,32,87.5,2,5,40.0,0,0.0,0.0,0,3,0,0,3,False,Burnley_Arsenal_20251101
Christian Nørgaard,16,dkDEN,CM,31-236,14,3,5,60.0,47,25,1,1,100.0,2,4,50.0,0,0,,0,0.0,0.0,0,0,0,0,1,False,Burnley_Arsenal_20251101
Eberechi Eze,10,engENG,"RM,LM",27-125,71,21,21,100.0,289,71,12,12,100.0,8,8,100.0,0,0,,0,0.0,0.0,0,0,0,0,4,False,Burnley_Arsenal_20251101
Ethan Nwaneri,22,engENG,"RM,RW",18-225,19,6,7,85.7,69,10,4,4,100.0,2,3,66.7,0,0,,0,0.0,0.0,0,0,0,0,0,False,Burnley_Arsenal_20251101
Riccardo Calafiori,33,itITA,LB,23-166,71,33,38,86.8,433,108,22,24,91.7,10,11,90.9,0,2,0.0,0,0.0,0.0,0,6,0,0,2,False,Burnley_Arsenal_20251101
Piero Hincapié,5,ecECU,"LB,CB",23-296,19,7,9,77.8,124,54,3,3,100.0,3,5,60.0,1,1,100.0,0,0.0,0.0,0,1,0,0,1,False,Burnley_Arsenal_20251101
Gabriel Magalhães,6,brBRA,CB,27-317,90,55,59,93.2,969,290,22,22,100.0,32,33,97.0,1,3,33.3,1,0.9,0.5,1,0,0,0,2,False,Burnley_Arsenal_20251101
William Saliba,2,frFRA,CB,24-222,90,83,87,95.4,1308,266,42,43,97.7,36,36,100.0,3,6,50.0,0,0.0,0.0,0,2,0,0,3,False,Burnley_Arsenal_20251101
Jurriën Timber,12,nlNED,"RB,RM",24-137,90,33,40,82.5,489,136,15,18,83.3,15,18,83.3,1,1,100.0,0,0.0,0.0,0,1,0,0,3,False,Burnley_Arsenal_20251101
David Raya,1,esESP,GK,30-047,90,18,31,58.1,384,224,5,5,100.0,9,9,100.0,4,17,23.5,0,0.0,0.0,0,1,0,0,0,False,Burnley_Arsenal_20251101
Danny Welbeck,18,engENG,FW,34-340,81,14,21,66.7,188,0,9,13,69.2,5,6,83.3,0,1,0.0,0,0.0,0.0,1,0,0,0,0,True,Brighton_LeedsUnited_20251101
Stefanos Tzimas,9,grGRE,FW,19-299,9,3,3,100.0,66,29,0,0,,3,3,100.0,0,0,,0,0.1,0.1,1,1,0,0,1,True,Brighton_LeedsUnited_20251101
Diego Gómez,25,pyPAR,LW,22-219,80,18,21,85.7,302,73,10,11,90.9,6,6,100.0,2,2,100.0,0,0.3,0.0,2,3,1,0,1,True,Brighton_LeedsUnited_20251101
Tom Watson,14,engENG,"LW,RW",19-207,10,1,2,50.0,19,0,0,1,0.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,True,Brighton_LeedsUnited_20251101
Yankuba Minteh,11,gmGAM,RW,21-102,87,19,31,61.3,301,70,8,10,80.0,9,12,75.0,1,6,16.7,1,0.5,0.1,2,0,1,0,1,True,Brighton_LeedsUnited_20251101
Charalampos Kostoulas,19,grGRE,LW,18-155,3,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,True,Brighton_LeedsUnited_20251101
Georginio Rutter,10,frFRA,AM,23-195,89,19,21,90.5,288,90,13,14,92.9,4,4,100.0,2,2,100.0,0,0.0,0.5,0,2,0,0,3,True,Brighton_LeedsUnited_20251101
Nehemiah Oriola,58,engENG,AM,18-143,1,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,True,Brighton_LeedsUnited_20251101
Yasin Ayari,26,seSWE,DM,22-026,89,40,49,81.6,612,143,23,26,88.5,16,18,88.9,1,3,33.3,0,0.0,0.0,0,3,1,0,4,True,Brighton_LeedsUnited_20251101
Joe Knight,49,engENG,DM,20-041,1,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,True,Brighton_LeedsUnited_20251101
Carlos Baleba,17,cmCMR,DM,21-302,90,42,46,91.3,546,52,31,33,93.9,10,11,90.9,1,2,50.0,0,0.0,0.0,0,2,0,0,0,True,Brighton_LeedsUnited_20251101
Ferdi Kadioglu,24,trTUR,LB,26-025,90,40,47,85.1,757,167,13,15,86.7,24,26,92.3,3,4,75.0,0,0.0,0.0,0,2,0,0,2,True,Brighton_LeedsUnited_20251101
Lewis Dunk,5,engENG,CB,33-345,90,91,98,92.9,1608,407,37,37,100.0,48,51,94.1,6,9,66.7,0,0.0,0.0,0,3,0,0,5,True,Brighton_LeedsUnited_20251101
Jan Paul van Hecke,6,nlNED,CB,25-146,90,93,103,90.3,1896,780,33,36,91.7,51,52,98.1,9,15,60.0,0,0.1,0.0,1,13,0,0,11,True,Brighton_LeedsUnited_20251101
Mats Wieffer,27,nlNED,RB,25-350,90,39,43,90.7,745,246,14,14,100.0,20,21,95.2,5,8,62.5,1,0.8,0.4,2,2,0,0,0,True,Brighton_LeedsUnited_20251101
Bart Verbruggen,1,nlNED,GK,23-075,90,39,45,86.7,820,504,14,14,100.0,19,19,100.0,6,12,50.0,0,0.0,0.0,0,1,0,0,0,True,Brighton_LeedsUnited_20251101
Dominic Calvert-Lewin,9,engENG,FW,28-230,64,5,9,55.6,39,11,4,6,66.7,0,1,0.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,False,Brighton_LeedsUnited_20251101
Lukas Nmecha,14,deGER,FW,26-322,26,2,2,100.0,29,0,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,False,Brighton_LeedsUnited_20251101
Noah Okafor,19,chSUI,LM,25-161,76,8,20,40.0,183,80,3,5,60.0,3,9,33.3,2,5,40.0,0,0.0,0.0,0,1,0,0,0,False,Brighton_LeedsUnited_20251101
Jack Harrison,20,engENG,LM,28-346,14,7,7,100.0,63,1,4,4,100.0,1,1,100.0,0,0,,0,0.1,0.0,1,0,0,0,0,False,Brighton_LeedsUnited_20251101
Ao Tanaka,22,jpJPN,CM,27-052,60,49,55,89.1,821,110,22,22,100.0,22,22,100.0,3,6,50.0,0,0.0,0.0,0,3,0,0,6,False,Brighton_LeedsUnited_20251101
Daniel James,7,wlsWAL,RM,27-356,30,2,4,50.0,49,44,0,1,0.0,1,2,50.0,1,1,100.0,0,0.1,0.2,1,1,0,0,1,False,Brighton_LeedsUnited_20251101
Sean Longstaff,8,engENG,CM,28-002,59,28,34,82.4,464,158,13,14,92.9,11,12,91.7,2,5,40.0,0,0.0,0.1,0,2,1,0,2,False,Brighton_LeedsUnited_20251101
Anton Stach,18,deGER,CM,26-351,31,24,29,82.8,373,85,15,16,93.8,7,7,100.0,2,6,33.3,0,0.0,0.0,0,2,0,0,2,False,Brighton_LeedsUnited_20251101
Brenden Aaronson,11,usUSA,"RM,CM",25-010,90,25,27,92.6,382,20,15,17,88.2,10,10,100.0,0,0,,0,0.2,0.2,1,1,0,0,1,False,Brighton_LeedsUnited_20251101
Ethan Ampadu,4,wlsWAL,DM,25-048,90,58,63,92.1,1015,188,30,33,90.9,22,24,91.7,5,5,100.0,0,0.0,0.0,0,2,0,0,3,False,Brighton_LeedsUnited_20251101
Gabriel Gudmundsson,3,seSWE,LB,26-186,90,42,53,79.2,577,173,24,25,96.0,15,18,83.3,1,4,25.0,0,0.0,0.0,1,0,0,0,2,False,Brighton_LeedsUnited_20251101
Jaka Bijol,15,siSVN,CB,26-269,90,81,86,94.2,1347,545,39,40,97.5,33,34,97.1,8,9,88.9,0,0.0,0.0,0,5,0,0,1,False,Brighton_LeedsUnited_20251101
Joe Rodon,6,wlsWAL,CB,28-010,90,52,57,91.2,885,384,21,24,87.5,29,30,96.7,2,3,66.7,0,0.0,0.0,0,2,0,0,4,False,Brighton_LeedsUnited_20251101
Jayden Bogle,2,engENG,RB,25-097,76,27,33,81.8,507,155,13,14,92.9,10,11,90.9,3,5,60.0,0,0.0,0.0,0,2,1,0,1,False,Brighton_LeedsUnited_20251101
James Justin,24,engENG,RB,27-251,14,7,8,87.5,95,26,4,4,100.0,2,2,100.0,0,1,0.0,0,0.0,0.0,0,1,0,0,1,False,Brighton_LeedsUnited_20251101
Lucas Perri,1,brBRA,GK,27-326,90,31,42,73.8,659,407,9,9,100.0,16,17,94.1,6,16,37.5,0,0.0,0.0,0,0,0,0,0,False,Brighton_LeedsUnited_20251101
Randal Kolo Muani,39,frFRA,"FW,LW",26-331,72,5,7,71.4,73,9,3,5,60.0,2,2,100.0,0,0,,0,0.0,0.0,1,0,0,0,0,True,Tottenham_Chelsea_20251101
Brennan Johnson,22,wlsWAL,RW,24-162,18,3,4,75.0,18,1,1,2,50.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,True,Tottenham_Chelsea_20251101
Lucas Bergvall,15,seSWE,LW,19-272,6,1,1,100.0,18,0,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,True,Tottenham_Chelsea_20251101
Xavi Simons,7,nlNED,"LW,AM",22-194,66,26,32,81.3,395,73,13,14,92.9,13,14,92.9,0,1,0.0,0,0.0,0.0,0,2,0,0,6,True,Tottenham_Chelsea_20251101
Wilson Odobert,28,frFRA,LW,20-338,18,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,True,Tottenham_Chelsea_20251101
Mohammed Kudus,20,ghGHA,"RW,AM",25-091,90,25,32,78.1,337,70,16,16,100.0,8,9,88.9,0,5,0.0,0,0.0,0.1,0,2,0,0,3,True,Tottenham_Chelsea_20251101
Pape Matar Sarr,29,snSEN,"AM,DM",23-048,90,24,34,70.6,336,51,15,19,78.9,9,13,69.2,0,0,,0,0.1,0.0,2,1,1,0,1,True,Tottenham_Chelsea_20251101
Rodrigo Bentancur,30,uyURU,DM,28-129,59,25,30,83.3,341,68,14,14,100.0,9,13,69.2,1,1,100.0,0,0.0,0.0,0,0,0,0,2,True,Tottenham_Chelsea_20251101
Richarlison,9,brBRA,FW,28-175,31,1,3,33.3,10,4,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,True,Tottenham_Chelsea_20251101
João Palhinha,6,ptPOR,DM,30-115,90,28,37,75.7,432,151,17,19,89.5,10,14,71.4,1,3,33.3,0,0.0,0.0,0,0,0,0,2,True,Tottenham_Chelsea_20251101
Djed Spence,24,engENG,"LB,RB",25-084,90,31,45,68.9,594,237,9,13,69.2,20,26,76.9,2,3,66.7,0,0.0,0.0,0,3,0,0,1,True,Tottenham_Chelsea_20251101
Micky van de Ven,37,nlNED,CB,24-196,90,52,56,92.9,932,256,19,20,95.0,30,31,96.8,3,5,60.0,0,0.0,0.0,0,1,0,0,3,True,Tottenham_Chelsea_20251101
Kevin Danso,4,atAUT,CB,27-043,59,29,37,78.4,607,316,7,9,77.8,19,21,90.5,3,7,42.9,0,0.0,0.0,0,3,0,0,4,True,Tottenham_Chelsea_20251101
Cristian Romero,17,arARG,CB,27-188,31,15,20,75.0,368,185,0,1,0.0,13,15,86.7,2,4,50.0,0,0.0,0.0,0,1,0,0,1,True,Tottenham_Chelsea_20251101
Pedro Porro,23,esESP,RB,26-049,72,22,43,51.2,458,231,5,8,62.5,13,22,59.1,3,10,30.0,0,0.0,0.0,0,3,2,0,5,True,Tottenham_Chelsea_20251101
Destiny Udogie,13,itITA,LB,22-338,18,8,11,72.7,107,9,5,5,100.0,3,5,60.0,0,0,,0,0.0,0.0,0,0,0,0,0,True,Tottenham_Chelsea_20251101
Guglielmo Vicario,1,itITA,GK,29-025,90,24,42,57.1,628,419,2,2,100.0,15,15,100.0,7,24,29.2,0,0.0,0.0,0,0,0,0,0,True,Tottenham_Chelsea_20251101
João Pedro,20,brBRA,FW,24-036,90,14,23,60.9,139,28,11,16,68.8,2,3,66.7,0,0,,0,0.5,0.1,2,1,1,0,2,False,Tottenham_Chelsea_20251101
Alejandro Garnacho,49,arARG,LW,21-123,65,18,22,81.8,266,25,10,12,83.3,4,5,80.0,2,2,100.0,0,0.7,0.6,2,0,0,0,0,False,Tottenham_Chelsea_20251101
Jamie Gittens,11,engENG,LW,21-085,25,9,11,81.8,108,17,7,8,87.5,2,2,100.0,0,0,,0,0.0,0.0,0,0,1,0,2,False,Tottenham_Chelsea_20251101
Pedro Neto,7,ptPOR,RW,25-237,84,22,29,75.9,418,55,10,12,83.3,7,9,77.8,3,5,60.0,0,0.0,0.0,1,2,0,0,3,False,Tottenham_Chelsea_20251101
Estêvão Willian,41,brBRA,RW,18-191,6,4,4,100.0,58,50,3,3,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,2,1,0,3,False,Tottenham_Chelsea_20251101
Enzo Fernández,8,arARG,AM,24-288,90,37,46,80.4,706,258,16,19,84.2,15,17,88.2,4,5,80.0,0,0.9,0.2,4,7,2,0,11,False,Tottenham_Chelsea_20251101
Moisés Caicedo,25,ecECU,DM,23-364,90,31,36,86.1,486,153,14,15,93.3,16,17,94.1,0,1,0.0,1,0.8,0.3,2,5,1,0,5,False,Tottenham_Chelsea_20251101
Reece James,24,engENG,"DM,RB",25-328,90,48,59,81.4,945,374,18,22,81.8,23,24,95.8,6,9,66.7,0,0.4,0.5,1,6,2,1,6,False,Tottenham_Chelsea_20251101
Marc Cucurella,3,esESP,LB,27-102,90,51,60,85.0,804,326,24,26,92.3,24,26,92.3,2,7,28.6,0,0.0,0.0,0,3,0,0,4,False,Tottenham_Chelsea_20251101
Trevoh Chalobah,23,engENG,CB,26-119,90,38,44,86.4,651,150,19,20,95.0,16,17,94.1,3,7,42.9,0,0.0,0.0,0,1,0,0,1,False,Tottenham_Chelsea_20251101
Wesley Fofana,29,frFRA,CB,24-319,88,34,42,81.0,636,234,14,15,93.3,16,20,80.0,4,7,57.1,0,0.0,0.0,0,0,0,0,1,False,Tottenham_Chelsea_20251101
Tosin Adarabioyo,4,engENG,CB,28-038,2,1,2,50.0,41,42,0,0,,0,1,0.0,1,1,100.0,0,0.0,0.0,0,0,0,0,0,False,Tottenham_Chelsea_20251101
Malo Gusto,27,frFRA,RB,22-166,75,30,39,76.9,436,187,18,21,85.7,10,13,76.9,1,2,50.0,0,0.3,0.1,2,2,1,1,4,False,Tottenham_Chelsea_20251101
Roméo Lavia,45,beBEL,DM,21-299,15,4,6,66.7,60,15,2,2,100.0,2,2,100.0,0,1,0.0,0,0.0,0.0,0,0,0,0,1,False,Tottenham_Chelsea_20251101
Robert Sánchez,1,esESP,GK,27-348,90,31,44,70.5,880,711,5,5,100.0,14,14,100.0,10,23,43.5,0,0.0,0.0,0,2,0,0,0,False,Tottenham_Chelsea_20251101
Hugo Ekitike,22,frFRA,FW,23-134,76,9,12,75.0,95,11,7,10,70.0,1,1,100.0,0,0,,0,0.0,0.0,0,1,0,0,1,True,Liverpool_AstonVilla_20251101
Florian Wirtz,7,deGER,FW,22-182,14,1,2,50.0,18,12,0,0,,1,1,100.0,0,1,0.0,0,0.1,0.0,1,0,0,0,1,True,Liverpool_AstonVilla_20251101
Cody Gakpo,18,nlNED,LW,26-178,90,20,28,71.4,294,96,14,14,100.0,5,9,55.6,1,2,50.0,0,0.1,0.1,2,2,1,0,4,True,Liverpool_AstonVilla_20251101
Mohamed Salah,11,egEGY,RW,33-139,90,25,37,67.6,396,144,15,18,83.3,9,10,90.0,1,3,33.3,0,0.0,0.1,1,1,3,0,7,True,Liverpool_AstonVilla_20251101
Dominik Szoboszlai,8,huHUN,AM,25-007,90,57,64,89.1,865,185,30,31,96.8,25,27,92.6,2,4,50.0,0,0.2,0.1,3,5,1,0,7,True,Liverpool_AstonVilla_20251101
Alexis Mac Allister,10,arARG,DM,26-312,90,48,51,94.1,675,220,30,31,96.8,14,14,100.0,2,4,50.0,1,0.2,0.1,3,6,1,0,6,True,Liverpool_AstonVilla_20251101
Ryan Gravenberch,38,nlNED,DM,23-169,90,46,52,88.5,658,217,25,28,89.3,19,20,95.0,0,1,0.0,0,0.1,0.2,1,8,1,0,7,True,Liverpool_AstonVilla_20251101
Andrew Robertson,26,sctSCO,LB,31-235,90,50,63,79.4,791,280,26,29,89.7,20,23,87.0,3,8,37.5,0,0.1,0.1,1,6,0,0,6,True,Liverpool_AstonVilla_20251101
Virgil van Dijk,4,nlNED,CB,34-116,90,77,82,93.9,1287,639,43,44,97.7,28,28,100.0,5,9,55.6,0,0.0,0.0,0,4,1,0,7,True,Liverpool_AstonVilla_20251101
Ibrahima Konaté,5,frFRA,CB,26-160,90,43,50,86.0,888,269,14,17,82.4,25,26,96.2,4,6,66.7,0,0.0,0.0,0,7,0,0,2,True,Liverpool_AstonVilla_20251101
Conor Bradley,12,nirNIR,RB,22-115,90,35,43,81.4,578,219,18,20,90.0,15,18,83.3,2,5,40.0,0,0.0,0.1,0,3,0,0,3,True,Liverpool_AstonVilla_20251101
Giorgi Mamardashvili,25,geGEO,GK,25-033,90,20,24,83.3,574,418,2,2,100.0,11,11,100.0,7,11,63.6,0,0.0,0.0,0,0,0,0,0,True,Liverpool_AstonVilla_20251101
Ollie Watkins,11,engENG,FW,29-306,73,9,11,81.8,99,15,6,7,85.7,2,2,100.0,0,0,,0,0.0,0.0,1,1,1,0,1,False,Liverpool_AstonVilla_20251101
Jadon Sancho,19,engENG,"LW,LM",25-221,17,12,14,85.7,232,31,7,7,100.0,2,3,66.7,3,3,100.0,0,0.1,0.0,1,0,2,0,2,False,Liverpool_AstonVilla_20251101
John McGinn,7,sctSCO,LW,31-014,58,15,20,75.0,240,29,9,9,100.0,5,9,55.6,1,1,100.0,0,0.0,0.0,1,0,0,0,2,False,Liverpool_AstonVilla_20251101
Ross Barkley,6,engENG,"AM,CM",31-331,32,8,9,88.9,123,48,4,5,80.0,4,4,100.0,0,0,,0,0.0,0.0,1,1,1,0,2,False,Liverpool_AstonVilla_20251101
Evann Guessand,29,ciCIV,RW,24-123,58,1,5,20.0,13,0,1,3,33.3,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,False,Liverpool_AstonVilla_20251101
Donyell Malen,17,nlNED,"FW,RW",26-296,32,2,2,100.0,11,0,2,2,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,False,Liverpool_AstonVilla_20251101
Morgan Rogers,27,engENG,"AM,RW,LW",23-098,90,17,27,63.0,273,73,8,12,66.7,7,9,77.8,1,2,50.0,0,0.1,0.2,1,2,2,0,3,False,Liverpool_AstonVilla_20251101
Amadou Onana,24,beBEL,DM,24-077,90,44,49,89.8,855,313,18,18,100.0,22,26,84.6,4,5,80.0,0,0.0,0.0,1,6,2,0,7,False,Liverpool_AstonVilla_20251101
Boubacar Kamara,44,frFRA,DM,25-343,90,45,50,90.0,764,255,17,18,94.4,25,26,96.2,2,4,50.0,0,0.0,0.0,1,5,0,0,6,False,Liverpool_AstonVilla_20251101
Lucas Digne,12,frFRA,LB,32-104,74,20,26,76.9,368,187,8,8,100.0,10,12,83.3,2,6,33.3,0,0.0,0.0,1,4,0,0,3,False,Liverpool_AstonVilla_20251101
Ian Maatsen,22,nlNED,LB,23-236,16,11,16,68.8,172,63,7,7,100.0,4,7,57.1,0,1,0.0,0,0.0,0.0,1,1,1,0,4,False,Liverpool_AstonVilla_20251101
Pau Torres,14,esESP,CB,28-289,73,33,40,82.5,562,211,14,14,100.0,18,19,94.7,1,7,14.3,0,0.0,0.0,0,1,0,0,2,False,Liverpool_AstonVilla_20251101
Tyrone Mings,5,engENG,CB,32-233,17,9,10,90.0,170,81,3,3,100.0,5,5,100.0,1,2,50.0,0,0.0,0.0,0,1,0,0,0,False,Liverpool_AstonVilla_20251101
Ezri Konsa,4,engENG,CB,28-009,90,55,58,94.8,978,243,17,17,100.0,37,37,100.0,0,1,0.0,0,0.0,0.0,0,3,0,0,4,False,Liverpool_AstonVilla_20251101
Matty Cash,2,plPOL,RB,28-086,90,29,44,65.9,627,143,8,10,80.0,15,18,83.3,6,15,40.0,0,0.1,0.0,1,2,1,1,3,False,Liverpool_AstonVilla_20251101
Emiliano Martínez,23,arARG,GK,33-060,90,42,52,80.8,1009,627,15,15,100.0,19,20,95.0,8,17,47.1,0,0.0,0.0,0,0,0,0,0,False,Liverpool_AstonVilla_20251101
Callum Wilson,9,engENG,FW,33-248,60,4,7,57.1,70,14,2,2,100.0,1,1,100.0,1,1,100.0,0,0.0,0.0,0,0,0,0,1,True,WestHam_NewcastleUtd_20251102
Tomáš Souček,28,czCZE,"FW,CM",30-248,30,1,4,25.0,24,1,0,1,0.0,1,1,100.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,True,WestHam_NewcastleUtd_20251102
Crysencio Summerville,7,nlNED,LW,24-003,78,18,22,81.8,229,27,12,12,100.0,6,7,85.7,0,0,,0,0.1,0.0,1,2,0,0,1,True,WestHam_NewcastleUtd_20251102
Kyle Walker-Peters,2,engENG,"LM,LW",28-203,12,2,4,50.0,25,0,2,2,100.0,0,1,0.0,0,0,,0,0.0,0.0,0,0,0,0,0,True,WestHam_NewcastleUtd_20251102
Jarrod Bowen,20,engENG,"RW,FW",28-317,90,17,22,77.3,257,51,8,9,88.9,9,10,90.0,0,0,,0,0.4,0.1,2,1,0,0,2,True,WestHam_NewcastleUtd_20251102
Lucas Paquetá,10,brBRA,"LM,RM,CM",28-067,90,48,60,80.0,796,252,26,29,89.7,15,20,75.0,5,9,55.6,0,0.2,0.1,1,3,2,0,8,True,WestHam_NewcastleUtd_20251102
Freddie Potts,32,engENG,CM,22-051,90,35,45,77.8,618,152,20,22,90.9,9,9,100.0,5,9,55.6,0,0.1,0.0,2,3,0,0,1,True,WestHam_NewcastleUtd_20251102
Mateus Fernandes,18,ptPOR,RM,21-115,84,30,34,88.2,523,180,17,18,94.4,7,7,100.0,6,8,75.0,1,0.1,0.1,3,3,1,1,5,True,WestHam_NewcastleUtd_20251102
Igor,5,brBRA,CB,27-268,6,0,1,0.0,0,0,0,0,,0,0,,0,1,0.0,0,0.0,0.0,0,0,0,0,0,True,WestHam_NewcastleUtd_20251102
El Hadji Malick Diouf,12,snSEN,LB,20-309,90,33,44,75.0,566,193,17,18,94.4,9,12,75.0,6,13,46.2,0,0.0,0.0,0,1,1,1,2,True,WestHam_NewcastleUtd_20251102
Jean-Clair Todibo,25,frFRA,CB,25-307,90,22,25,88.0,418,109,8,8,100.0,12,12,100.0,2,4,50.0,0,0.0,0.0,0,1,1,0,2,True,WestHam_NewcastleUtd_20251102
Max Kilman,3,engENG,CB,28-163,90,22,28,78.6,433,123,5,6,83.3,16,17,94.1,1,5,20.0,0,0.0,0.0,1,4,0,0,3,True,WestHam_NewcastleUtd_20251102
Aaron Wan-Bissaka,29,cdCOD,RB,27-341,90,25,38,65.8,364,138,16,18,88.9,8,16,50.0,1,4,25.0,0,0.0,0.0,0,0,1,0,3,True,WestHam_NewcastleUtd_20251102
Alphonse Areola,23,frFRA,GK,32-248,90,12,33,36.4,464,400,1,1,100.0,2,2,100.0,9,30,30.0,0,0.0,0.0,0,1,0,0,0,True,WestHam_NewcastleUtd_20251102
Nick Woltemade,27,deGER,FW,23-261,45,8,10,80.0,88,6,7,7,100.0,1,1,100.0,0,1,0.0,0,0.0,0.0,1,1,0,0,0,False,WestHam_NewcastleUtd_20251102
William Osula,18,dkDEN,FW,22-090,45,3,5,60.0,38,0,2,3,66.7,1,2,50.0,0,0,,0,0.0,0.0,0,0,0,0,0,False,WestHam_NewcastleUtd_20251102
Anthony Gordon,10,engENG,LW,24-251,45,14,19,73.7,249,77,7,10,70.0,6,7,85.7,1,1,100.0,0,0.0,0.0,0,3,1,0,4,False,WestHam_NewcastleUtd_20251102
Jacob Ramsey,41,engENG,"LM,RM",24-158,45,17,21,81.0,259,56,12,14,85.7,5,6,83.3,0,0,,0,0.0,0.0,0,1,0,0,2,False,WestHam_NewcastleUtd_20251102
Jacob Murphy,23,engENG,"RW,RB",30-251,76,14,27,51.9,246,125,7,9,77.8,6,14,42.9,1,3,33.3,0,0.1,0.1,1,2,2,0,4,False,WestHam_NewcastleUtd_20251102
Anthony Elanga,20,seSWE,RW,23-189,14,7,10,70.0,101,21,5,5,100.0,2,3,66.7,0,1,0.0,0,0.1,0.1,1,0,0,0,1,False,WestHam_NewcastleUtd_20251102
Joelinton,7,brBRA,"LM,LW",29-080,90,34,40,85.0,551,128,18,19,94.7,15,17,88.2,1,3,33.3,0,0.0,0.0,0,6,1,0,4,False,WestHam_NewcastleUtd_20251102
Sandro Tonali,8,itITA,"CM,RB",25-178,90,92,102,90.2,1896,614,28,30,93.3,50,51,98.0,14,20,70.0,0,0.0,0.1,0,18,2,0,15,False,WestHam_NewcastleUtd_20251102
Bruno Guimarães,39,brBRA,"RM,CM",27-351,90,67,76,88.2,1091,214,31,33,93.9,34,35,97.1,2,5,40.0,1,0.1,0.1,4,10,2,0,13,False,WestHam_NewcastleUtd_20251102
Dan Burn,33,engENG,LB,33-177,90,42,55,76.4,728,221,23,27,85.2,16,18,88.9,3,7,42.9,0,0.0,0.0,0,6,0,0,5,False,WestHam_NewcastleUtd_20251102
Sven Botman,4,nlNED,CB,25-294,64,45,54,83.3,830,381,15,16,93.8,29,32,90.6,1,5,20.0,0,0.0,0.0,1,1,0,0,7,False,WestHam_NewcastleUtd_20251102
Harvey Barnes,11,engENG,"LW,RW",27-328,26,7,8,87.5,102,21,3,3,100.0,4,5,80.0,0,0,,0,0.0,0.0,0,0,0,0,0,False,WestHam_NewcastleUtd_20251102
Malick Thiaw,12,deGER,"CB,RB",24-086,90,62,75,82.7,1113,445,24,25,96.0,33,39,84.6,4,9,44.4,0,0.0,0.0,0,9,1,0,10,False,WestHam_NewcastleUtd_20251102
Emil Krafth,17,seSWE,RB,31-092,45,22,28,78.6,363,165,7,8,87.5,14,18,77.8,1,1,100.0,0,0.0,0.0,0,1,0,0,2,False,WestHam_NewcastleUtd_20251102
Fabian Schär,5,chSUI,CB,33-317,45,44,51,86.3,991,370,7,8,87.5,31,32,96.9,6,11,54.5,0,0.0,0.0,0,6,0,0,7,False,WestHam_NewcastleUtd_20251102
