player,shirtnumber,nationality,position,age,minutes,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,home,game_id
Lutsharel Geertruida,6,nlNED,LM,25-057,7,0,1,0.0,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,False,CrystalPalace_Sunderland_20250913
Granit Xhaka,34,chSUI,CM,32-351,90,42,53,79.2,892,245,11,12,91.7,25,28,89.3,6,10,60.0,0,0.1,0.1,1,7,1,0,7,False,CrystalPalace_Sunderland_20250913
Habib Diarra,19,snSEN,RM,21-253,90,19,26,73.1,285,40,11,14,78.6,7,10,70.0,1,1,100.0,0,0.0,0.0,0,2,1,0,3,False,CrystalPalace_Sunderland_20250913
Reinildo Mandava,17,mzMOZ,LB,31-235,90,38,47,80.9,682,202,15,16,93.8,22,25,88.0,1,5,20.0,0,0.0,0.0,0,5,0,0,6,False,CrystalPalace_Sunderland_20250913
Omar Alderete,15,pyPAR,CB,28-261,90,60,70,85.7,1367,589,12,15,80.0,37,40,92.5,11,15,73.3,0,0.0,0.0,0,4,0,0,5,False,CrystalPalace_Sunderland_20250913
Nordi Mukiele,20,frFRA,CB,27-316,90,46,58,79.3,1029,244,8,8,100.0,31,36,86.1,7,12,58.3,0,0.1,0.0,1,0,0,0,2,False,CrystalPalace_Sunderland_20250913
Trai Hume,32,nirNIR,RB,23-179,90,37,56,66.1,644,271,17,20,85.0,18,24,75.0,2,9,22.2,0,0.0,0.0,2,4,3,1,5,False,CrystalPalace_Sunderland_20250913
Robin Roefs,22,nlNED,GK,22-239,90,32,43,74.4,851,541,6,6,100.0,17,17,100.0,8,19,42.1,0,0.0,0.0,0,1,0,0,0,False,CrystalPalace_Sunderland_20250913
Beto,9,gwGNB,FW,27-225,74,5,9,55.6,70,9,3,5,60.0,2,3,66.7,0,0,,0,0.0,0.0,0,1,0,0,1,True,Everton_AstonVilla_20250913
Thierno Barry,11,frFRA,FW,22-327,16,2,2,100.0,14,0,2,2,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,True,Everton_AstonVilla_20250913
Jack Grealish,18,engENG,LW,30-003,90,31,39,79.5,429,85,20,21,95.2,9,10,90.0,1,1,100.0,0,0.4,0.3,5,2,1,1,2,True,Everton_AstonVilla_20250913
Iliman Ndiaye,10,snSEN,RW,25-191,90,22,24,91.7,350,61,12,12,100.0,9,10,90.0,1,1,100.0,0,0.3,0.2,2,1,0,0,2,True,Everton_AstonVilla_20250913
Kiernan Dewsbury-Hall,22,engENG,AM,27-007,90,30,40,75.0,538,178,12,13,92.3,14,16,87.5,2,8,25.0,0,0.2,0.3,2,8,2,0,8,True,Everton_AstonVilla_20250913
Tim Iroegbunam,42,engENG,DM,22-075,65,18,21,85.7,322,72,8,9,88.9,9,9,100.0,1,2,50.0,0,0.0,0.0,0,1,0,0,4,True,Everton_AstonVilla_20250913
Merlin Röhl,34,deGER,DM,23-070,25,7,10,70.0,98,39,4,6,66.7,3,4,75.0,0,0,,0,0.1,0.0,1,2,0,0,1,True,Everton_AstonVilla_20250913
Idrissa Gana Gueye,27,snSEN,DM,35-352,90,37,41,90.2,618,163,16,17,94.1,20,20,100.0,1,1,100.0,0,0.0,0.0,0,3,1,0,4,True,Everton_AstonVilla_20250913
James Garner,37,engENG,LB,24-184,90,50,59,84.7,906,397,23,25,92.0,22,25,88.0,5,8,62.5,0,0.5,0.3,4,9,2,1,8,True,Everton_AstonVilla_20250913
Michael Keane,5,engENG,CB,32-245,90,28,33,84.8,569,181,11,12,91.7,11,12,91.7,6,9,66.7,0,0.1,0.0,1,0,0,0,1,True,Everton_AstonVilla_20250913
James Tarkowski,6,engENG,CB,32-298,90,29,37,78.4,628,386,7,7,100.0,16,19,84.2,5,8,62.5,0,0.1,0.0,1,4,1,0,6,True,Everton_AstonVilla_20250913
Jake O'Brien,15,ieIRL,RB,24-121,90,27,40,67.5,524,263,15,18,83.3,7,12,58.3,5,6,83.3,0,0.0,0.1,1,2,1,1,2,True,Everton_AstonVilla_20250913
Jordan Pickford,1,engENG,GK,31-190,90,22,36,61.1,700,510,1,1,100.0,14,14,100.0,7,21,33.3,0,0.0,0.0,0,2,0,0,0,True,Everton_AstonVilla_20250913
Ollie Watkins,11,engENG,FW,29-257,82,9,10,90.0,95,3,5,6,83.3,2,2,100.0,0,0,,0,0.1,0.0,1,0,0,0,0,False,Everton_AstonVilla_20250913
Donyell Malen,17,nlNED,FW,26-247,8,1,1,100.0,6,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,False,Everton_AstonVilla_20250913
Emi Buendía,10,arARG,LW,28-262,70,24,32,75.0,287,107,18,20,90.0,4,5,80.0,0,2,0.0,0,0.1,0.1,1,3,1,0,4,False,Everton_AstonVilla_20250913
Harvey Elliott,9,engENG,"AM,LW",22-162,20,8,10,80.0,118,18,5,5,100.0,3,4,75.0,0,1,0.0,0,0.0,0.0,0,1,0,0,2,False,Everton_AstonVilla_20250913
John McGinn,7,sctSCO,"DM,RW",30-330,90,32,34,94.1,609,176,14,14,100.0,13,14,92.9,5,5,100.0,0,0.0,0.0,1,3,1,0,8,False,Everton_AstonVilla_20250913
Morgan Rogers,27,engENG,"AM,LW",23-049,90,14,21,66.7,162,45,9,13,69.2,4,6,66.7,0,0,,0,0.0,0.0,0,1,0,0,2,False,Everton_AstonVilla_20250913
Youri Tielemans,8,beBEL,DM,28-129,45,30,35,85.7,525,136,14,16,87.5,11,12,91.7,4,5,80.0,0,0.0,0.0,0,4,0,0,3,False,Everton_AstonVilla_20250913
Evann Guessand,29,ciCIV,RW,24-074,45,3,5,60.0,43,5,2,2,100.0,1,2,50.0,0,0,,0,0.0,0.0,0,0,1,0,1,False,Everton_AstonVilla_20250913
Lamare Bogarde,26,nlNED,DM,21-251,82,29,30,96.7,442,64,16,16,100.0,10,11,90.9,2,2,100.0,0,0.0,0.0,0,1,0,0,0,False,Everton_AstonVilla_20250913
Victor Lindelöf,3,seSWE,DM,31-058,8,4,4,100.0,72,24,1,1,100.0,3,3,100.0,0,0,,0,0.0,0.0,0,0,0,0,2,False,Everton_AstonVilla_20250913
Lucas Digne,12,frFRA,LB,32-055,90,34,53,64.2,505,154,19,23,82.6,11,17,64.7,3,7,42.9,0,0.0,0.0,0,0,1,1,0,False,Everton_AstonVilla_20250913
Tyrone Mings,5,engENG,CB,32-184,90,39,47,83.0,664,239,19,23,82.6,17,17,100.0,3,6,50.0,0,0.0,0.0,0,3,0,0,6,False,Everton_AstonVilla_20250913
Ezri Konsa,4,engENG,CB,27-325,90,57,60,95.0,871,306,32,32,100.0,22,22,100.0,2,4,50.0,0,0.0,0.0,0,3,0,0,1,False,Everton_AstonVilla_20250913
Matty Cash,2,plPOL,RB,28-037,90,26,34,76.5,436,149,12,13,92.3,12,12,100.0,2,7,28.6,0,0.2,0.1,1,4,0,0,1,False,Everton_AstonVilla_20250913
Emiliano Martínez,23,arARG,GK,33-011,90,19,35,54.3,565,407,4,4,100.0,8,9,88.9,7,22,31.8,0,0.0,0.0,0,1,0,0,0,False,Everton_AstonVilla_20250913
Evanilson,9,brBRA,FW,25-342,89,18,21,85.7,130,8,14,15,93.3,0,1,0.0,0,0,,0,0.0,0.0,0,1,0,0,0,True,Bournemouth_Brighton_20250913
Julio Soler,6,arARG,LW,20-209,1,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,True,Bournemouth_Brighton_20250913
David Brooks,7,wlsWAL,LW,28-067,66,20,28,71.4,258,109,15,18,83.3,5,7,71.4,0,1,0.0,0,0.0,0.0,0,1,1,0,3,True,Bournemouth_Brighton_20250913
Amine Adli,21,maMAR,"AM,RW,LW",25-126,24,9,12,75.0,122,42,7,8,87.5,1,1,100.0,1,1,100.0,0,0.0,0.0,0,0,0,0,2,True,Bournemouth_Brighton_20250913
Antoine Semenyo,24,ghGHA,"RW,FW",25-249,90,23,32,71.9,301,101,16,20,80.0,6,9,66.7,1,3,33.3,1,0.1,0.1,2,1,1,0,3,True,Bournemouth_Brighton_20250913
Marcus Tavernier,16,engENG,"AM,DM",26-175,86,32,40,80.0,501,118,16,17,94.1,11,14,78.6,2,4,50.0,0,0.1,0.1,1,2,2,0,4,True,Bournemouth_Brighton_20250913
Lewis Cook,4,engENG,"DM,AM",28-222,4,1,2,50.0,13,0,1,1,100.0,0,0,,0,1,0.0,0,0.0,0.0,0,0,0,0,0,True,Bournemouth_Brighton_20250913
Alex Scott,8,engENG,DM,22-023,66,23,26,88.5,369,84,13,13,100.0,7,7,100.0,2,5,40.0,0,0.0,0.0,1,2,0,0,2,True,Bournemouth_Brighton_20250913
Justin Kluivert,19,nlNED,"LW,DM,AM",26-131,24,6,11,54.5,79,34,5,6,83.3,1,2,50.0,0,3,0.0,0,0.1,0.3,1,1,0,0,2,True,Bournemouth_Brighton_20250913
Tyler Adams,12,usUSA,DM,26-211,90,39,47,83.0,556,156,24,27,88.9,13,16,81.3,2,3,66.7,0,0.0,0.0,1,3,0,0,2,True,Bournemouth_Brighton_20250913
Adrien Truffert,3,frFRA,LB,23-297,90,29,37,78.4,489,180,18,18,100.0,8,11,72.7,3,7,42.9,0,0.1,0.1,2,6,2,2,4,True,Bournemouth_Brighton_20250913
Marcos Senesi,5,arARG,CB,28-126,90,38,57,66.7,835,299,10,14,71.4,18,22,81.8,10,17,58.8,0,0.0,0.0,0,3,1,1,5,True,Bournemouth_Brighton_20250913
Veljko Milosavljević,44,rsSRB,CB,18-077,90,33,40,82.5,551,189,14,15,93.3,17,18,94.4,2,6,33.3,0,0.1,0.2,1,4,0,0,3,True,Bournemouth_Brighton_20250913
James Hill,23,engENG,RB,23-246,86,30,41,73.2,554,284,13,13,100.0,13,17,76.5,3,6,50.0,0,0.0,0.0,0,3,0,0,2,True,Bournemouth_Brighton_20250913
Álex Jiménez,20,esESP,RB,20-128,4,2,4,50.0,46,37,1,2,50.0,0,0,,1,2,50.0,0,0.0,0.0,0,0,0,0,0,True,Bournemouth_Brighton_20250913
Đorđe Petrović,1,rsSRB,GK,25-340,90,27,36,75.0,859,586,1,1,100.0,15,15,100.0,11,20,55.0,0,0.0,0.0,0,0,0,0,0,True,Bournemouth_Brighton_20250913
Danny Welbeck,18,engENG,FW,34-291,66,15,17,88.2,216,47,7,7,100.0,7,7,100.0,0,0,,0,0.0,0.0,0,1,0,0,1,False,Bournemouth_Brighton_20250913
Stefanos Tzimas,9,grGRE,FW,19-250,24,1,2,50.0,7,0,1,1,100.0,0,0,,0,1,0.0,0,0.0,0.0,0,0,0,0,0,False,Bournemouth_Brighton_20250913
Kaoru Mitoma,22,jpJPN,LW,28-116,90,17,25,68.0,188,33,12,16,75.0,4,6,66.7,0,0,,0,0.0,0.0,0,0,1,0,1,False,Bournemouth_Brighton_20250913
Yankuba Minteh,11,gmGAM,RW,21-053,90,10,27,37.0,131,51,6,11,54.5,3,10,30.0,1,4,25.0,1,0.4,0.1,1,0,1,1,1,False,Bournemouth_Brighton_20250913
Georginio Rutter,10,frFRA,AM,23-146,66,16,22,72.7,279,76,7,8,87.5,7,7,100.0,1,2,50.0,0,0.1,0.0,1,4,0,0,4,False,Bournemouth_Brighton_20250913
Brajan Gruda,8,deGER,AM,21-105,24,6,11,54.5,103,35,3,4,75.0,3,5,60.0,0,2,0.0,0,0.0,0.0,0,1,0,0,2,False,Bournemouth_Brighton_20250913
Jack Hinshelwood,13,engENG,DM,20-155,2,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,False,Bournemouth_Brighton_20250913
Yasin Ayari,26,seSWE,DM,21-342,88,36,46,78.3,553,144,20,24,83.3,15,18,83.3,1,2,50.0,0,0.0,0.1,0,2,1,0,6,False,Bournemouth_Brighton_20250913
James Milner,20,engENG,DM,39-252,66,27,35,77.1,551,181,10,12,83.3,12,13,92.3,5,9,55.6,0,0.0,0.0,0,3,0,0,1,False,Bournemouth_Brighton_20250913
Carlos Baleba,17,cmCMR,DM,21-253,24,12,18,66.7,208,30,6,6,100.0,4,8,50.0,2,4,50.0,0,0.0,0.0,0,0,0,0,0,False,Bournemouth_Brighton_20250913
Maxim De Cuyper,29,beBEL,LB,24-265,23,6,9,66.7,66,40,4,4,100.0,2,4,50.0,0,0,,0,0.0,0.0,0,1,0,0,0,False,Bournemouth_Brighton_20250913
Ferdi Kadioglu,24,trTUR,LB,25-341,67,28,30,93.3,465,201,13,13,100.0,13,13,100.0,2,2,100.0,0,0.0,0.0,0,2,2,1,2,False,Bournemouth_Brighton_20250913
Lewis Dunk,5,engENG,CB,33-296,90,32,36,88.9,564,149,15,15,100.0,14,17,82.4,2,3,66.7,0,0.0,0.0,1,0,0,0,1,False,Bournemouth_Brighton_20250913
Jan Paul van Hecke,6,nlNED,CB,25-097,90,46,57,80.7,976,683,17,18,94.4,21,23,91.3,8,15,53.3,0,0.0,0.0,0,7,0,0,6,False,Bournemouth_Brighton_20250913
Joël Veltman,34,nlNED,RB,33-241,90,30,42,71.4,580,226,9,11,81.8,18,22,81.8,3,6,50.0,0,0.0,0.0,1,4,0,0,6,False,Bournemouth_Brighton_20250913
Bart Verbruggen,1,nlNED,GK,23-026,90,32,38,84.2,790,553,10,10,100.0,13,13,100.0,9,15,60.0,0,0.0,0.0,0,1,1,0,0,False,Bournemouth_Brighton_20250913
Lucas Paquetá,10,brBRA,FW,28-017,67,15,25,60.0,212,43,11,15,73.3,2,5,40.0,2,4,50.0,0,0.0,0.0,1,0,0,0,2,True,WestHam_Tottenham_20250913
Callum Wilson,9,engENG,FW,33-198,23,2,5,40.0,28,22,1,1,100.0,1,4,25.0,0,0,,0,0.0,0.0,0,1,0,0,1,True,WestHam_Tottenham_20250913
Crysencio Summerville,7,nlNED,LW,23-318,60,10,12,83.3,135,34,7,8,87.5,3,3,100.0,0,1,0.0,0,0.0,0.0,0,0,0,0,2,True,WestHam_Tottenham_20250913
Luis Guilherme,17,brBRA,LW,19-216,30,4,4,100.0,53,42,2,2,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,True,WestHam_Tottenham_20250913
Jarrod Bowen,20,engENG,RW,28-267,90,15,19,78.9,188,28,10,11,90.9,4,4,100.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,True,WestHam_Tottenham_20250913
Mateus Fernandes,18,ptPOR,AM,21-065,60,19,23,82.6,264,38,8,10,80.0,5,6,83.3,2,3,66.7,0,0.4,0.2,2,1,1,0,4,True,WestHam_Tottenham_20250913
Soungoutou Magassa,27,frFRA,DM,21-340,30,12,13,92.3,202,53,7,8,87.5,4,4,100.0,1,1,100.0,0,0.0,0.0,0,0,0,0,0,True,WestHam_Tottenham_20250913
James Ward-Prowse,8,engENG,DM,30-316,89,30,34,88.2,603,150,11,11,100.0,12,12,100.0,7,10,70.0,0,0.2,0.2,2,6,1,1,3,True,WestHam_Tottenham_20250913
Andy Irving,39,sctSCO,DM,25-123,1,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,True,WestHam_Tottenham_20250913
Tomáš Souček,28,czCZE,DM,30-198,53,17,24,70.8,243,83,10,12,83.3,4,7,57.1,2,3,66.7,0,0.0,0.0,0,0,0,0,0,True,WestHam_Tottenham_20250913
El Hadji Malick Diouf,12,snSEN,LB,20-259,90,24,33,72.7,361,142,15,16,93.8,6,8,75.0,2,5,40.0,0,0.0,0.0,0,2,1,1,1,True,WestHam_Tottenham_20250913
Max Kilman,3,engENG,CB,28-113,90,31,36,86.1,699,179,3,3,100.0,25,25,100.0,2,7,28.6,0,0.0,0.0,0,2,0,0,1,True,WestHam_Tottenham_20250913
Konstantinos Mavropanos,15,grGRE,CB,27-276,90,31,39,79.5,659,335,10,10,100.0,17,20,85.0,4,9,44.4,0,0.0,0.0,0,4,0,0,4,True,WestHam_Tottenham_20250913
Kyle Walker-Peters,2,engENG,RB,28-153,90,34,38,89.5,483,203,20,21,95.2,12,13,92.3,0,2,0.0,0,0.0,0.0,1,4,0,0,2,True,WestHam_Tottenham_20250913
Mads Hermansen,1,dkDEN,GK,25-064,90,18,35,51.4,570,434,4,4,100.0,8,8,100.0,6,23,26.1,0,0.0,0.0,0,0,0,0,0,True,WestHam_Tottenham_20250913
Mathys Tel,11,frFRA,"FW,LW",20-139,78,9,12,75.0,139,42,7,7,100.0,1,2,50.0,1,1,100.0,0,0.0,0.0,0,1,0,0,1,False,WestHam_Tottenham_20250913
Wilson Odobert,28,frFRA,LW,20-289,12,13,13,100.0,161,30,7,7,100.0,4,4,100.0,0,0,,0,0.0,0.0,0,0,1,0,1,False,WestHam_Tottenham_20250913
Xavi Simons,7,nlNED,LW,22-145,70,29,40,72.5,513,65,14,17,82.4,9,13,69.2,5,9,55.6,1,0.1,0.1,1,1,0,0,4,False,WestHam_Tottenham_20250913
Richarlison,9,brBRA,FW,28-126,20,1,1,100.0,12,0,1,1,100.0,0,0,,0,0,,0,0.3,0.0,1,0,0,0,0,False,WestHam_Tottenham_20250913
Mohammed Kudus,20,ghGHA,"RW,AM",25-042,90,21,35,60.0,373,138,11,14,78.6,6,8,75.0,4,11,36.4,0,0.2,0.1,2,4,1,0,2,False,WestHam_Tottenham_20250913
Lucas Bergvall,15,seSWE,LM,19-223,79,25,31,80.6,476,159,8,9,88.9,10,12,83.3,5,8,62.5,1,0.1,0.1,1,5,1,0,6,False,WestHam_Tottenham_20250913
Brennan Johnson,22,wlsWAL,RW,24-113,11,4,6,66.7,52,4,3,4,75.0,1,1,100.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,False,WestHam_Tottenham_20250913
João Palhinha,6,ptPOR,"CM,DM",30-066,90,58,65,89.2,1092,253,20,22,90.9,30,33,90.9,7,8,87.5,0,0.0,0.0,0,5,1,0,6,False,WestHam_Tottenham_20250913
Pape Matar Sarr,29,snSEN,"RM,DM",22-364,90,47,53,88.7,763,109,22,25,88.0,20,21,95.2,3,4,75.0,0,0.0,0.0,0,6,0,0,5,False,WestHam_Tottenham_20250913
Djed Spence,24,engENG,LB,25-035,70,42,57,73.7,573,263,26,29,89.7,12,16,75.0,2,6,33.3,0,0.0,0.0,0,2,1,0,4,False,WestHam_Tottenham_20250913
Destiny Udogie,13,itITA,LB,22-289,20,18,20,90.0,226,73,12,12,100.0,5,6,83.3,0,0,,0,0.0,0.0,1,1,0,0,1,False,WestHam_Tottenham_20250913
Micky van de Ven,37,nlNED,CB,24-147,79,52,58,89.7,976,209,18,19,94.7,30,32,93.8,4,7,57.1,0,0.1,0.0,1,3,0,0,1,False,WestHam_Tottenham_20250913
Kevin Danso,4,atAUT,CB,26-359,11,19,20,95.0,419,75,3,3,100.0,12,13,92.3,4,4,100.0,0,0.0,0.0,0,3,0,0,2,False,WestHam_Tottenham_20250913
Cristian Romero,17,arARG,CB,27-139,90,75,81,92.6,1483,542,23,24,95.8,44,47,93.6,8,9,88.9,1,0.2,0.1,2,7,2,0,7,False,WestHam_Tottenham_20250913
Pedro Porro,23,esESP,RB,26-000,90,43,60,71.7,829,296,15,16,93.8,23,26,88.5,4,14,28.6,0,0.3,0.4,2,3,2,2,4,False,WestHam_Tottenham_20250913
Guglielmo Vicario,1,itITA,GK,28-341,90,37,43,86.0,755,402,8,8,100.0,26,26,100.0,3,8,37.5,0,0.0,0.0,0,0,0,0,0,False,WestHam_Tottenham_20250913
Kevin Schade,7,deGER,FW,23-290,90,10,15,66.7,162,65,3,7,42.9,3,3,100.0,2,3,66.7,0,0.0,0.0,0,1,0,0,1,True,Brentford_Chelsea_20250913
Thiago,9,brBRA,FW,24-079,72,7,15,46.7,117,17,4,6,66.7,2,6,33.3,1,1,100.0,0,0.3,0.0,1,0,1,1,0,True,Brentford_Chelsea_20250913
Rico Henry,3,engENG,LB,28-067,18,3,6,50.0,39,1,2,3,66.7,1,3,33.3,0,0,,0,0.0,0.0,0,0,0,0,0,True,Brentford_Chelsea_20250913
Yehor Yarmoliuk,18,uaUKR,CM,21-196,90,26,33,78.8,462,114,12,14,85.7,11,13,84.6,2,3,66.7,0,0.0,0.1,1,3,2,0,5,True,Brentford_Chelsea_20250913
Jordan Henderson,6,engENG,CM,35-088,90,26,35,74.3,680,231,5,5,100.0,13,15,86.7,8,12,66.7,1,0.2,0.0,1,5,1,1,6,True,Brentford_Chelsea_20250913
Mathias Jensen,8,dkDEN,CM,29-255,72,15,24,62.5,394,158,4,6,66.7,6,10,60.0,5,8,62.5,0,0.1,0.1,1,4,1,0,4,True,Brentford_Chelsea_20250913
Dango Ouattara,19,bfBFA,FW,23-214,18,3,8,37.5,22,0,3,7,42.9,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,True,Brentford_Chelsea_20250913
Keane Lewis-Potter,23,engENG,"LB,CM",24-203,89,21,26,80.8,371,152,7,7,100.0,10,14,71.4,3,4,75.0,0,0.0,0.0,1,1,0,0,0,True,Brentford_Chelsea_20250913
Fabio Carvalho,14,ptPOR,CM,23-014,1,2,2,100.0,51,24,1,1,100.0,0,0,,1,1,100.0,0,0.0,0.0,0,0,0,0,0,True,Brentford_Chelsea_20250913
Ethan Pinnock,5,jmJAM,CB,32-107,82,23,32,71.9,375,216,9,13,69.2,9,11,81.8,2,5,40.0,0,0.0,0.0,0,3,0,0,1,True,Brentford_Chelsea_20250913
Kristoffer Ajer,20,noNOR,CB,27-149,8,2,2,100.0,36,29,1,1,100.0,1,1,100.0,0,0,,1,0.7,0.4,1,0,0,0,0,True,Brentford_Chelsea_20250913
Nathan Collins,22,ieIRL,CB,24-136,90,25,31,80.6,540,239,6,8,75.0,17,17,100.0,2,6,33.3,0,0.1,0.0,1,0,0,0,0,True,Brentford_Chelsea_20250913
Sepp van den Berg,4,nlNED,CB,23-267,90,28,32,87.5,516,139,9,10,90.0,17,18,94.4,2,3,66.7,0,0.0,0.0,0,0,0,0,0,True,Brentford_Chelsea_20250913
Michael Kayode,33,itITA,RB,21-065,82,21,27,77.8,238,28,17,18,94.4,4,5,80.0,0,2,0.0,0,0.0,0.0,0,1,0,0,0,True,Brentford_Chelsea_20250913
Aaron Hickey,2,sctSCO,RB,23-095,8,1,3,33.3,11,1,1,3,33.3,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,True,Brentford_Chelsea_20250913
Caoimhín Kelleher,1,ieIRL,GK,26-294,90,23,33,69.7,722,517,3,3,100.0,12,12,100.0,8,18,44.4,0,0.0,0.0,0,0,0,0,0,True,Brentford_Chelsea_20250913
João Pedro,20,brBRA,FW,23-352,78,25,32,78.1,320,60,19,19,100.0,5,8,62.5,1,2,50.0,1,0.2,0.0,1,2,1,0,3,False,Brentford_Chelsea_20250913
Alejandro Garnacho,49,arARG,LW,21-074,12,2,5,40.0,15,3,2,2,100.0,0,2,0.0,0,1,0.0,0,0.1,0.0,1,0,0,0,0,False,Brentford_Chelsea_20250913
Jamie Gittens,11,engENG,LW,21-036,55,11,14,78.6,148,12,7,7,100.0,4,5,80.0,0,0,,0,0.1,0.0,1,0,0,0,0,False,Brentford_Chelsea_20250913
Cole Palmer,10,engENG,AM,23-130,35,12,14,85.7,190,64,6,7,85.7,5,5,100.0,1,2,50.0,0,0.0,0.1,0,0,2,0,5,False,Brentford_Chelsea_20250913
Pedro Neto,7,ptPOR,RW,25-188,90,26,37,70.3,458,133,12,13,92.3,9,12,75.0,5,9,55.6,0,0.4,0.2,3,2,1,0,3,False,Brentford_Chelsea_20250913
Facundo Buonanotte,40,arARG,AM,20-264,45,20,22,90.9,251,29,15,16,93.8,3,4,75.0,1,1,100.0,0,0.3,0.1,2,2,0,0,0,False,Brentford_Chelsea_20250913
Tyrique George,32,engENG,"LW,FW,AM",19-221,45,8,9,88.9,162,48,3,3,100.0,3,3,100.0,2,2,100.0,0,0.0,0.1,0,1,2,1,2,False,Brentford_Chelsea_20250913
Moisés Caicedo,25,ecECU,DM,23-315,90,63,66,95.5,943,209,42,42,100.0,15,16,93.8,5,5,100.0,0,0.0,0.1,0,4,1,0,5,False,Brentford_Chelsea_20250913
Enzo Fernández,8,arARG,DM,24-239,90,68,80,85.0,1051,349,40,44,90.9,22,24,91.7,5,11,45.5,0,0.1,0.1,2,11,3,1,8,False,Brentford_Chelsea_20250913
Jorrel Hato,21,nlNED,LB,19-190,45,22,24,91.7,296,6,15,16,93.8,5,5,100.0,1,2,50.0,0,0.0,0.0,0,0,0,0,0,False,Brentford_Chelsea_20250913
Marc Cucurella,3,esESP,LB,27-053,45,16,20,80.0,218,18,6,8,75.0,8,8,100.0,0,1,0.0,0,0.1,0.0,2,1,0,0,1,False,Brentford_Chelsea_20250913
Trevoh Chalobah,23,engENG,CB,26-070,90,85,93,91.4,1472,515,43,43,100.0,36,42,85.7,6,7,85.7,0,0.0,0.3,1,12,1,0,9,False,Brentford_Chelsea_20250913
Tosin Adarabioyo,4,engENG,CB,27-354,90,82,87,94.3,1520,615,25,27,92.6,51,52,98.1,5,7,71.4,0,0.0,0.0,0,5,1,0,7,False,Brentford_Chelsea_20250913
Wesley Fofana,29,frFRA,RB,24-270,45,51,56,91.1,736,153,28,30,93.3,21,22,95.5,1,2,50.0,0,0.0,0.0,0,9,0,0,2,False,Brentford_Chelsea_20250913
Reece James,24,engENG,RB,25-279,45,38,41,92.7,668,175,21,21,100.0,14,14,100.0,3,5,60.0,0,0.0,0.0,0,5,0,0,3,False,Brentford_Chelsea_20250913
Robert Sánchez,1,esESP,GK,27-299,90,14,17,82.4,371,246,2,2,100.0,6,6,100.0,6,9,66.7,0,0.0,0.0,0,0,0,0,0,False,Brentford_Chelsea_20250913
Lyle Foster,9,zaRSA,FW,25-011,85,3,13,23.1,22,4,2,4,50.0,0,2,0.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,True,Burnley_Liverpool_20250914
Joe Worrall,4,engENG,"CB,FW",28-247,5,0,2,0.0,0,0,0,0,,0,1,0.0,0,0,,0,0.0,0.0,0,0,0,0,0,True,Burnley_Liverpool_20250914
Jaidon Anthony,11,engENG,"LM,RM",25-287,88,5,12,41.7,82,47,3,5,60.0,1,4,25.0,1,2,50.0,0,0.0,0.0,0,1,0,0,0,True,Burnley_Liverpool_20250914
Armando Broja,27,alALB,"FW,RM",24-004,2,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,True,Burnley_Liverpool_20250914
Lesley Ugochukwu,8,frFRA,CM,21-172,83,3,8,37.5,67,41,2,4,50.0,0,0,,1,1,100.0,0,0.0,0.0,0,1,0,0,0,True,Burnley_Liverpool_20250914
Josh Cullen,24,ieIRL,CM,29-160,62,12,16,75.0,241,125,3,4,75.0,6,8,75.0,2,2,100.0,0,0.0,0.0,0,3,0,0,4,True,Burnley_Liverpool_20250914
Florentino Luís,16,ptPOR,CM,26-026,28,7,8,87.5,75,58,4,5,80.0,2,2,100.0,0,0,,0,0.0,0.0,0,1,0,0,1,True,Burnley_Liverpool_20250914
Loum Tchaouna,17,frFRA,RM,22-006,62,5,9,55.6,61,26,4,5,80.0,1,2,50.0,0,0,,0,0.1,0.0,1,1,0,0,2,True,Burnley_Liverpool_20250914
Hannibal Mejbri,28,tnTUN,"RM,LM,CM",22-236,28,3,3,100.0,41,0,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,True,Burnley_Liverpool_20250914
Quilindschy Hartman,3,nlNED,LB,23-304,90,8,22,36.4,174,105,2,3,66.7,5,14,35.7,1,4,25.0,0,0.0,0.0,1,0,0,0,2,True,Burnley_Liverpool_20250914
