Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Succ,home,game_id
Granit Xhaka,34.0,ch SUI,CM,33-028,90,0,0,0,0,1,0,0,0,50,4,1,0,0.1,0.1,0.0,2,0,29,40,72.5,4,20,0,0,False,Chelsea_Sunderland_20251025
Bertrand Traoré,25.0,bf BFA,RM,30-049,64,0,0,0,0,2,1,0,0,24,0,1,2,0.1,0.1,0.1,2,1,10,14,71.4,1,14,1,0,False,Chelsea_Sunderland_20251025
Chemsdine Talbi,7.0,ma MAR,"LM,RM",20-169,26,1,0,0,0,1,1,0,0,9,0,0,0,0.1,0.1,0.0,0,0,7,8,87.5,0,5,0,0,False,Chelsea_Sunderland_20251025
Reinildo Mandava,17.0,mz MOZ,LB,31-277,90,0,0,0,0,0,0,0,0,35,1,2,0,0.0,0.0,0.0,0,0,20,25,80.0,6,18,1,1,False,Chelsea_Sunderland_20251025
Lutsharel Geertruida,6.0,nl NED,CB,25-099,90,0,0,0,0,1,0,0,0,43,0,0,1,0.0,0.0,0.0,2,1,30,34,88.2,1,25,1,1,False,Chelsea_Sunderland_20251025
Daniel Ballard,5.0,nir NIR,CB,26-033,90,0,0,0,0,1,1,0,0,35,2,0,0,0.1,0.1,0.0,0,0,22,25,88.0,1,13,1,0,False,Chelsea_Sunderland_20251025
Nordi Mukiele,20.0,fr FRA,CB,27-358,90,0,0,0,0,0,0,0,0,40,1,1,1,0.0,0.0,0.0,0,0,25,32,78.1,4,17,0,0,False,Chelsea_Sunderland_20251025
Trai Hume,32.0,nir NIR,RB,23-221,90,0,0,0,0,0,0,0,0,44,1,1,0,0.0,0.0,0.0,0,0,27,35,77.1,5,22,1,0,False,Chelsea_Sunderland_20251025
Robin Roefs,22.0,nl NED,GK,22-281,90,0,0,0,0,0,0,0,0,44,0,0,0,0.0,0.0,0.0,0,0,19,40,47.5,0,26,0,0,False,Chelsea_Sunderland_20251025
Benjamin Šeško,30.0,si SVN,FW,22-147,81,0,1,0,0,2,1,1,0,25,0,1,1,0.2,0.2,0.1,1,1,6,14,42.9,3,12,0,0,True,ManchesterUtd_Brighton_20251025
Joshua Zirkzee,11.0,nl NED,FW,24-156,9,0,0,0,0,0,0,0,0,11,2,0,0,0.0,0.0,0.0,0,0,3,4,75.0,1,6,0,1,True,ManchesterUtd_Brighton_20251025
Matheus Cunha,10.0,br BRA,AM,26-151,80,1,0,0,0,2,2,0,0,57,3,1,1,0.1,0.1,0.2,3,0,32,40,80.0,5,40,1,2,True,ManchesterUtd_Brighton_20251025
Manuel Ugarte,25.0,uy URU,CM,24-197,10,0,0,0,0,0,0,0,0,13,2,1,1,0.0,0.0,0.0,0,0,7,9,77.8,0,3,0,0,True,ManchesterUtd_Brighton_20251025
Bryan Mbeumo,19.0,cm CMR,AM,26-079,90,2,0,0,0,3,3,0,0,53,0,0,1,0.5,0.5,0.3,2,0,35,40,87.5,4,32,5,4,True,ManchesterUtd_Brighton_20251025
Bruno Fernandes,8.0,pt POR,"CM,AM",31-047,90,0,0,0,0,4,2,0,0,74,3,2,1,0.4,0.4,0.2,6,1,45,54,83.3,8,39,2,3,True,ManchesterUtd_Brighton_20251025
Casemiro,18.0,br BRA,CM,33-244,69,1,1,0,0,1,1,0,0,44,3,2,4,0.0,0.0,0.1,1,1,25,32,78.1,1,22,0,0,True,ManchesterUtd_Brighton_20251025
Kobbie Mainoo,37.0,eng ENG,CM,20-189,21,0,0,0,0,0,0,0,0,18,1,1,3,0.0,0.0,0.0,2,0,8,9,88.9,1,6,0,1,True,ManchesterUtd_Brighton_20251025
Diogo Dalot,2.0,pt POR,WB,26-221,90,0,0,0,0,1,0,0,0,41,2,1,1,0.0,0.0,0.1,3,2,29,33,87.9,3,16,1,1,True,ManchesterUtd_Brighton_20251025
Amad Diallo,16.0,ci CIV,WB,23-106,69,0,0,0,0,0,0,0,0,38,0,1,2,0.0,0.0,0.0,0,0,26,34,76.5,3,22,3,1,True,ManchesterUtd_Brighton_20251025
Patrick Dorgu,13.0,dk DEN,WB,20-364,21,0,0,0,0,0,0,1,0,12,2,0,0,0.0,0.0,0.0,0,0,6,8,75.0,0,1,0,0,True,ManchesterUtd_Brighton_20251025
Luke Shaw,23.0,eng ENG,CB,30-105,64,0,1,0,0,0,0,0,0,39,1,1,0,0.0,0.0,0.0,1,1,31,35,88.6,3,20,0,0,True,ManchesterUtd_Brighton_20251025
Ayden Heaven,26.0,eng ENG,CB,19-033,26,0,1,0,0,0,0,0,0,18,1,0,1,0.0,0.0,0.3,1,1,13,14,92.9,1,8,0,0,True,ManchesterUtd_Brighton_20251025
Matthijs de Ligt,4.0,nl NED,CB,26-074,90,0,0,0,0,0,0,0,0,51,0,1,1,0.0,0.0,0.0,0,0,39,44,88.6,1,28,0,0,True,ManchesterUtd_Brighton_20251025
Leny Yoro,15.0,fr FRA,CB,19-346,90,0,0,0,0,0,0,0,0,59,1,2,1,0.0,0.0,0.0,0,0,48,51,94.1,2,36,0,0,True,ManchesterUtd_Brighton_20251025
Senne Lammens,31.0,be BEL,GK,23-110,90,0,0,0,0,0,0,0,0,52,0,0,0,0.0,0.0,0.0,1,0,26,51,51.0,0,32,0,0,True,ManchesterUtd_Brighton_20251025
Danny Welbeck,18.0,eng ENG,FW,34-333,90,1,0,0,0,3,2,0,0,30,0,0,0,0.2,0.2,0.1,3,0,19,23,82.6,2,13,2,3,False,ManchesterUtd_Brighton_20251025
Yankuba Minteh,11.0,gm GAM,"LW,RW",21-095,90,0,0,0,0,1,0,0,0,37,2,0,0,0.0,0.0,0.0,2,1,12,26,46.2,1,18,2,3,False,ManchesterUtd_Brighton_20251025
Ferdi Kadioglu,24.0,tr TUR,"RW,LB",26-018,90,0,0,0,0,2,1,1,0,53,2,2,1,0.1,0.1,0.0,6,0,31,43,72.1,3,30,4,3,False,ManchesterUtd_Brighton_20251025
Georginio Rutter,10.0,fr FRA,AM,23-188,78,0,0,0,0,0,0,0,0,41,0,0,0,0.0,0.0,0.1,2,0,24,33,72.7,5,18,1,3,False,ManchesterUtd_Brighton_20251025
Charalampos Kostoulas,19.0,gr GRE,"DM,AM",18-148,12,1,0,0,0,2,1,0,0,12,0,0,1,0.2,0.2,0.0,1,1,3,6,50.0,0,5,1,2,False,ManchesterUtd_Brighton_20251025
Yasin Ayari,26.0,se SWE,DM,22-019,59,0,0,0,0,2,0,0,0,63,0,3,0,0.1,0.1,0.0,2,0,45,52,86.5,1,25,1,0,False,ManchesterUtd_Brighton_20251025
Diego Gómez,25.0,py PAR,"DM,RB",22-212,31,0,0,0,0,1,0,0,0,28,2,1,0,0.0,0.0,0.0,1,0,16,20,80.0,2,10,1,0,False,ManchesterUtd_Brighton_20251025
Carlos Baleba,17.0,cm CMR,DM,21-295,58,0,0,0,0,2,0,1,0,48,1,1,0,0.0,0.0,0.0,1,0,34,42,81.0,2,22,1,0,False,ManchesterUtd_Brighton_20251025
James Milner,20.0,eng ENG,DM,39-294,32,0,1,0,0,0,0,0,0,34,0,0,1,0.0,0.0,0.2,2,1,32,32,100.0,2,13,0,0,False,ManchesterUtd_Brighton_20251025
Maxim De Cuyper,29.0,be BEL,LB,24-307,58,0,0,0,0,1,0,0,0,41,0,0,0,0.0,0.0,0.2,3,0,31,38,81.6,3,16,1,0,False,ManchesterUtd_Brighton_20251025
Tom Watson,14.0,eng ENG,"LW,RW",19-200,32,0,0,0,0,1,1,0,0,14,1,0,0,0.0,0.0,0.0,1,1,9,12,75.0,1,10,2,0,False,ManchesterUtd_Brighton_20251025
Lewis Dunk,5.0,eng ENG,CB,33-338,90,0,0,0,0,1,0,0,0,101,1,1,0,0.2,0.2,0.0,0,0,86,90,95.6,5,50,1,1,False,ManchesterUtd_Brighton_20251025
Jan Paul van Hecke,6.0,nl NED,CB,25-139,90,0,0,0,0,0,0,0,0,89,5,2,1,0.0,0.0,0.0,1,0,69,79,87.3,4,51,1,0,False,ManchesterUtd_Brighton_20251025
Mats Wieffer,27.0,nl NED,RB,25-343,86,0,0,0,0,0,0,0,0,77,4,2,1,0.0,0.0,0.1,4,0,56,64,87.5,8,35,6,2,False,ManchesterUtd_Brighton_20251025
Stefanos Tzimas,9.0,gr GRE,AM,19-292,4,0,0,0,0,1,0,0,0,4,0,0,0,0.0,0.0,0.1,2,0,2,2,100.0,0,1,0,0,False,ManchesterUtd_Brighton_20251025
Bart Verbruggen,1.0,nl NED,GK,23-068,90,0,0,0,0,0,0,0,0,47,0,0,0,0.0,0.0,0.0,0,0,37,42,88.1,0,33,0,0,False,ManchesterUtd_Brighton_20251025
Thiago,9.0,br BRA,FW,24-121,90,1,0,1,1,3,2,1,0,29,1,0,1,1.1,0.3,0.0,1,1,11,16,68.8,1,12,0,1,True,Brentford_Liverpool_20251025
Kevin Schade,7.0,de GER,LW,23-332,78,1,0,0,0,1,1,1,0,35,1,0,0,0.7,0.7,0.3,2,0,10,18,55.6,2,16,2,1,True,Brentford_Liverpool_20251025
Keane Lewis-Potter,23.0,eng ENG,LW,24-245,12,0,0,0,0,0,0,1,0,8,0,0,0,0.0,0.0,0.2,2,0,3,4,75.0,1,6,1,0,True,Brentford_Liverpool_20251025
Dango Ouattara,19.0,bf BFA,RW,23-256,89,1,0,0,0,5,1,0,0,45,0,1,1,0.7,0.7,0.0,2,1,14,25,56.0,3,17,3,1,True,Brentford_Liverpool_20251025
Frank Onyeka,15.0,ng NGA,RW,27-297,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,True,Brentford_Liverpool_20251025
Mikkel Damsgaard,24.0,dk DEN,AM,25-114,78,0,1,0,0,2,2,0,0,44,3,2,0,0.1,0.1,0.7,5,1,19,35,54.3,3,21,3,1,True,Brentford_Liverpool_20251025
Mathias Jensen,8.0,dk DEN,AM,29-297,12,0,0,0,0,0,0,0,0,10,0,0,0,0.0,0.0,0.0,2,0,8,8,100.0,3,2,1,0,True,Brentford_Liverpool_20251025
Jordan Henderson,6.0,eng ENG,DM,35-130,90,0,0,0,0,1,0,0,0,41,1,0,1,0.0,0.0,0.0,3,0,24,35,68.6,4,15,1,0,True,Brentford_Liverpool_20251025
Yehor Yarmoliuk,18.0,ua UKR,DM,21-238,28,0,0,0,0,0,0,0,0,15,1,1,0,0.0,0.0,0.0,0,0,6,10,60.0,1,7,0,0,True,Brentford_Liverpool_20251025
Vitaly Janelt,27.0,de GER,DM,27-168,62,0,0,0,0,0,0,0,0,40,3,2,1,0.0,0.0,0.1,2,0,24,32,75.0,2,11,1,0,True,Brentford_Liverpool_20251025
Kristoffer Ajer,20.0,no NOR,LB,27-191,89,0,0,0,0,2,0,0,0,32,2,2,0,0.1,0.1,0.0,2,0,11,20,55.0,2,8,0,1,True,Brentford_Liverpool_20251025
Rico Henry,3.0,eng ENG,LB,28-109,1,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,True,Brentford_Liverpool_20251025
Sepp van den Berg,4.0,nl NED,CB,23-309,90,0,0,0,0,0,0,0,0,43,1,2,2,0.0,0.0,0.0,1,0,22,28,78.6,1,11,0,0,True,Brentford_Liverpool_20251025
Nathan Collins,22.0,ie IRL,CB,24-178,90,0,0,0,0,1,1,0,0,45,1,3,2,0.1,0.1,0.0,1,0,19,25,76.0,0,12,0,0,True,Brentford_Liverpool_20251025
Michael Kayode,33.0,it ITA,RB,21-107,90,0,0,0,0,1,0,0,0,52,1,1,0,0.1,0.1,0.3,6,2,30,42,71.4,2,21,4,2,True,Brentford_Liverpool_20251025
Caoimhín Kelleher,1.0,ie IRL,GK,26-336,90,0,0,0,0,0,0,0,0,39,0,0,0,0.0,0.0,0.0,0,0,24,39,61.5,0,19,0,0,True,Brentford_Liverpool_20251025
Hugo Ekitike,22.0,fr FRA,FW,23-127,90,0,0,0,0,4,0,0,0,32,0,0,0,0.4,0.4,0.2,2,0,10,13,76.9,0,13,0,0,False,Brentford_Liverpool_20251025
Cody Gakpo,18.0,nl NED,LW,26-171,60,0,0,0,0,1,0,0,0,28,0,0,0,0.0,0.0,0.4,3,0,20,22,90.9,1,17,0,0,False,Brentford_Liverpool_20251025
Federico Chiesa,14.0,it ITA,"AM,LW",28-000,30,0,0,0,0,2,0,0,0,22,2,0,0,0.1,0.1,0.0,2,0,7,15,46.7,2,15,0,1,False,Brentford_Liverpool_20251025
Mohamed Salah,11.0,eg EGY,RW,33-132,90,1,0,0,0,5,2,1,0,41,0,0,0,0.7,0.7,0.0,4,1,17,28,60.7,4,23,3,1,False,Brentford_Liverpool_20251025
Florian Wirtz,7.0,de GER,"AM,DM",22-175,82,0,0,0,0,1,0,0,0,55,1,0,1,0.2,0.2,0.1,2,1,36,48,75.0,6,34,2,1,False,Brentford_Liverpool_20251025
Joe Gomez,2.0,eng ENG,RB,28-155,8,0,0,0,0,1,0,0,0,6,0,0,0,0.1,0.1,0.0,1,0,3,5,60.0,0,2,0,0,False,Brentford_Liverpool_20251025
Curtis Jones,17.0,eng ENG,DM,24-268,69,0,0,0,0,1,1,0,0,85,1,1,1,0.0,0.0,0.0,1,0,73,75,97.3,10,68,3,3,False,Brentford_Liverpool_20251025
Rio Ngumoha,73.0,eng ENG,LW,17-057,21,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,1,0,4,4,100.0,0,6,1,0,False,Brentford_Liverpool_20251025
Dominik Szoboszlai,8.0,hu HUN,"DM,RB",25-000,90,0,1,0,0,1,1,0,0,116,6,1,2,0.0,0.0,0.1,7,2,87,104,83.7,16,64,9,2,False,Brentford_Liverpool_20251025
Milos Kerkez,6.0,hu HUN,LB,21-352,60,1,0,0,0,1,1,1,0,45,1,0,0,0.6,0.6,0.0,0,0,28,35,80.0,2,28,0,1,False,Brentford_Liverpool_20251025
Andrew Robertson,26.0,sct SCO,LB,31-228,30,0,0,0,0,0,0,0,0,27,1,0,0,0.0,0.0,0.0,1,0,15,23,65.2,1,13,0,0,False,Brentford_Liverpool_20251025
Virgil van Dijk,4.0,nl NED,CB,34-109,90,0,0,0,0,0,0,0,0,94,2,0,0,0.0,0.0,0.0,2,0,69,76,90.8,4,44,1,0,False,Brentford_Liverpool_20251025
Ibrahima Konaté,5.0,fr FRA,CB,26-153,90,0,0,0,0,0,0,0,0,83,4,1,0,0.0,0.0,0.0,1,0,62,69,89.9,3,46,1,0,False,Brentford_Liverpool_20251025
Conor Bradley,12.0,nir NIR,RB,22-108,61,0,0,0,0,0,0,0,0,42,2,0,1,0.0,0.0,0.0,0,0,30,34,88.2,5,27,1,0,False,Brentford_Liverpool_20251025
Alexis Mac Allister,10.0,ar ARG,DM,26-305,29,0,0,0,0,1,0,0,0,32,1,1,0,0.2,0.2,0.2,3,0,21,25,84.0,2,20,0,0,False,Brentford_Liverpool_20251025
Giorgi Mamardashvili,25.0,ge GEO,GK,25-026,90,0,0,0,0,0,0,0,0,59,0,0,0,0.0,0.0,0.0,1,0,34,53,64.2,0,41,0,0,False,Brentford_Liverpool_20251025
Viktor Gyökeres,14.0,se SWE,FW,27-144,90,0,0,0,0,1,0,0,0,26,0,0,1,0.2,0.2,0.0,0,0,12,16,75.0,1,13,1,0,True,Arsenal_CrystalPalace_20251026
Leandro Trossard,19.0,be BEL,"LW,LM",30-326,90,0,0,0,0,3,1,0,0,43,0,1,0,0.3,0.3,0.0,0,0,23,29,79.3,4,22,2,1,True,Arsenal_CrystalPalace_20251026
Bukayo Saka,7.0,eng ENG,RW,24-051,65,0,0,0,0,1,0,0,0,31,2,0,1,0.0,0.0,0.0,1,1,14,20,70.0,0,19,1,1,True,Arsenal_CrystalPalace_20251026
Gabriel Martinelli,11.0,br BRA,"RW,RM",24-130,25,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,0,0,1,5,20.0,0,4,1,0,True,Arsenal_CrystalPalace_20251026
Declan Rice,41.0,eng ENG,LM,26-285,81,0,0,0,0,1,1,0,0,70,3,2,1,0.4,0.4,0.3,4,0,40,60,66.7,5,43,1,0,True,Arsenal_CrystalPalace_20251026
Mikel Merino,23.0,es ESP,"CM,LM",29-126,9,0,0,0,0,0,0,0,0,9,0,0,1,0.0,0.0,0.0,0,0,1,5,20.0,0,3,0,0,True,Arsenal_CrystalPalace_20251026
Martín Zubimendi,36.0,es ESP,CM,26-266,90,0,0,0,0,0,0,0,0,89,2,3,0,0.0,0.0,0.0,3,0,63,74,85.1,6,50,2,0,True,Arsenal_CrystalPalace_20251026
Eberechi Eze,10.0,eng ENG,RM,27-119,87,1,0,0,0,2,1,0,0,37,2,0,2,0.1,0.1,0.0,1,0,22,29,75.9,3,19,2,1,True,Arsenal_CrystalPalace_20251026
Myles Lewis-Skelly,49.0,eng ENG,LB,19-030,3,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,2,2,100.0,1,1,0,0,True,Arsenal_CrystalPalace_20251026
Riccardo Calafiori,33.0,it ITA,LB,23-160,81,0,0,0,0,1,0,0,0,62,0,0,0,0.1,0.1,0.0,1,0,48,58,82.8,5,36,2,0,True,Arsenal_CrystalPalace_20251026
Piero Hincapié,5.0,ec ECU,"CB,LB",23-290,9,0,0,0,0,0,0,0,0,5,0,0,1,0.0,0.0,0.0,0,0,4,4,100.0,0,2,0,0,True,Arsenal_CrystalPalace_20251026
Gabriel Magalhães,6.0,br BRA,CB,27-311,90,0,0,0,0,1,0,0,0,104,0,1,3,0.1,0.1,0.2,2,0,82,92,89.1,3,59,0,0,True,Arsenal_CrystalPalace_20251026
William Saliba,2.0,fr FRA,CB,24-216,45,0,0,0,0,0,0,0,0,77,0,0,0,0.0,0.0,0.0,1,1,71,74,95.9,7,58,0,0,True,Arsenal_CrystalPalace_20251026
Cristhian Mosquera,3.0,es ESP,CB,21-121,45,0,0,0,0,0,0,0,0,32,0,0,0,0.0,0.0,0.1,0,0,22,25,88.0,1,18,0,0,True,Arsenal_CrystalPalace_20251026
Jurriën Timber,12.0,nl NED,RB,24-131,90,0,0,0,0,0,0,0,0,49,2,0,3,0.0,0.0,0.0,2,0,31,36,86.1,4,23,0,1,True,Arsenal_CrystalPalace_20251026
David Raya,1.0,es ESP,GK,30-041,90,0,0,0,0,0,0,0,0,44,0,0,0,0.0,0.0,0.0,1,0,28,42,66.7,1,25,0,0,True,Arsenal_CrystalPalace_20251026
Jean-Philippe Mateta,14.0,fr FRA,FW,28-120,90,0,0,0,0,1,0,0,0,21,0,0,2,0.1,0.1,0.0,2,0,10,15,66.7,1,12,1,2,False,Arsenal_CrystalPalace_20251026
Yeremi Pino,10.0,es ESP,AM,23-006,58,0,0,0,0,0,0,0,0,21,1,0,0,0.0,0.0,0.0,1,0,9,17,52.9,3,14,1,0,False,Arsenal_CrystalPalace_20251026
Eddie Nketiah,9.0,eng ENG,AM,26-149,32,0,0,0,0,1,1,0,0,14,0,0,1,0.2,0.2,0.1,2,0,7,7,100.0,0,11,2,1,False,Arsenal_CrystalPalace_20251026
Ismaila Sarr,7.0,sn SEN,"AM,WB",27-243,90,0,0,0,0,1,0,0,0,31,1,1,0,0.0,0.0,0.0,1,0,11,24,45.8,4,22,3,1,False,Arsenal_CrystalPalace_20251026
Daichi Kamada,18.0,jp JPN,CM,29-082,73,0,0,0,0,0,0,0,0,36,1,0,1,0.0,0.0,0.0,1,0,23,28,82.1,2,15,1,0,False,Arsenal_CrystalPalace_20251026
Will Hughes,19.0,eng ENG,CM,30-192,17,0,0,0,0,0,0,0,0,15,0,0,0,0.0,0.0,0.1,1,0,10,15,66.7,2,4,0,0,False,Arsenal_CrystalPalace_20251026
Adam Wharton,20.0,eng ENG,CM,21-262,89,0,0,0,0,1,0,0,0,47,3,1,1,0.0,0.0,0.0,3,0,29,38,76.3,6,25,0,0,False,Arsenal_CrystalPalace_20251026
Jefferson Lerma,8.0,co COL,CM,31-001,1,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,0,0,3,6,50.0,1,3,0,0,False,Arsenal_CrystalPalace_20251026
Tyrick Mitchell,3.0,eng ENG,WB,26-055,89,0,0,0,0,0,0,0,0,47,2,4,1,0.0,0.0,0.0,0,0,26,36,72.2,1,24,5,0,False,Arsenal_CrystalPalace_20251026
Borna Sosa,24.0,hr CRO,WB,27-278,1,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,2,5,40.0,0,2,0,0,False,Arsenal_CrystalPalace_20251026
Daniel Muñoz,2.0,co COL,WB,29-153,89,0,0,0,0,0,0,0,0,46,2,0,1,0.0,0.0,0.0,1,0,27,37,73.0,1,24,0,0,False,Arsenal_CrystalPalace_20251026
Christantus Uche,12.0,ng NGA,AM,22-160,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,1,0.0,0,1,1,0,False,Arsenal_CrystalPalace_20251026
Marc Guéhi,6.0,eng ENG,CB,25-105,90,0,0,0,0,2,0,0,0,73,1,1,1,0.1,0.1,0.0,0,0,47,58,81.0,3,44,1,0,False,Arsenal_CrystalPalace_20251026
Maxence Lacroix,5.0,fr FRA,CB,25-203,90,0,0,0,0,1,0,0,0,65,2,3,0,0.0,0.0,0.0,0,0,39,41,95.1,2,31,0,0,False,Arsenal_CrystalPalace_20251026
Chris Richards,26.0,us USA,CB,25-212,90,0,0,0,0,0,0,0,0,55,1,1,1,0.0,0.0,0.0,0,0,34,42,81.0,3,25,0,0,False,Arsenal_CrystalPalace_20251026
Dean Henderson,1.0,eng ENG,GK,28-228,90,0,0,0,0,0,0,0,0,24,0,0,0,0.0,0.0,0.0,0,0,11,23,47.8,0,12,0,0,False,Arsenal_CrystalPalace_20251026
Ollie Watkins,11.0,eng ENG,FW,29-300,85,0,0,0,0,2,0,0,0,29,1,0,1,0.1,0.1,0.1,2,0,18,22,81.8,3,13,4,1,True,AstonVilla_ManchesterCity_20251026
Donyell Malen,17.0,nl NED,FW,26-290,5,0,0,0,0,0,0,0,0,3,1,0,0,0.0,0.0,0.0,0,0,0,1,0.0,0,1,1,0,True,AstonVilla_ManchesterCity_20251026
Emi Buendía,10.0,ar ARG,LW,28-305,28,0,1,0,0,1,0,0,0,19,0,0,1,0.0,0.0,0.1,1,1,12,14,85.7,1,10,1,1,True,AstonVilla_ManchesterCity_20251026
Jadon Sancho,19.0,eng ENG,LW,25-215,45,0,0,0,0,2,2,0,0,25,0,0,0,0.3,0.3,0.0,4,0,15,17,88.2,2,18,4,1,True,AstonVilla_ManchesterCity_20251026
Evann Guessand,29.0,ci CIV,RW,24-117,17,0,0,0,0,0,0,0,0,8,2,0,0,0.0,0.0,0.0,0,0,2,3,66.7,1,4,0,0,True,AstonVilla_ManchesterCity_20251026
John McGinn,7.0,sct SCO,RW,31-008,73,0,0,0,0,2,0,0,0,27,0,1,0,0.3,0.3,0.0,1,0,12,21,57.1,1,18,2,0,True,AstonVilla_ManchesterCity_20251026
Ross Barkley,6.0,eng ENG,AM,31-325,17,0,0,0,0,0,0,0,0,10,0,0,1,0.0,0.0,0.0,0,0,7,8,87.5,2,7,0,0,True,AstonVilla_ManchesterCity_20251026
Morgan Rogers,27.0,eng ENG,"AM,LW",23-092,90,0,0,0,0,0,0,0,0,35,3,0,1,0.0,0.0,0.1,1,0,22,29,75.9,2,19,1,1,True,AstonVilla_ManchesterCity_20251026
Amadou Onana,24.0,be BEL,DM,24-071,90,0,0,0,0,0,0,0,0,57,3,1,4,0.0,0.0,0.0,0,0,42,43,97.7,3,30,0,0,True,AstonVilla_ManchesterCity_20251026
Boubacar Kamara,44.0,fr FRA,DM,25-337,90,0,0,0,0,0,0,1,0,64,2,1,1,0.0,0.0,0.1,1,0,49,52,94.2,1,36,3,1,True,AstonVilla_ManchesterCity_20251026
Lucas Digne,12.0,fr FRA,LB,32-098,85,0,0,0,0,1,0,0,0,49,3,0,0,0.1,0.1,0.1,2,1,32,41,78.0,3,21,3,1,True,AstonVilla_ManchesterCity_20251026
Ian Maatsen,22.0,nl NED,LB,23-230,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,True,AstonVilla_ManchesterCity_20251026
Pau Torres,14.0,es ESP,CB,28-283,90,0,0,0,0,0,0,0,0,59,0,0,2,0.0,0.0,0.0,0,0,48,53,90.6,1,38,0,0,True,AstonVilla_ManchesterCity_20251026
Ezri Konsa,4.0,eng ENG,CB,28-003,90,0,0,0,0,0,0,0,0,73,1,3,2,0.0,0.0,0.0,0,0,59,62,95.2,0,41,0,0,True,AstonVilla_ManchesterCity_20251026
Matty Cash,2.0,pl POL,RB,28-080,90,1,0,0,0,1,1,0,0,74,2,1,2,0.1,0.1,0.1,1,0,45,57,78.9,5,37,2,0,True,AstonVilla_ManchesterCity_20251026
Emiliano Martínez,23.0,ar ARG,GK,33-054,90,0,0,0,0,0,0,0,0,54,0,0,0,0.0,0.0,0.0,0,0,35,52,67.3,0,37,0,0,True,AstonVilla_ManchesterCity_20251026
Erling Haaland,9.0,no NOR,FW,25-097,90,0,0,0,0,3,3,0,0,15,0,0,0,0.2,0.2,0.0,0,0,7,7,100.0,0,7,1,0,False,AstonVilla_ManchesterCity_20251026
Sávio,26.0,br BRA,"LM,RM",21-199,83,0,0,0,0,2,0,1,0,49,2,0,1,0.1,0.1,0.0,2,0,24,38,63.2,1,32,7,1,False,AstonVilla_ManchesterCity_20251026
Omar Marmoush,7.0,eg EGY,RM,26-261,7,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,1,1,100.0,0,1,0,0,False,AstonVilla_ManchesterCity_20251026
Bernardo Silva,20.0,pt POR,CM,31-077,60,0,0,0,0,0,0,0,0,22,0,1,0,0.0,0.0,0.2,1,0,15,19,78.9,1,14,0,0,False,AstonVilla_ManchesterCity_20251026
Nicolás González,14.0,es ESP,DM,23-296,30,0,0,0,0,2,0,1,0,34,2,0,0,0.1,0.1,0.0,2,0,25,29,86.2,4,24,2,0,False,AstonVilla_ManchesterCity_20251026
Phil Foden,47.0,eng ENG,CM,25-151,90,0,0,0,0,2,0,1,0,61,2,0,0,0.3,0.3,0.3,12,0,46,56,82.1,5,42,5,2,False,AstonVilla_ManchesterCity_20251026
Oscar Bobb,52.0,no NOR,RM,22-106,60,0,0,0,0,0,0,0,0,26,2,2,0,0.0,0.0,0.0,1,0,18,21,85.7,1,16,1,1,False,AstonVilla_ManchesterCity_20251026
Jeremy Doku,11.0,be BEL,LM,23-152,30,0,0,0,0,0,0,0,0,25,0,1,0,0.0,0.0,0.1,3,0,15,22,68.2,5,22,7,1,False,AstonVilla_ManchesterCity_20251026
Tijjani Reijnders,4.0,nl NED,"DM,CM",27-089,75,0,0,0,0,2,0,1,0,44,0,0,0,0.1,0.1,0.0,0,0,34,37,91.9,6,40,3,0,False,AstonVilla_ManchesterCity_20251026
Rayan Cherki,10.0,fr FRA,CM,22-070,15,0,0,0,0,1,0,0,0,13,0,0,0,0.1,0.1,0.0,1,0,9,10,90.0,3,10,0,0,False,AstonVilla_ManchesterCity_20251026
Joško Gvardiol,24.0,hr CRO,"LB,CB",23-276,90,0,0,0,0,2,0,0,0,83,1,1,1,0.1,0.1,0.0,1,0,68,74,91.9,12,56,4,0,False,AstonVilla_ManchesterCity_20251026
Rúben Dias,3.0,pt POR,CB,28-165,90,0,0,0,0,2,0,0,0,88,0,2,3,0.1,0.1,0.0,3,0,69,72,95.8,2,59,0,0,False,AstonVilla_ManchesterCity_20251026
