Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Succ,home,game_id
Gianluigi Donnarumma,25.0,it ITA,GK,26-214,90,0,0,0,0,0,0,0,0,20,0,0,0,0.0,0.0,0.0,0,0,17,19,89.5,0,16,0,0,True,ManchesterCity_Burnley_20250927
Lyle Foster,9.0,za RSA,FW,25-024,79,0,0,0,0,3,0,0,0,21,0,0,0,0.2,0.2,0.0,4,0,9,12,75.0,0,12,2,0,False,ManchesterCity_Burnley_20250927
Armando Broja,27.0,al ALB,FW,24-017,11,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,3,3,100.0,0,2,0,0,False,ManchesterCity_Burnley_20250927
Jaidon Anthony,11.0,eng ENG,LM,25-300,87,1,0,0,0,1,1,1,0,45,2,2,1,0.1,0.1,0.1,5,1,22,30,73.3,2,21,1,0,False,ManchesterCity_Burnley_20250927
Hannibal Mejbri,28.0,tn TUN,LM,22-249,3,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,1,1,100.0,0,3,1,1,False,ManchesterCity_Burnley_20250927
Florentino Luís,16.0,pt POR,CM,26-039,90,0,0,0,0,0,0,0,0,45,6,1,5,0.0,0.0,0.0,0,0,25,28,89.3,6,23,0,0,False,ManchesterCity_Burnley_20250927
Josh Cullen,24.0,ie IRL,CM,29-173,78,0,0,0,0,0,0,0,0,45,0,3,4,0.0,0.0,0.0,1,0,32,34,94.1,4,24,0,0,False,ManchesterCity_Burnley_20250927
Lesley Ugochukwu,8.0,fr FRA,CM,21-185,12,0,0,0,0,0,0,0,0,4,0,0,1,0.0,0.0,0.0,0,0,2,2,100.0,0,3,0,0,False,ManchesterCity_Burnley_20250927
Loum Tchaouna,17.0,fr FRA,RM,22-019,61,0,0,0,0,1,0,0,0,18,2,0,1,0.0,0.0,0.0,2,0,7,10,70.0,0,11,0,0,False,ManchesterCity_Burnley_20250927
Jacob Bruun Larsen,7.0,dk DEN,RM,27-008,29,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,0,0,5,5,100.0,0,5,0,0,False,ManchesterCity_Burnley_20250927
Quilindschy Hartman,3.0,nl NED,LB,23-317,87,0,1,0,0,1,1,1,0,37,2,1,0,0.0,0.0,0.1,2,1,22,30,73.3,2,22,0,0,False,ManchesterCity_Burnley_20250927
Bashir Humphreys,12.0,eng ENG,LB,22-196,3,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,2,2,100.0,0,2,0,0,False,ManchesterCity_Burnley_20250927
Maxime Estève,5.0,fr FRA,CB,23-124,90,0,0,0,0,1,0,0,0,44,4,0,2,0.0,0.0,0.0,0,0,27,28,96.4,1,22,0,0,False,ManchesterCity_Burnley_20250927
Hjalmar Ekdal,18.0,se SWE,CB,26-341,90,0,0,0,0,0,0,0,0,39,3,0,3,0.0,0.0,0.1,1,0,21,26,80.8,0,21,0,0,False,ManchesterCity_Burnley_20250927
Josh Laurent,29.0,eng ENG,CB,30-144,90,0,0,0,0,1,0,0,0,32,0,1,2,0.0,0.0,0.0,0,0,21,25,84.0,0,17,0,0,False,ManchesterCity_Burnley_20250927
Kyle Walker,2.0,eng ENG,RB,35-122,90,0,0,0,0,1,0,1,0,68,1,2,6,0.0,0.0,0.0,1,0,30,49,61.2,1,31,1,0,False,ManchesterCity_Burnley_20250927
Martin Dúbravka,1.0,sk SVK,GK,36-255,90,0,0,0,0,0,0,0,0,40,0,0,0,0.0,0.0,0.0,0,0,26,35,74.3,0,22,0,0,False,ManchesterCity_Burnley_20250927
Chris Wood,11.0,nz NZL,FW,33-294,89,0,0,0,0,6,1,0,0,26,0,0,1,0.7,0.7,0.0,2,0,10,14,71.4,1,6,0,0,True,Nott'hamForest_Sunderland_20250927
Arnaud Kalimuendo,15.0,fr FRA,FW,23-250,1,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,1,2,50.0,0,1,0,0,True,Nott'hamForest_Sunderland_20250927
Dan Ndoye,14.0,ch SUI,LW,24-337,59,0,0,0,0,1,0,0,0,36,1,0,1,0.1,0.1,0.0,1,0,20,28,71.4,2,19,4,2,True,Nott'hamForest_Sunderland_20250927
Igor Jesus,19.0,br BRA,AM,24-214,31,0,0,0,0,2,1,0,0,15,0,0,0,0.2,0.2,0.0,1,0,9,11,81.8,0,3,0,0,True,Nott'hamForest_Sunderland_20250927
Dilane Bakwa,29.0,fr FRA,RW,23-032,71,0,0,0,0,1,1,0,0,58,0,0,0,0.1,0.1,0.3,4,0,32,43,74.4,7,33,3,1,True,Nott'hamForest_Sunderland_20250927
Omari Hutchinson,21.0,eng ENG,RW,21-332,19,0,0,0,0,2,2,0,0,22,1,0,0,0.2,0.2,0.6,5,0,10,16,62.5,2,13,3,1,True,Nott'hamForest_Sunderland_20250927
James Mcatee,24.0,eng ENG,AM,22-344,59,0,0,0,0,1,0,0,0,32,1,0,1,0.0,0.0,0.0,0,0,25,28,89.3,4,18,2,1,True,Nott'hamForest_Sunderland_20250927
Callum Hudson-Odoi,7.0,eng ENG,LW,24-324,31,0,0,0,0,0,0,0,0,27,0,0,0,0.0,0.0,0.1,5,0,15,25,60.0,2,18,4,1,True,Nott'hamForest_Sunderland_20250927
Elliot Anderson,8.0,eng ENG,DM,22-325,90,0,0,0,0,4,1,1,0,96,4,1,1,0.2,0.2,0.0,6,0,70,81,86.4,14,53,2,0,True,Nott'hamForest_Sunderland_20250927
Nicolás Domínguez,16.0,ar ARG,DM,27-091,45,0,0,0,0,0,0,1,0,43,2,0,1,0.0,0.0,0.0,1,0,37,38,97.4,5,23,0,0,True,Nott'hamForest_Sunderland_20250927
Morgan Gibbs-White,10.0,eng ENG,DM,25-243,45,0,0,0,0,3,0,0,0,47,0,0,0,0.1,0.1,0.0,5,0,38,42,90.5,5,22,5,0,True,Nott'hamForest_Sunderland_20250927
Oleksandr Zinchenko,35.0,ua UKR,LB,28-286,90,0,0,0,0,0,0,0,0,79,3,0,0,0.0,0.0,0.0,3,0,67,72,93.1,10,33,0,0,True,Nott'hamForest_Sunderland_20250927
Morato,4.0,br BRA,CB,24-089,90,0,0,0,0,1,0,0,0,83,1,0,0,0.0,0.0,0.0,0,0,69,74,93.2,8,41,1,1,True,Nott'hamForest_Sunderland_20250927
Nikola Milenković,31.0,rs SRB,CB,27-350,90,0,0,0,0,1,0,1,0,87,0,0,2,0.0,0.0,0.0,0,0,76,79,96.2,10,42,0,0,True,Nott'hamForest_Sunderland_20250927
Neco Williams,3.0,wls WAL,RB,24-167,90,0,0,0,0,0,0,1,0,78,3,0,3,0.0,0.0,0.1,6,0,55,64,85.9,7,28,1,2,True,Nott'hamForest_Sunderland_20250927
Matz Sels,26.0,be BEL,GK,33-213,90,0,0,0,0,0,0,0,0,30,0,0,0,0.0,0.0,0.0,0,0,21,29,72.4,0,17,0,0,True,Nott'hamForest_Sunderland_20250927
Wilson Isidor,18.0,fr FRA,FW,25-031,84,0,0,0,0,2,0,0,0,16,0,0,0,0.2,0.2,0.0,2,0,7,9,77.8,0,10,0,1,False,Nott'hamForest_Sunderland_20250927
Brian Brobbey,9.0,nl NED,FW,23-238,6,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,2,3,66.7,2,3,1,0,False,Nott'hamForest_Sunderland_20250927
Enzo Le Fée,28.0,fr FRA,"LW,AM",25-236,74,0,0,0,0,0,0,0,0,29,1,0,0,0.0,0.0,0.1,1,0,20,23,87.0,3,16,0,0,False,Nott'hamForest_Sunderland_20250927
Daniel Ballard,5.0,nir NIR,CB,26-005,16,0,0,0,0,1,0,0,0,5,0,0,0,0.1,0.1,0.0,0,0,1,1,100.0,0,0,0,0,False,Nott'hamForest_Sunderland_20250927
Chemsdine Talbi,7.0,ma MAR,"RW,LW,LM",20-141,84,0,0,0,0,1,0,0,0,29,2,0,0,0.0,0.0,0.0,2,0,14,22,63.6,1,18,4,1,False,Nott'hamForest_Sunderland_20250927
Simon Adingra,24.0,ci CIV,LM,23-269,6,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,1,3,33.3,0,3,1,0,False,Nott'hamForest_Sunderland_20250927
Chris Rigg,11.0,eng ENG,AM,18-101,58,0,0,0,0,1,0,0,0,19,1,0,1,0.1,0.1,0.0,0,0,9,13,69.2,0,13,0,0,False,Nott'hamForest_Sunderland_20250927
Bertrand Traoré,25.0,bf BFA,"RM,RW",30-021,32,0,0,0,0,1,1,0,0,16,1,1,1,0.1,0.1,0.6,1,0,7,8,87.5,0,8,0,1,False,Nott'hamForest_Sunderland_20250927
Noah Sadiki,27.0,cd COD,"DM,CM",20-284,90,0,0,0,0,1,0,1,0,41,0,0,1,0.0,0.0,0.0,2,0,30,34,88.2,3,30,2,1,False,Nott'hamForest_Sunderland_20250927
Granit Xhaka,34.0,ch SUI,"DM,CM",33-000,90,0,1,0,0,0,0,0,0,51,2,1,3,0.0,0.0,0.4,3,1,27,35,77.1,3,22,0,0,False,Nott'hamForest_Sunderland_20250927
Arthur Masuaku,26.0,cd COD,LB,31-324,58,0,0,0,0,1,0,1,0,43,2,1,1,0.1,0.1,0.0,2,0,23,30,76.7,2,22,1,1,False,Nott'hamForest_Sunderland_20250927
Lutsharel Geertruida,6.0,nl NED,RB,25-071,32,0,0,0,0,1,1,0,0,16,0,0,0,0.6,0.6,0.0,0,0,12,14,85.7,0,7,2,0,False,Nott'hamForest_Sunderland_20250927
Omar Alderete,15.0,py PAR,CB,28-275,90,1,0,0,0,1,1,0,0,46,0,0,2,0.4,0.4,0.0,0,0,27,33,81.8,4,28,2,1,False,Nott'hamForest_Sunderland_20250927
Nordi Mukiele,20.0,fr FRA,CB,27-330,90,0,0,0,0,0,0,0,0,61,1,1,2,0.0,0.0,0.0,0,0,35,46,76.1,1,34,0,1,False,Nott'hamForest_Sunderland_20250927
Trai Hume,32.0,nir NIR,"RB,LB",23-193,90,0,0,0,0,1,0,0,0,49,0,2,3,0.0,0.0,0.0,1,0,28,38,73.7,4,24,2,0,False,Nott'hamForest_Sunderland_20250927
Robin Roefs,22.0,nl NED,GK,22-253,90,0,0,0,0,0,0,0,0,48,0,0,0,0.0,0.0,0.2,2,0,30,43,69.8,0,30,0,0,False,Nott'hamForest_Sunderland_20250927
Richarlison,9.0,br BRA,FW,28-140,90,0,0,0,0,1,0,0,0,18,0,0,0,0.0,0.0,0.0,0,0,5,9,55.6,1,10,0,0,True,Tottenham_Wolves_20250927
Xavi Simons,7.0,nl NED,"LW,AM",22-159,77,0,0,0,0,0,0,1,0,54,0,0,0,0.0,0.0,0.3,1,0,26,39,66.7,4,34,3,1,True,Tottenham_Wolves_20250927
Wilson Odobert,28.0,fr FRA,LW,20-303,13,0,0,0,0,0,0,0,0,12,1,0,0,0.0,0.0,0.0,1,0,7,9,77.8,1,9,1,2,True,Tottenham_Wolves_20250927
Mohammed Kudus,20.0,gh GHA,"RW,AM,LW",25-056,90,0,0,0,0,2,2,0,0,47,3,0,0,0.4,0.4,0.1,3,0,25,30,83.3,6,31,6,5,True,Tottenham_Wolves_20250927
Lucas Bergvall,15.0,se SWE,"AM,DM",19-237,77,0,0,0,0,2,0,1,0,35,1,1,0,0.3,0.3,0.0,0,0,19,28,67.9,2,12,0,0,True,Tottenham_Wolves_20250927
Pape Matar Sarr,29.0,sn SEN,DM,23-013,13,0,1,0,0,0,0,0,0,11,0,1,0,0.0,0.0,0.1,1,1,7,8,87.5,0,9,1,0,True,Tottenham_Wolves_20250927
Rodrigo Bentancur,30.0,uy URU,DM,28-094,61,0,0,0,0,1,0,0,0,54,3,1,0,0.0,0.0,0.0,2,0,37,43,86.0,6,30,0,0,True,Tottenham_Wolves_20250927
Brennan Johnson,22.0,wls WAL,RW,24-127,29,0,0,0,0,0,0,0,0,9,0,0,0,0.0,0.0,0.0,0,0,3,8,37.5,0,8,1,0,True,Tottenham_Wolves_20250927
João Palhinha,6.0,pt POR,DM,30-080,90,1,0,0,0,2,1,1,0,45,4,1,1,0.1,0.1,0.0,1,0,22,32,68.8,2,21,0,0,True,Tottenham_Wolves_20250927
Destiny Udogie,13.0,it ITA,LB,22-303,83,0,0,0,0,0,0,0,0,63,1,0,1,0.0,0.0,0.0,1,0,39,53,73.6,5,39,9,0,True,Tottenham_Wolves_20250927
Mathys Tel,11.0,fr FRA,LB,20-153,7,0,0,0,0,0,0,0,0,5,1,0,0,0.0,0.0,0.0,1,1,3,3,100.0,0,3,0,1,True,Tottenham_Wolves_20250927
Micky van de Ven,37.0,nl NED,CB,24-161,90,0,0,0,0,1,0,0,0,57,1,3,1,0.0,0.0,0.0,1,0,45,48,93.8,4,36,0,1,True,Tottenham_Wolves_20250927
Cristian Romero,17.0,ar ARG,CB,27-153,90,0,0,0,0,1,0,0,0,61,2,1,0,0.0,0.0,0.0,1,0,42,53,79.2,6,39,0,0,True,Tottenham_Wolves_20250927
Djed Spence,24.0,eng ENG,RB,25-049,61,0,0,0,0,0,0,0,0,48,0,1,0,0.0,0.0,0.0,2,0,31,41,75.6,3,35,3,0,True,Tottenham_Wolves_20250927
Pedro Porro,23.0,es ESP,RB,26-014,29,0,0,0,0,0,0,0,0,37,0,1,1,0.0,0.0,0.0,1,0,25,31,80.6,1,26,1,1,True,Tottenham_Wolves_20250927
Guglielmo Vicario,1.0,it ITA,GK,28-355,90,0,0,0,0,0,0,0,0,28,0,0,0,0.0,0.0,0.0,0,0,22,26,84.6,0,20,0,0,True,Tottenham_Wolves_20250927
Jørgen Strand Larsen,9.0,no NOR,FW,25-233,83,0,0,0,0,1,0,0,0,22,0,1,0,0.1,0.1,0.0,1,0,12,14,85.7,1,10,0,0,False,Tottenham_Wolves_20250927
Tolu Arokodare,14.0,ng NGA,FW,24-308,7,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,0,0,1,2,50.0,0,6,0,0,False,Tottenham_Wolves_20250927
Hwang Hee-chan,11.0,kr KOR,LW,29-244,45,0,0,0,0,1,0,0,0,19,1,0,2,0.0,0.0,0.0,2,0,10,12,83.3,4,11,1,2,False,Tottenham_Wolves_20250927
Jackson Tchatchoua,38.0,cm CMR,"RB,RM",24-013,45,0,0,0,0,0,0,0,0,30,2,1,0,0.0,0.0,0.0,0,0,16,25,64.0,0,13,3,0,False,Tottenham_Wolves_20250927
Jhon Arias,10.0,co COL,"FW,RW",28-006,89,0,0,0,0,2,0,0,0,83,5,0,2,0.1,0.1,0.2,5,0,53,64,82.8,1,43,2,1,False,Tottenham_Wolves_20250927
Toti Gomes,24.0,pt POR,"CB,FW",26-254,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,False,Tottenham_Wolves_20250927
João Gomes,8.0,br BRA,"LM,CM",24-227,63,0,0,0,0,0,0,1,0,40,2,0,3,0.0,0.0,0.0,0,0,26,29,89.7,2,20,1,0,False,Tottenham_Wolves_20250927
Jean-Ricner Bellegarde,27.0,ht HAI,"CM,LM",27-092,27,0,0,0,0,1,0,0,0,18,2,1,0,0.1,0.1,0.0,1,0,8,13,61.5,3,11,2,1,False,Tottenham_Wolves_20250927
André,7.0,br BRA,CM,24-073,90,0,0,0,0,0,0,0,0,53,3,0,1,0.0,0.0,0.0,1,0,32,36,88.9,1,31,1,1,False,Tottenham_Wolves_20250927
Marshall Munetsi,5.0,zw ZIM,"CM,RM",29-097,90,0,0,0,0,0,0,0,0,40,3,1,2,0.0,0.0,0.0,1,0,14,20,70.0,2,17,1,1,False,Tottenham_Wolves_20250927
Hugo Bueno,3.0,es ESP,LB,23-009,90,0,0,0,0,1,1,0,0,68,4,2,1,0.1,0.1,0.0,0,0,44,53,83.0,4,33,0,2,False,Tottenham_Wolves_20250927
Ladislav Krejčí,37.0,cz CZE,CB,26-160,90,0,0,0,0,1,1,0,0,56,0,1,1,0.1,0.1,0.1,4,1,47,51,92.2,4,40,0,0,False,Tottenham_Wolves_20250927
Santiago Bueno,4.0,uy URU,"CB,RB",26-322,90,1,0,0,0,1,1,0,0,51,8,3,0,0.8,0.8,0.0,1,0,30,35,85.7,5,21,0,0,False,Tottenham_Wolves_20250927
Matt Doherty,2.0,ie IRL,RB,33-254,45,0,0,0,0,1,0,1,0,28,1,0,1,0.1,0.1,0.0,0,0,16,22,72.7,0,11,0,0,False,Tottenham_Wolves_20250927
Emmanuel Agbadou,12.0,ci CIV,CB,28-102,45,0,0,0,0,0,0,0,0,22,0,0,0,0.0,0.0,0.0,1,0,14,17,82.4,1,16,0,0,False,Tottenham_Wolves_20250927
Sam Johnstone,31.0,eng ENG,GK,32-186,90,0,0,0,0,0,0,0,0,47,0,0,0,0.0,0.0,0.0,0,0,26,45,57.8,0,27,0,0,False,Tottenham_Wolves_20250927
Ollie Watkins,11.0,eng ENG,FW,29-272,90,1,0,0,0,1,1,0,0,26,1,1,1,0.3,0.3,0.0,0,0,10,17,58.8,1,15,1,1,True,AstonVilla_Fulham_20250928
Morgan Rogers,27.0,eng ENG,LW,23-064,90,0,1,0,0,0,0,0,0,46,1,0,0,0.0,0.0,0.3,3,1,26,36,72.2,3,35,3,0,True,AstonVilla_Fulham_20250928
Evann Guessand,29.0,ci CIV,RW,24-089,81,0,0,0,0,0,0,0,0,32,2,0,3,0.0,0.0,0.0,1,0,9,17,52.9,0,21,4,4,True,AstonVilla_Fulham_20250928
Donyell Malen,17.0,nl NED,RW,26-262,9,0,0,0,0,0,0,0,0,4,0,0,1,0.0,0.0,0.0,0,0,0,0,,0,1,0,0,True,AstonVilla_Fulham_20250928
Harvey Elliott,9.0,eng ENG,AM,22-177,45,0,0,0,0,1,0,0,0,24,0,0,3,0.0,0.0,0.0,1,0,17,18,94.4,1,14,1,0,True,AstonVilla_Fulham_20250928
Emi Buendía,10.0,ar ARG,AM,28-277,45,1,1,0,0,2,1,0,0,29,1,0,2,0.3,0.3,0.1,1,1,19,23,82.6,4,15,3,0,True,AstonVilla_Fulham_20250928
Lamare Bogarde,26.0,nl NED,DM,21-266,81,0,0,0,0,0,0,0,0,30,1,0,0,0.0,0.0,0.0,1,0,26,27,96.3,2,21,0,0,True,AstonVilla_Fulham_20250928
Victor Lindelöf,3.0,se SWE,DM,31-073,9,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,2,2,100.0,0,2,0,0,True,AstonVilla_Fulham_20250928
John McGinn,7.0,sct SCO,DM,30-345,71,1,0,0,0,3,1,1,0,38,1,3,0,0.4,0.4,0.0,2,0,24,30,80.0,2,21,1,0,True,AstonVilla_Fulham_20250928
Boubacar Kamara,44.0,fr FRA,DM,25-309,19,0,0,0,0,0,0,0,0,13,1,1,0,0.0,0.0,0.0,0,0,5,7,71.4,1,6,0,0,True,AstonVilla_Fulham_20250928
Lucas Digne,12.0,fr FRA,LB,32-070,90,0,1,0,0,1,1,0,0,39,0,0,1,0.1,0.1,0.3,2,2,25,33,75.8,5,27,3,0,True,AstonVilla_Fulham_20250928
Tyrone Mings,5.0,eng ENG,CB,32-199,31,0,0,0,0,0,0,0,0,24,0,0,0,0.0,0.0,0.0,0,0,21,23,91.3,2,17,0,0,True,AstonVilla_Fulham_20250928
Pau Torres,14.0,es ESP,CB,28-255,59,0,0,0,0,0,0,0,0,43,0,1,0,0.0,0.0,0.0,2,0,33,36,91.7,4,25,0,0,True,AstonVilla_Fulham_20250928
Ezri Konsa,4.0,eng ENG,CB,27-340,90,0,0,0,0,0,0,0,0,73,0,0,3,0.0,0.0,0.0,0,0,63,64,98.4,5,52,1,0,True,AstonVilla_Fulham_20250928
Matty Cash,2.0,pl POL,RB,28-052,90,0,0,0,0,1,0,0,0,72,2,1,1,0.0,0.0,0.0,1,0,41,54,75.9,7,33,1,0,True,AstonVilla_Fulham_20250928
Emiliano Martínez,23.0,ar ARG,GK,33-026,90,0,0,0,0,0,0,0,0,45,0,0,0,0.0,0.0,0.0,1,1,34,44,77.3,0,32,0,0,True,AstonVilla_Fulham_20250928
Raúl Jiménez,7.0,mx MEX,FW,34-146,10,1,0,0,0,1,1,0,0,2,0,0,0,0.1,0.1,0.0,0,0,0,1,0.0,0,0,0,0,False,AstonVilla_Fulham_20250928
Adama Traoré,11.0,es ESP,FW,29-246,80,0,0,0,0,0,0,0,0,20,0,0,0,0.0,0.0,0.4,2,0,11,14,78.6,2,11,1,1,False,AstonVilla_Fulham_20250928
Alex Iwobi,17.0,ng NGA,LW,29-148,64,0,0,0,0,0,0,0,0,25,0,0,0,0.0,0.0,0.0,2,0,22,23,95.7,2,16,0,0,False,AstonVilla_Fulham_20250928
Kevin,22.0,br BRA,LW,22-267,26,0,0,0,0,0,0,0,0,26,1,0,1,0.0,0.0,0.0,0,0,14,20,70.0,3,21,0,1,False,AstonVilla_Fulham_20250928
Harry Wilson,8.0,wls WAL,RW,28-190,79,0,0,0,0,3,0,1,0,31,1,0,1,0.2,0.2,0.0,1,0,17,24,70.8,5,20,0,1,False,AstonVilla_Fulham_20250928
Samuel Chukwueze,19.0,ng NGA,RW,26-129,11,0,0,0,0,2,0,0,0,14,1,0,0,0.2,0.2,0.0,2,0,5,8,62.5,0,8,2,2,False,AstonVilla_Fulham_20250928
Joshua King,24.0,eng ENG,AM,18-268,64,0,0,0,0,3,2,1,0,20,1,0,3,0.2,0.2,0.0,4,1,9,10,90.0,0,12,1,3,False,AstonVilla_Fulham_20250928
Emile Smith Rowe,32.0,eng ENG,AM,25-062,26,0,0,0,0,0,0,0,0,20,0,0,0,0.0,0.0,0.0,0,0,17,19,89.5,2,13,1,0,False,AstonVilla_Fulham_20250928
Sander Berge,16.0,no NOR,DM,27-226,90,0,0,0,0,0,0,0,0,62,1,2,0,0.0,0.0,0.0,1,0,47,55,85.5,5,44,2,0,False,AstonVilla_Fulham_20250928
Saša Lukić,20.0,rs SRB,DM,29-046,90,0,1,0,0,2,0,1,0,48,1,1,3,0.4,0.4,0.2,3,1,30,35,85.7,6,26,3,0,False,AstonVilla_Fulham_20250928
Ryan Sessegnon,30.0,eng ENG,LB,25-133,79,0,0,0,0,0,0,0,0,59,4,1,1,0.0,0.0,0.0,0,0,28,45,62.2,1,28,2,0,False,AstonVilla_Fulham_20250928
Antonee Robinson,33.0,us USA,LB,28-051,11,0,0,0,0,0,0,0,0,19,0,0,0,0.0,0.0,0.0,0,0,10,17,58.8,1,12,1,1,False,AstonVilla_Fulham_20250928
Calvin Bassey,3.0,ng NGA,CB,25-271,90,0,0,0,0,0,0,1,0,77,2,1,0,0.0,0.0,0.0,3,0,60,70,85.7,3,61,3,1,False,AstonVilla_Fulham_20250928
Joachim Andersen,5.0,dk DEN,CB,29-120,90,0,0,0,0,0,0,0,0,61,2,2,0,0.0,0.0,0.0,2,0,39,48,81.3,2,37,1,0,False,AstonVilla_Fulham_20250928
Timothy Castagne,21.0,be BEL,RB,29-297,90,0,0,0,0,0,0,0,0,61,2,2,1,0.0,0.0,0.0,1,0,42,48,87.5,3,34,2,1,False,AstonVilla_Fulham_20250928
Bernd Leno,1.0,de GER,GK,33-208,90,0,0,0,0,0,0,0,0,34,0,0,0,0.0,0.0,0.0,0,0,29,33,87.9,0,27,0,0,False,AstonVilla_Fulham_20250928
Nick Woltemade,27.0,de GER,FW,23-226,66,1,0,0,0,1,1,0,0,14,0,1,0,0.3,0.3,0.0,0,0,9,10,90.0,1,9,1,0,True,NewcastleUtd_Arsenal_20250928
William Osula,18.0,dk DEN,FW,22-055,24,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,1,1,100.0,0,2,0,0,True,NewcastleUtd_Arsenal_20250928
Anthony Gordon,10.0,eng ENG,LW,24-216,66,0,0,0,0,1,1,0,0,29,3,0,0,0.1,0.1,0.0,3,1,10,16,62.5,2,15,1,1,True,NewcastleUtd_Arsenal_20250928
Kieran Trippier,2.0,eng ENG,"RB,LW",35-009,24,0,0,0,0,0,0,0,0,16,0,0,0,0.0,0.0,0.0,0,0,9,13,69.2,2,1,0,0,True,NewcastleUtd_Arsenal_20250928
Jacob Murphy,23.0,eng ENG,RW,30-216,66,0,0,0,0,1,0,0,0,14,0,0,1,0.1,0.1,0.0,1,0,4,10,40.0,1,9,1,1,True,NewcastleUtd_Arsenal_20250928
Anthony Elanga,20.0,se SWE,"RM,RW",23-154,24,0,0,0,0,1,0,0,0,8,0,0,0,0.0,0.0,0.0,0,0,4,5,80.0,1,2,0,0,True,NewcastleUtd_Arsenal_20250928
Joelinton,7.0,br BRA,LM,29-045,89,0,0,0,0,1,0,1,0,40,1,2,2,0.0,0.0,0.1,2,0,21,32,65.6,2,13,1,0,True,NewcastleUtd_Arsenal_20250928
Harvey Barnes,11.0,eng ENG,LM,27-293,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,1,0,0,True,NewcastleUtd_Arsenal_20250928
Sandro Tonali,8.0,it ITA,CM,25-143,90,0,1,0,0,0,0,0,0,49,2,2,1,0.0,0.0,0.4,4,1,22,35,62.9,3,19,0,1,True,NewcastleUtd_Arsenal_20250928
Bruno Guimarães,39.0,br BRA,"RM,CM",27-316,90,0,0,0,0,0,0,0,0,35,2,0,0,0.0,0.0,0.1,4,0,21,26,80.8,2,17,0,0,True,NewcastleUtd_Arsenal_20250928
Dan Burn,33.0,eng ENG,"LB,CB",33-142,90,0,0,0,0,0,0,1,0,54,2,1,0,0.0,0.0,0.0,0,0,17,42,40.5,4,8,0,0,True,NewcastleUtd_Arsenal_20250928
Sven Botman,4.0,nl NED,CB,25-259,90,0,0,0,0,0,0,0,0,64,0,1,3,0.0,0.0,0.0,0,0,35,43,81.4,1,25,0,0,True,NewcastleUtd_Arsenal_20250928
Malick Thiaw,12.0,de GER,CB,24-051,90,0,0,0,0,2,1,0,0,38,1,1,2,0.1,0.1,0.0,0,0,20,23,87.0,1,11,0,0,True,NewcastleUtd_Arsenal_20250928
Valentino Livramento,21.0,eng ENG,"RB,LB",22-320,76,0,0,0,0,0,0,0,0,30,0,0,0,0.0,0.0,0.0,0,0,16,25,64.0,2,10,2,0,True,NewcastleUtd_Arsenal_20250928
Jamaal Lascelles,6.0,eng ENG,CB,31-321,14,0,0,0,0,1,0,0,0,10,0,0,1,0.0,0.0,0.0,0,0,4,6,66.7,0,2,0,0,True,NewcastleUtd_Arsenal_20250928
Nick Pope,1.0,eng ENG,GK,33-162,90,0,0,0,0,0,0,0,0,43,1,0,0,0.0,0.0,0.0,0,0,21,37,56.8,0,21,0,0,True,NewcastleUtd_Arsenal_20250928
Viktor Gyökeres,14.0,se SWE,FW,27-116,90,0,0,0,0,6,1,0,0,30,1,0,0,0.3,0.3,0.1,3,0,8,13,61.5,2,14,0,1,False,NewcastleUtd_Arsenal_20250928
Leandro Trossard,19.0,be BEL,"LW,LB",30-298,87,0,0,0,0,1,0,0,0,33,0,0,0,0.3,0.3,0.1,3,0,22,30,73.3,2,22,1,0,False,NewcastleUtd_Arsenal_20250928
Myles Lewis-Skelly,49.0,eng ENG,LB,19-002,3,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,1,1,6,7,85.7,1,5,0,0,False,NewcastleUtd_Arsenal_20250928
Bukayo Saka,7.0,eng ENG,RW,24-023,69,0,0,0,0,2,1,0,0,42,0,0,1,0.1,0.1,0.0,5,0,20,33,60.6,0,23,5,3,False,NewcastleUtd_Arsenal_20250928
Gabriel Martinelli,11.0,br BRA,RW,24-102,21,0,0,0,0,1,0,0,0,7,0,0,0,0.0,0.0,0.0,0,0,3,3,100.0,1,3,0,1,False,NewcastleUtd_Arsenal_20250928
